"","q_quant","risingerp","fallingerp","hyst_index","flsh_index","run_id","storm_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh"
"1",0,NA,0.363636363636364,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"2",0.01,NA,0.391868181818182,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"3",0.02,NA,0.390333624708625,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"4",0.03,NA,0.401142992424243,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"5",0.04,NA,0.374669034090909,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"6",0.05,NA,0.39572601010101,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"7",0.06,NA,0.410192138099259,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"8",0.07,NA,0.36941958041958,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"9",0.08,NA,0.282843130553657,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"10",0.09,NA,0.262151893939394,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
"11",0.1,NA,0.265625,NA,-0.422727272727273,"FC = 0.996, SFT = 0.098","storm_1","2015-05-10 18:30:00","2015-05-18 04:00:00",141483.749266163,177.75,795.97046000654,"0.996","0.098"
