"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id"
"1","FC = 0.99, SFT = 0.01","2020-04-08 01:30:00","2020-04-08 05:00:00",269.785924065288,4,67.446481016322,"0.99","0.01","storm_1"
"2","FC = 0.99, SFT = 0.01","2020-04-13 09:30:00","2020-04-13 19:00:00",691.629594207073,10,69.1629594207073,"0.99","0.01","storm_2"
"3","FC = 0.99, SFT = 0.01","2020-04-17 23:00:00","2020-04-18 04:00:00",338.25422031508,5.5,61.5007673300146,"0.99","0.01","storm_3"
"4","FC = 0.99, SFT = 0.01","2020-04-26 09:30:00","2020-04-26 11:00:00",81.7650445585317,2,40.8825222792658,"0.99","0.01","storm_4"
"5","FC = 0.99, SFT = 0.01","2020-04-26 14:00:00","2020-04-26 22:30:00",463.73097155357,9,51.5256635059522,"0.99","0.01","storm_5"
"6","FC = 0.99, SFT = 0.01","2020-04-30 11:00:00","2020-05-03 05:00:00",18457.1787153853,66.5,277.551559629853,"0.99","0.01","storm_6"
"7","FC = 0.99, SFT = 0.01","2020-05-29 20:00:00","2020-05-30 01:00:00",546.050999080735,5.5,99.2819998328609,"0.99","0.01","storm_7"
"8","FC = 0.99, SFT = 0.01","2020-06-04 18:30:00","2020-06-06 08:30:00",3829.42505069588,38.5,99.4655857323605,"0.99","0.01","storm_8"
"9","FC = 0.99, SFT = 0.01","2020-06-10 19:00:00","2020-06-10 20:30:00",100.068680735537,2,50.0343403677685,"0.99","0.01","storm_9"
"10","FC = 0.98, SFT = 0.01","2020-04-08 01:30:00","2020-04-08 05:00:00",268.984912232548,4,67.2462280581369,"0.98","0.01","storm_1"
"11","FC = 0.98, SFT = 0.01","2020-04-13 10:00:00","2020-04-13 18:00:00",613.718011075727,8.5,72.2021189500855,"0.98","0.01","storm_2"
"12","FC = 0.98, SFT = 0.01","2020-04-17 23:00:00","2020-04-18 04:00:00",335.586024494707,5.5,61.0156408172195,"0.98","0.01","storm_3"
"13","FC = 0.98, SFT = 0.01","2020-04-26 09:30:00","2020-04-26 11:00:00",81.5612336210652,2,40.7806168105326,"0.98","0.01","storm_4"
"14","FC = 0.98, SFT = 0.01","2020-04-26 14:30:00","2020-04-26 22:00:00",411.964190247672,8,51.495523780959,"0.98","0.01","storm_5"
"15","FC = 0.98, SFT = 0.01","2020-04-30 11:00:00","2020-05-02 13:30:00",15797.812784788,51,309.761034995842,"0.98","0.01","storm_6"
"16","FC = 0.98, SFT = 0.01","2020-05-29 20:00:00","2020-05-30 01:00:00",542.20532409338,5.5,98.5827861987964,"0.98","0.01","storm_7"
"17","FC = 0.98, SFT = 0.01","2020-06-04 18:30:00","2020-06-05 21:30:00",3005.70186620233,27.5,109.298249680085,"0.98","0.01","storm_8"
"18","FC = 0.98, SFT = 0.01","2020-06-10 19:00:00","2020-06-10 20:30:00",97.8408555145217,2,48.9204277572609,"0.98","0.01","storm_9"
"19","FC = 0.99, SFT = 0.003","2020-04-08 01:00:00","2020-04-08 11:00:00",395.628337148947,10.5,37.6788892522807,"0.99","0.003","storm_1"
"20","FC = 0.99, SFT = 0.003","2020-04-09 10:30:00","2020-04-09 14:30:00",72.7088482824309,4.5,16.1575218405402,"0.99","0.003","storm_2"
"21","FC = 0.99, SFT = 0.003","2020-04-13 01:00:00","2020-04-15 22:00:00",1982.85402561599,69.5,28.5302737498704,"0.99","0.003","storm_3"
"22","FC = 0.99, SFT = 0.003","2020-04-17 22:00:00","2020-04-18 14:00:00",550.295748421179,16.5,33.3512574800714,"0.99","0.003","storm_4"
"23","FC = 0.99, SFT = 0.003","2020-04-24 07:30:00","2020-04-24 12:00:00",80.3213284478829,5,16.0642656895766,"0.99","0.003","storm_5"
"24","FC = 0.99, SFT = 0.003","2020-04-26 08:30:00","2020-04-28 23:30:00",1620.91684540496,63.5,25.5262495339364,"0.99","0.003","storm_6"
"25","FC = 0.99, SFT = 0.003","2020-04-30 10:00:00","2020-05-04 14:30:00",19234.2431252689,101,190.438050745237,"0.99","0.003","storm_7"
"26","FC = 0.99, SFT = 0.003","2020-05-06 15:30:00","2020-05-06 21:00:00",99.4201351286855,6,16.5700225214476,"0.99","0.003","storm_8"
"27","FC = 0.99, SFT = 0.003","2020-05-08 15:30:00","2020-05-09 03:00:00",265.41003274244,12,22.1175027285367,"0.99","0.003","storm_9"
