"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id"
"1","FC = 0.99, SFT = 0.1","2015-04-09 14:45:00","2015-04-12 06:45:00",221768.741266131,64.25,3451.65356056235,"0.99","0.1","storm_1"
"2","FC = 0.99, SFT = 0.1","2015-04-12 17:30:00","2015-04-13 07:30:00",12709.4497590198,14.25,891.891211159282,"0.99","0.1","storm_2"
"3","FC = 0.99, SFT = 0.1","2015-04-13 16:45:00","2015-04-16 06:30:00",92884.8095287754,62,1498.1420891738,"0.99","0.1","storm_3"
"4","FC = 0.99, SFT = 0.1","2015-04-17 14:15:00","2015-04-18 13:45:00",12576.2890518777,23.75,529.527960079059,"0.99","0.1","storm_4"
"5","FC = 0.99, SFT = 0.1","2015-04-18 17:45:00","2015-04-19 05:30:00",5157.28378909725,12,429.773649091438,"0.99","0.1","storm_5"
"6","FC = 0.99, SFT = 0.1","2015-04-19 06:15:00","2015-04-19 08:00:00",750.893170984854,2,375.446585492427,"0.99","0.1","storm_6"
"7","FC = 0.99, SFT = 0.1","2015-04-20 11:45:00","2015-04-25 18:15:00",266398.304877732,126.75,2101.76177418329,"0.99","0.1","storm_7"
"8","FC = 0.99, SFT = 0.1","2015-04-25 19:15:00","2015-04-25 21:15:00",824.153794097567,2.25,366.290575154474,"0.99","0.1","storm_8"
"9","FC = 0.99, SFT = 0.1","2015-04-27 12:15:00","2015-05-01 03:45:00",61985.2826057881,87.75,706.384986960548,"0.99","0.1","storm_9"
"10","FC = 0.99, SFT = 0.1","2015-05-05 11:15:00","2015-05-05 15:30:00",1720.39645286519,4.5,382.310322858931,"0.99","0.1","storm_10"
"11","FC = 0.99, SFT = 0.1","2015-05-11 03:00:00","2015-05-13 15:15:00",47381.9770820321,60.5,783.173174909621,"0.99","0.1","storm_11"
"12","FC = 0.99, SFT = 0.1","2015-05-27 20:30:00","2015-05-28 19:30:00",22183.4654767176,23.25,954.127547385704,"0.99","0.1","storm_12"
"13","FC = 0.99, SFT = 0.1","2015-05-30 23:30:00","2015-06-05 15:30:00",457002.599091085,112.25,4071.29264223684,"0.99","0.1","storm_13"
"14","FC = 0.99, SFT = 0.1","2015-06-06 02:30:00","2015-06-07 01:45:00",20712.874067178,23.5,881.398896475659,"0.99","0.1","storm_14"
"15","FC = 0.99, SFT = 0.1","2015-06-08 13:45:00","2015-06-12 03:45:00",541808.739569995,86.25,6281.84045878255,"0.99","0.1","storm_15"
"16","FC = 0.99, SFT = 0.1","2015-06-12 20:30:00","2015-06-15 19:30:00",335377.760630026,71.25,4707.05628954422,"0.99","0.1","storm_16"
"17","FC = 0.99, SFT = 0.1","2015-06-16 13:00:00","2015-06-18 08:30:00",93898.9200536112,43.75,2146.26102979683,"0.99","0.1","storm_17"
"18","FC = 0.99, SFT = 0.1","2015-06-19 00:15:00","2015-06-20 18:15:00",83130.3333701181,42.25,1967.58185491404,"0.99","0.1","storm_18"
"19","FC = 0.99, SFT = 0.1","2015-06-21 08:30:00","2015-06-26 21:15:00",693501.829534019,133,5214.29947018059,"0.99","0.1","storm_19"
"20","FC = 0.99, SFT = 0.1","2015-06-28 11:00:00","2015-06-30 00:45:00",34620.2274956143,38,911.058618305639,"0.99","0.1","storm_20"
