"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id","water_yield_mm","constit_yield_mm"
"152","FC = 0.98, SFT = 0.098",2016-10-22,"2016-10-23 13:30:00",18267.9452393916,29.25,624.545136389455,0.98,"0.098","storm_53",0.379790961317912,0.379790961317912
"153","FC = 0.98, SFT = 0.098",2016-11-03,"2016-11-04 02:00:00",6028.57184562045,11.75,513.069944308123,0.98,"0.098","storm_54",0.125334134004583,0.125334134004583
"154","FC = 0.98, SFT = 0.098",2016-11-20,"2016-11-21 07:00:00",12887.8719950727,17.5,736.449828289867,0.98,"0.098","storm_55",0.267939126716688,0.267939126716688
"155","FC = 0.98, SFT = 0.098",2016-11-30,"2016-12-01 20:45:00",7876.06828783034,9,875.118698647815,0.98,"0.098","storm_56",0.163743623447616,0.163743623447616
"156","FC = 0.98, SFT = 0.098",2018-04-13,"2018-04-15 04:30:00",70505.5751668989,33.25,2120.46842607215,0.98,"0.098","storm_57",1.4658123735322,1.4658123735322
"157","FC = 0.98, SFT = 0.098",2018-04-16,"2018-04-18 11:45:00",167155.597045376,48,3482.40827177867,0.98,"0.098","storm_58",3.47516833774171,3.47516833774171
"158","FC = 0.98, SFT = 0.098",2018-04-22,"2018-04-22 07:45:00",1870.42939175046,4.75,393.774608789571,0.98,"0.098","storm_59",0.0388862659407581,0.0388862659407581
"159","FC = 0.98, SFT = 0.098",2018-04-23,"2018-04-23 07:45:00",2003.56355034561,5.25,381.631152446783,0.98,"0.098","storm_60",0.0416541278658131,0.0416541278658131
"160","FC = 0.98, SFT = 0.098",2018-04-25,"2018-04-27 09:00:00",80672.2770323718,42.5,1898.1712242911,0.98,"0.098","storm_61",1.67717831668133,1.67717831668133
"161","FC = 0.98, SFT = 0.098",2018-04-29,"2018-05-01 13:15:00",139871.9956204,54.25,2578.28563355576,0.98,"0.098","storm_62",2.90794169688982,2.90794169688982
"162","FC = 0.98, SFT = 0.098",2018-05-04,"2018-05-05 14:00:00",29784.3350935836,18.75,1588.49787165779,0.98,"0.098","storm_63",0.619216945812549,0.619216945812549
"163","FC = 0.98, SFT = 0.098",2018-05-15,"2018-05-16 04:00:00",19266.6363599011,18.25,1055.70610191239,0.98,"0.098","storm_64",0.400553770476114,0.400553770476114
"164","FC = 0.98, SFT = 0.098",2018-05-22,"2018-05-23 10:00:00",10153.8376540003,14.5,700.264665793126,0.98,"0.098","storm_65",0.211098495925163,0.211098495925163
"165","FC = 0.98, SFT = 0.098",2018-06-02,"2018-06-02 09:15:00",4150.04248875012,6.5,638.468075192326,0.98,"0.098","storm_66",0.0862794696205846,0.0862794696205846
"166","FC = 0.98, SFT = 0.098",2018-06-04,"2018-06-04 18:15:00",5757.81631650341,10.25,561.738177219845,0.98,"0.098","storm_67",0.119705120925227,0.119705120925227
"167","FC = 0.98, SFT = 0.098",2018-06-18,"2018-06-19 18:15:00",109462.334199617,29,3774.56324826265,0.98,"0.098","storm_68",2.27572420373424,2.27572420373424
"168","FC = 0.98, SFT = 0.098",2018-06-27,"2018-06-29 00:15:00",8445.64053950399,10.5,804.346718047999,0.98,"0.098","storm_69",0.17558504240133,0.17558504240133
"169","FC = 0.98, SFT = 0.098",2018-07-25,"2018-07-26 14:00:00",55092.9048556011,17.25,3193.79158583195,0.98,"0.098","storm_70",1.14538263733058,1.14538263733058
"170","FC = 0.98, SFT = 0.098",2018-08-07,"2018-08-08 03:45:00",4797.91895238382,8,599.739869047978,0.98,"0.098","storm_71",0.0997488347688945,0.0997488347688945
"171","FC = 0.98, SFT = 0.098",2018-08-15,"2018-08-16 08:15:00",5120.03853976647,11.25,455.114536868131,0.98,"0.098","storm_72",0.106445707687453,0.106445707687453
"172","FC = 0.98, SFT = 0.098",2018-08-18,"2018-08-18 11:30:00",6412.08848787994,11.25,569.963421144884,0.98,"0.098","storm_73",0.133307452970477,0.133307452970477
"173","FC = 0.98, SFT = 0.098",2018-09-06,"2018-09-06 17:00:00",3355.67109316144,6.75,497.13645824614,0.98,"0.098","storm_74",0.0697644717912982,0.0697644717912982
"174","FC = 0.98, SFT = 0.098",2018-09-11,"2018-09-11 14:45:00",17826.4981527716,14.25,1250.98232651029,0.98,"0.098","storm_75",0.370613267209389,0.370613267209389
"175","FC = 0.98, SFT = 0.098",2018-09-21,"2018-09-21 20:30:00",12653.4065119897,12.75,992.424040156053,0.98,"0.098","storm_76",0.26306458444885,0.26306458444885
"176","FC = 0.98, SFT = 0.098",2018-09-26,"2018-09-27 07:45:00",27542.5018319665,16,1721.40636449791,0.98,"0.098","storm_77",0.572609185695769,0.572609185695769
"177","FC = 0.98, SFT = 0.098",2018-10-02,"2018-10-03 14:00:00",28267.4766988165,27.5,1027.90824359333,0.98,"0.098","storm_78",0.587681428249824,0.587681428249824
"178","FC = 0.98, SFT = 0.098",2018-10-11,"2018-10-12 12:45:00",55579.6494816402,30.5,1822.28358956197,0.98,"0.098","storm_79",1.15550206822537,1.15550206822537
"179","FC = 0.98, SFT = 0.098",2018-10-27,"2018-10-28 10:30:00",14434.6829149477,19.25,749.85365791936,0.98,"0.098","storm_80",0.30009735789912,0.30009735789912
"180","FC = 0.98, SFT = 0.098",2018-11-01,"2018-11-02 21:00:00",48253.3621939957,23.75,2031.7205134314,0.98,"0.098","storm_81",1.00318840320157,1.00318840320157
"181","FC = 0.98, SFT = 0.098",2018-11-03,"2018-11-05 06:45:00",126705.21304624,53.25,2379.44062058666,0.98,"0.098","storm_82",2.63420401343533,2.63420401343533
"182","FC = 0.98, SFT = 0.098",2018-11-06,"2018-11-07 05:00:00",9048.70835124516,14.5,624.048851810011,0.98,"0.098","storm_83",0.188122834745222,0.188122834745222
"183","FC = 0.98, SFT = 0.098",2018-11-09,"2018-11-11 03:30:00",32046.2619470525,30.5,1050.69711301811,0.98,"0.098","storm_84",0.666242452121673,0.666242452121673
"184","FC = 0.98, SFT = 0.098",2018-11-11,"2018-11-11 08:00:00",1457.50437552785,4,364.376093881963,0.98,"0.098","storm_85",0.0303015462687703,0.0303015462687703
"185","FC = 0.98, SFT = 0.098",2018-11-13,"2018-11-14 19:15:00",36163.0370584734,35.25,1025.90176052407,0.98,"0.098","storm_86",0.751830292275954,0.751830292275954
"186","FC = 0.98, SFT = 0.098",2018-11-14,"2018-11-16 06:15:00",450755.727375365,34.25,13160.7511642442,0.98,"0.098","storm_87",9.37122094335478,9.37122094335478
"187","FC = 0.996, SFT = 0.1",2014-07-27,"2014-07-29 22:45:00",75284.5887678003,59.25,1270.62597076456,0.996,"0.1","storm_1",1.56516816565073,1.56516816565073
"188","FC = 0.996, SFT = 0.1",2014-07-31,"2014-08-01 00:45:00",5874.60579967244,11,534.055072697495,0.996,"0.1","storm_2",0.122133176708367,0.122133176708367
"189","FC = 0.996, SFT = 0.1",2014-08-13,"2014-08-14 20:00:00",35319.3397719945,28,1261.40499185694,0.996,"0.1","storm_3",0.734289808149573,0.734289808149573
"190","FC = 0.996, SFT = 0.1",2014-09-02,"2014-09-03 09:45:00",4919.74132383847,11.25,437.310339896753,0.996,"0.1","storm_4",0.102281524404126,0.102281524404126
"191","FC = 0.996, SFT = 0.1",2014-09-06,"2014-09-07 04:15:00",8400.60651863502,14.25,589.516246921756,0.996,"0.1","storm_5",0.174648784171206,0.174648784171206
"192","FC = 0.996, SFT = 0.1",2014-10-04,"2014-10-05 16:00:00",26153.0690710204,25.25,1035.76511172358,0.996,"0.1","storm_6",0.543722849709364,0.543722849709364
"193","FC = 0.996, SFT = 0.1",2014-10-16,"2014-10-17 13:30:00",27310.5370475016,26.25,1040.4014113334,0.996,"0.1","storm_7",0.567786633004192,0.567786633004192
"194","FC = 0.996, SFT = 0.1",2014-10-18,"2014-10-19 14:30:00",15446.153695221,25.25,611.728859216672,0.996,"0.1","storm_8",0.321125856449501,0.321125856449501
"195","FC = 0.996, SFT = 0.1",2014-10-23,"2014-10-24 22:15:00",18439.0520526788,28.25,652.709807174471,0.996,"0.1","storm_9",0.383348275523468,0.383348275523468
"196","FC = 0.996, SFT = 0.1",2014-11-07,"2014-11-09 00:30:00",12209.8962510358,19.25,634.280324729134,0.996,"0.1","storm_10",0.253843996903032,0.253843996903032
"197","FC = 0.996, SFT = 0.1",2015-04-07,"2015-04-12 08:30:00",96598.7577946491,112.75,856.751732103318,0.996,"0.1","storm_11",2.00829018284094,2.00829018284094
"198","FC = 0.996, SFT = 0.1",2015-04-12,"2015-04-13 08:15:00",5391.13330718628,10.75,501.500772761514,0.996,"0.1","storm_12",0.112081773538176,0.112081773538176
"199","FC = 0.996, SFT = 0.1",2015-04-14,"2015-04-14 16:00:00",6895.40237799798,13.75,501.483809308944,0.996,"0.1","storm_13",0.143355558794137,0.143355558794137
"200","FC = 0.996, SFT = 0.1",2015-04-14,"2015-04-15 08:30:00",8797.84878155628,15.75,558.593573432145,0.996,"0.1","storm_14",0.182907459076014,0.182907459076014
"201","FC = 0.996, SFT = 0.1",2015-04-15,"2015-04-16 08:30:00",4791.43619411214,9.75,491.429353242271,0.996,"0.1","storm_15",0.0996140580896495,0.0996140580896495
"202","FC = 0.996, SFT = 0.1",2015-04-17,"2015-04-17 13:45:00",2993.47173663649,6.5,460.534113328691,0.996,"0.1","storm_16",0.0622343396390123,0.0622343396390123
"203","FC = 0.996, SFT = 0.1",2015-04-17,"2015-04-18 09:15:00",5364.19048252624,12.5,429.135238602099,0.996,"0.1","storm_17",0.111521631653352,0.111521631653352
"204","FC = 0.996, SFT = 0.1",2015-04-20,"2015-04-21 02:45:00",9268.08332984525,17.5,529.604761705443,0.996,"0.1","storm_18",0.192683645111128,0.192683645111128
"205","FC = 0.996, SFT = 0.1",2015-04-21,"2015-04-25 10:30:00",133988.14461319,102.5,1307.20141086039,0.996,"0.1","storm_19",2.78561631212453,2.78561631212453
"206","FC = 0.996, SFT = 0.1",2015-04-27,"2015-04-28 08:45:00",4683.01987105863,10.25,456.879987420355,0.996,"0.1","storm_20",0.0973600804793895,0.0973600804793895
"207","FC = 0.996, SFT = 0.1",2015-04-29,"2015-04-29 08:00:00",2860.70847657592,7,408.672639510846,0.996,"0.1","storm_21",0.0594741887022022,0.0594741887022022
"208","FC = 0.996, SFT = 0.1",2015-05-10,"2015-05-11 12:15:00",10868.7056221284,17.5,621.068892693054,0.996,"0.1","storm_22",0.225960615844666,0.225960615844666
"209","FC = 0.996, SFT = 0.1",2015-05-11,"2015-05-13 12:45:00",50657.2725737861,45.5,1113.34664997332,0.996,"0.1","storm_23",1.05316574997476,1.05316574997476
"210","FC = 0.996, SFT = 0.1",2015-05-28,"2015-05-29 00:30:00",2268.45245721774,4.75,477.56893836163,0.996,"0.1","storm_24",0.0471611737467306,0.0471611737467306
"211","FC = 0.996, SFT = 0.1",2015-05-30,"2015-06-03 09:45:00",135970.238757838,87.5,1553.94558580387,0.996,"0.1","storm_25",2.82682409059955,2.82682409059955
"212","FC = 0.996, SFT = 0.1",2015-06-05,"2015-06-06 14:30:00",16854.9686470123,18.75,898.931661173991,0.996,"0.1","storm_26",0.350415148586535,0.350415148586535
"213","FC = 0.996, SFT = 0.1",2015-06-08,"2015-06-26 12:45:00",40551.1794111062,46.75,867.404907189438,0.996,"0.1","storm_27",0.843059863016762,0.843059863016762
"214","FC = 0.996, SFT = 0.1",2015-06-28,"2015-06-30 10:15:00",101857.504583551,55.25,1843.57474359368,0.996,"0.1","storm_28",2.11761963791166,2.11761963791166
"215","FC = 0.996, SFT = 0.1",2015-07-01,"2015-07-03 17:00:00",388789.3190655,57.5,6761.55337505217,0.996,"0.1","storm_29",8.08293802630977,8.08293802630977
"216","FC = 0.996, SFT = 0.1",2015-07-04,"2015-07-04 08:00:00",3105.85875844099,7.75,400.755968831095,0.996,"0.1","storm_30",0.0645708681588563,0.0645708681588563
"217","FC = 0.996, SFT = 0.1",2015-07-04,"2015-07-22 21:30:00",42936.509050553,49.75,863.045408051317,0.996,"0.1","storm_31",0.892650915811913,0.892650915811913
"218","FC = 0.996, SFT = 0.1",2015-08-11,"2015-08-13 08:00:00",41310.2642083918,47,878.941791667911,0.996,"0.1","storm_32",0.858841251733717,0.858841251733717
"219","FC = 0.996, SFT = 0.1",2015-08-21,"2015-08-22 00:45:00",19328.0351722217,20.5,942.830984010816,0.996,"0.1","storm_33",0.401830253060743,0.401830253060743
"220","FC = 0.996, SFT = 0.1",2015-09-13,"2015-09-14 17:15:00",26497.6983302186,24.5,1081.53870735586,0.996,"0.1","storm_34",0.550887699172944,0.550887699172944
"221","FC = 0.996, SFT = 0.1",2015-09-29,"2015-10-02 12:00:00",232673.972301545,66,3525.36321669007,0.996,"0.1","storm_35",4.83729672144583,4.83729672144583
"222","FC = 0.996, SFT = 0.1",2015-10-09,"2015-10-10 16:15:00",35208.212788234,34.25,1027.97701571486,0.996,"0.1","storm_36",0.73197947584686,0.73197947584686
"223","FC = 0.996, SFT = 0.1",2015-10-10,"2015-10-11 00:45:00",2505.17199102288,6.5,385.411075541981,0.996,"0.1","storm_37",0.0520825777759434,0.0520825777759434
"224","FC = 0.996, SFT = 0.1",2015-10-13,"2015-10-14 08:30:00",4398.05631516174,10,439.805631516174,0.996,"0.1","storm_38",0.0914356822278949,0.0914356822278949
"225","FC = 0.996, SFT = 0.1",2015-10-17,"2015-10-18 09:30:00",7585.02077285681,17.75,427.325113963764,0.996,"0.1","storm_39",0.157692739560433,0.157692739560433
"226","FC = 0.996, SFT = 0.1",2015-10-19,"2015-10-19 09:00:00",1755.09923189988,4.5,390.022051533308,0.996,"0.1","storm_40",0.0364885495197481,0.0364885495197481
"227","FC = 0.996, SFT = 0.1",2015-10-28,"2015-11-01 06:30:00",176861.548964384,88.25,2004.09687211767,0.996,"0.1","storm_41",3.67695527992482,3.67695527992482
"228","FC = 0.996, SFT = 0.1",2015-11-04,"2015-11-04 10:45:00",3646.95488665697,8.75,416.794844189368,0.996,"0.1","storm_42",0.0758202679138663,0.0758202679138663
"229","FC = 0.996, SFT = 0.1",2015-11-08,"2015-11-09 04:45:00",2550.92561139037,6.5,392.450094060057,0.996,"0.1","storm_43",0.0530337964946023,0.0530337964946023
"230","FC = 0.996, SFT = 0.1",2015-11-10,"2015-11-10 09:30:00",2287.94056776735,5.75,397.9027074378,0.996,"0.1","storm_44",0.0475663319702152,0.0475663319702152
"231","FC = 0.996, SFT = 0.1",2015-11-12,"2015-11-13 16:45:00",13767.8382348579,20,688.391911742896,0.996,"0.1","storm_45",0.286233643136339,0.286233643136339
"232","FC = 0.996, SFT = 0.1",2015-11-17,"2015-11-17 12:00:00",5557.31567734164,12,463.10963977847,0.996,"0.1","storm_46",0.115536708468641,0.115536708468641
"233","FC = 0.996, SFT = 0.1",2015-11-17,"2015-11-18 09:45:00",7086.54198304092,15.25,464.691277576454,0.996,"0.1","storm_47",0.147329355156776,0.147329355156776
"234","FC = 0.996, SFT = 0.1",2016-03-25,"2016-03-26 08:15:00",8762.45830952392,20.25,432.713990593774,0.996,"0.1","storm_48",0.182171690426693,0.182171690426693
"235","FC = 0.996, SFT = 0.1",2016-03-28,"2016-03-30 10:00:00",56632.8578809572,47.5,1192.27069223068,0.996,"0.1","storm_49",1.17739829274339,1.17739829274339
"236","FC = 0.996, SFT = 0.1",2016-04-05,"2016-04-05 11:30:00",2030.10984781316,4,507.527461953291,0.996,"0.1","storm_50",0.0422060259420616,0.0422060259420616
"237","FC = 0.996, SFT = 0.1",2016-04-07,"2016-04-09 14:00:00",41503.7437497685,41.75,994.101646701042,0.996,"0.1","storm_51",0.862863695421382,0.862863695421382
"238","FC = 0.996, SFT = 0.1",2016-04-12,"2016-04-12 15:15:00",2363.7560402678,5.75,411.088007003096,0.996,"0.1","storm_52",0.0491425372197049,0.0491425372197049
"239","FC = 0.996, SFT = 0.1",2016-04-19,"2016-04-19 08:45:00",1860.35511698758,4.5,413.412248219461,0.996,"0.1","storm_53",0.0386768215589933,0.0386768215589933
"240","FC = 0.996, SFT = 0.1",2016-04-26,"2016-04-27 08:45:00",11864.3991176531,21.25,558.324664360146,0.996,"0.1","storm_54",0.246661104317112,0.246661104317112
"241","FC = 0.996, SFT = 0.1",2016-05-02,"2016-05-03 15:30:00",25684.3634227134,26.5,969.221261234469,0.996,"0.1","storm_55",0.533978449536662,0.533978449536662
"242","FC = 0.996, SFT = 0.1",2016-05-08,"2016-05-09 10:00:00",20912.2502407038,25,836.49000962815,0.996,"0.1","storm_56",0.434766117270348,0.434766117270348
"243","FC = 0.996, SFT = 0.1",2016-05-15,"2016-05-15 11:30:00",4141.61187728784,9.25,447.741824571658,0.996,"0.1","storm_57",0.0861041970330112,0.0861041970330112
"244","FC = 0.996, SFT = 0.1",2016-05-29,"2016-05-30 05:45:00",5335.35996969287,9.5,561.616838915039,0.996,"0.1","storm_58",0.110922244692159,0.110922244692159
"245","FC = 0.996, SFT = 0.1",2016-06-05,"2016-06-06 16:15:00",45425.9032237964,27.5,1651.85102631987,0.996,"0.1","storm_59",0.944405472428199,0.944405472428199
"246","FC = 0.996, SFT = 0.1",2016-07-10,"2016-07-10 15:00:00",4241.50788890422,8.5,499.000928106379,0.996,"0.1","storm_60",0.0881810371913559,0.0881810371913559
"247","FC = 0.996, SFT = 0.1",2016-07-14,"2016-07-15",3377.71414486845,6.75,500.402095536066,0.996,"0.1","storm_61",0.0702227472945623,0.0702227472945623
"248","FC = 0.996, SFT = 0.1",2016-07-23,"2016-07-24 03:00:00",1797.31463856602,4.25,422.897562015533,0.996,"0.1","storm_62",0.0373662087019962,0.0373662087019962
"249","FC = 0.996, SFT = 0.1",2016-08-16,"2016-08-17 13:00:00",11130.3537236552,15.25,729.859260567553,0.996,"0.1","storm_63",0.231400285315076,0.231400285315076
"250","FC = 0.996, SFT = 0.1",2016-10-22,"2016-10-23 16:15:00",28840.0904793181,32.25,894.266371451725,0.996,"0.1","storm_64",0.599586080651105,0.599586080651105
"251","FC = 0.996, SFT = 0.1",2016-10-29,"2016-10-29 21:15:00",4506.59882398526,9,500.733202665029,0.996,"0.1","storm_65",0.0936922832429368,0.0936922832429368
"252","FC = 0.996, SFT = 0.1",2016-11-03,"2016-11-04 09:45:00",10910.7318435844,19.5,559.524709927407,0.996,"0.1","storm_66",0.226834341862462,0.226834341862462
"253","FC = 0.996, SFT = 0.1",2016-11-20,"2016-11-22 01:15:00",26443.6297282253,39.5,669.4589804614,0.996,"0.1","storm_67",0.549763611813415,0.549763611813415
"254","FC = 0.996, SFT = 0.1",2016-11-30,"2016-12-02 01:15:00",10866.4040369642,13.75,790.283929961034,0.996,"0.1","storm_68",0.225912765841252,0.225912765841252
"255","FC = 0.996, SFT = 0.1",2016-12-02,"2018-04-21 10:15:00",426106.643060118,188,2266.52469712829,0.996,"0.1","storm_69",8.85876596798583,8.85876596798583
"256","FC = 0.996, SFT = 0.1",2018-04-21,"2018-04-22 08:30:00",5274.72334412652,10.5,502.354604202525,0.996,"0.1","storm_70",0.109661607985998,0.109661607985998
"257","FC = 0.996, SFT = 0.1",2018-04-22,"2018-04-23 08:15:00",4036.98906206384,9,448.554340229315,0.996,"0.1","storm_71",0.0839290865293937,0.0839290865293937
"258","FC = 0.996, SFT = 0.1",2018-04-25,"2018-04-28 09:45:00",131383.73936605,67.5,1946.42576838592,0.996,"0.1","storm_72",2.73147067289085,2.73147067289085
"259","FC = 0.996, SFT = 0.1",2018-04-29,"2018-05-02 06:45:00",211784.133336651,79,2680.81181438798,0.996,"0.1","storm_73",4.4029965350655,4.4029965350655
"260","FC = 0.996, SFT = 0.1",2018-05-04,"2018-05-06 07:30:00",43186.1581292085,36.25,1191.34229321955,0.996,"0.1","storm_74",0.897841125347371,0.897841125347371
"261","FC = 0.996, SFT = 0.1",2018-05-08,"2018-05-08 06:45:00",1677.23046986342,4.5,372.717882191871,0.996,"0.1","storm_75",0.0348696563381168,0.0348696563381168
"262","FC = 0.996, SFT = 0.1",2018-05-15,"2018-05-16 11:15:00",27223.8856584882,26,1047.07252532647,0.996,"0.1","storm_76",0.565985148825119,0.565985148825119
"263","FC = 0.996, SFT = 0.1",2018-05-22,"2018-05-23 14:30:00",13756.343251737,19,724.018065880895,0.996,"0.1","storm_77",0.285994662198274,0.285994662198274
"264","FC = 0.996, SFT = 0.1",2018-06-02,"2018-06-02 12:45:00",5878.19370025958,10,587.819370025958,0.996,"0.1","storm_78",0.122207769236166,0.122207769236166
"265","FC = 0.996, SFT = 0.1",2018-06-04,"2018-06-04 22:00:00",8173.40620553685,14,583.814728966918,0.996,"0.1","storm_79",0.169925284938396,0.169925284938396
"266","FC = 0.996, SFT = 0.1",2018-06-18,"2018-06-20 07:15:00",133325.813424277,42,3174.42412914946,0.996,"0.1","storm_80",2.77184643293715,2.77184643293715
"267","FC = 0.996, SFT = 0.1",2018-06-27,"2018-06-29 06:00:00",11737.5792700523,16.25,722.312570464756,0.996,"0.1","storm_81",0.244024517048904,0.244024517048904
"268","FC = 0.996, SFT = 0.1",2018-07-25,"2018-07-26 18:30:00",63027.8034868201,21.75,2897.83004537104,0.996,"0.1","storm_82",1.31034934484033,1.31034934484033
"269","FC = 0.996, SFT = 0.1",2018-08-07,"2018-08-08 05:00:00",5623.7846215589,9.25,607.976715844206,0.996,"0.1","storm_83",0.116918599200809,0.116918599200809
"270","FC = 0.996, SFT = 0.1",2018-08-15,"2018-08-16 12:00:00",7489.37962725422,15,499.291975150281,0.996,"0.1","storm_84",0.155704358154973,0.155704358154973
"271","FC = 0.996, SFT = 0.1",2018-08-18,"2018-08-18 14:00:00",8986.01378340565,14,641.858127386118,0.996,"0.1","storm_85",0.186819413376417,0.186819413376417
"272","FC = 0.996, SFT = 0.1",2018-09-06,"2018-09-06 18:15:00",4102.77882865315,8,512.847353581643,0.996,"0.1","storm_86",0.0852968571445561,0.0852968571445561
"273","FC = 0.996, SFT = 0.1",2018-09-11,"2018-09-11 18:30:00",21724.4387686551,18,1206.91326492528,0.996,"0.1","storm_87",0.451651533651874,0.451651533651874
"274","FC = 0.996, SFT = 0.1",2018-09-21,"2018-09-22 01:15:00",16333.0320576916,17.5,933.316117582377,0.996,"0.1","storm_88",0.339564076043484,0.339564076043484
"275","FC = 0.996, SFT = 0.1",2018-09-26,"2018-09-27 13:00:00",34300.3926248663,21.5,1595.36709883099,0.996,"0.1","storm_89",0.713105875776845,0.713105875776845
"276","FC = 0.996, SFT = 0.1",2018-09-28,"2018-09-28 13:45:00",5027.81473522871,9.25,543.547538943644,0.996,"0.1","storm_90",0.104528372873778,0.104528372873778
"277","FC = 0.996, SFT = 0.1",2018-10-02,"2018-10-03 23:45:00",45163.9658392902,37.75,1196.39644607391,0.996,"0.1","storm_91",0.938959788758632,0.938959788758632
"278","FC = 0.996, SFT = 0.1",2018-10-11,"2018-10-13 00:15:00",75186.5586023625,42,1790.15615719911,0.996,"0.1","storm_92",1.56313011647323,1.56313011647323
"279","FC = 0.996, SFT = 0.1",2018-10-24,"2018-10-24 23:15:00",4208.9048594896,9.75,431.682549691241,0.996,"0.1","storm_93",0.0875032195320083,0.0875032195320083
"280","FC = 0.996, SFT = 0.1",2018-10-27,"2018-10-28 21:15:00",22763.0410653462,30,758.768035511541,0.996,"0.1","storm_94",0.473244096992645,0.473244096992645
"281","FC = 0.996, SFT = 0.1",2018-11-01,"2018-11-05 09:45:00",254496.143494349,84.5,3011.7886804065,0.996,"0.1","storm_95",5.29098011422763,5.29098011422763
"282","FC = 0.996, SFT = 0.1",2018-11-06,"2018-11-07 12:00:00",13844.3035492174,21.5,643.921095312438,0.996,"0.1","storm_96",0.287823358611589,0.287823358611589
"283","FC = 0.996, SFT = 0.1",2018-11-09,"2018-11-12 11:30:00",61996.6208171011,62.5,991.945933073618,0.996,"0.1","storm_97",1.28891103569857,1.28891103569857
"284","FC = 0.996, SFT = 0.1",2018-11-12,"2018-11-13 00:30:00",1710.14551610027,4.5,380.032336911171,0.996,"0.1","storm_98",0.0355539608336854,0.0355539608336854
"285","FC = 0.996, SFT = 0.1",2018-11-13,"2018-11-14 19:15:00",53280.0174201772,42.25,1261.06550106928,0.996,"0.1","storm_99",1.10769266985815,1.10769266985815
"286","FC = 0.996, SFT = 0.1",2018-11-14,"2018-11-19 09:45:00",514811.315566554,109.75,4690.76369536724,0.996,"0.1","storm_100",10.7029379535666,10.7029379535666
"287","FC = 0.98, SFT = 0.1",2014-07-27,"2014-07-28 04:45:00",7066.04741624318,10.5,672.956896785065,0.98,"0.1","storm_1",0.146903272686968,0.146903272686968
"288","FC = 0.98, SFT = 0.1",2014-07-28,"2014-07-29 12:15:00",42914.4185721429,25.5,1682.91837537815,0.98,"0.1","storm_2",0.892191654306505,0.892191654306505
"289","FC = 0.98, SFT = 0.1",2014-07-31,"2014-07-31 21:30:00",4279.4637043314,7.75,552.188865075019,0.98,"0.1","storm_3",0.0889701393831891,0.0889701393831891
"290","FC = 0.98, SFT = 0.1",2014-08-13,"2014-08-14 10:30:00",25634.0163836087,18.5,1385.62250722209,0.98,"0.1","storm_4",0.532931733546958,0.532931733546958
"291","FC = 0.98, SFT = 0.1",2014-09-02,"2014-09-03 04:15:00",2415.38542651077,5.75,420.067030697524,0.98,"0.1","storm_5",0.050215913233072,0.050215913233072
"292","FC = 0.98, SFT = 0.1",2014-09-06,"2014-09-07 01:15:00",6529.53625800892,11.25,580.403222934126,0.98,"0.1","storm_6",0.1357491945532,0.1357491945532
"293","FC = 0.98, SFT = 0.1",2014-10-04,"2014-10-05 09:30:00",19291.4995534174,18.75,1028.87997618226,0.98,"0.1","storm_7",0.401070676786226,0.401070676786226
"294","FC = 0.98, SFT = 0.1",2014-10-16,"2014-10-17 04:15:00",18951.007197183,17,1114.76512924606,0.98,"0.1","storm_8",0.393991833621268,0.393991833621268
"295","FC = 0.98, SFT = 0.1",2014-10-18,"2014-10-19 02:45:00",7553.99346826915,13.25,570.112714586351,0.98,"0.1","storm_9",0.157047681252997,0.157047681252997
"296","FC = 0.98, SFT = 0.1",2014-10-23,"2014-10-24 14:00:00",10780.960766303,20,539.048038315151,0.98,"0.1","storm_10",0.224136398467838,0.224136398467838
"297","FC = 0.98, SFT = 0.1",2014-11-07,"2014-11-08 14:00:00",6588.56270142679,8.25,798.613660779004,0.98,"0.1","storm_11",0.136976355539018,0.136976355539018
"298","FC = 0.98, SFT = 0.1",2015-04-07,"2015-04-08 07:45:00",9724.72400644365,15.75,617.442794059914,0.98,"0.1","storm_12",0.202177214271178,0.202177214271178
"299","FC = 0.98, SFT = 0.1",2015-04-08,"2015-04-09 01:00:00",2229.74750044941,5.5,405.408636445348,0.98,"0.1","storm_13",0.0463564968908402,0.0463564968908402
"300","FC = 0.98, SFT = 0.1",2015-04-09,"2015-04-10 10:30:00",13621.9041952914,19,716.942326067966,0.98,"0.1","storm_14",0.283199671419779,0.283199671419779
"301","FC = 0.98, SFT = 0.1",2015-04-11,"2015-04-12 07:45:00",3947.36331410249,8.75,451.127235897428,0.98,"0.1","storm_15",0.0820657653659562,0.0820657653659562
"302","FC = 0.98, SFT = 0.1",2015-04-12,"2015-04-13 08:15:00",3914.60770883405,9,434.956412092672,0.98,"0.1","storm_16",0.0813847756514355,0.0813847756514355
"303","FC = 0.98, SFT = 0.1",2015-04-14,"2015-04-14 12:00:00",4400.65259450346,9.5,463.226588895101,0.98,"0.1","storm_17",0.0914896589293859,0.0914896589293859
"304","FC = 0.98, SFT = 0.1",2015-04-15,"2015-04-15 07:30:00",2592.36929061468,6.5,398.82604470995,0.98,"0.1","storm_18",0.0538954114472906,0.0538954114472906
"305","FC = 0.98, SFT = 0.1",2015-04-16,"2015-04-16 08:15:00",2415.60374801051,5.75,420.104999654002,0.98,"0.1","storm_19",0.0502204521415907,0.0502204521415907
