"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id","water_yield_mm"
"30","FC = 0.996, SFT = 0.098",2015-05-16,"2015-05-18 09:30:00",36150.6772094007,36.25,997.260060948984,0.996,"0.098","storm_30",0.751573330756771
"31","FC = 0.996, SFT = 0.098",2015-05-27,"2015-05-30 14:00:00",425056.37262222,71,5986.7094735524,0.996,"0.098","storm_31",8.83693082374678
"32","FC = 0.996, SFT = 0.098",2015-05-30,"2015-06-05 01:30:00",535652.430526418,123.25,4346.06434504193,0.996,"0.098","storm_32",11.1362251668694
"33","FC = 0.996, SFT = 0.098",2015-06-05,"2015-06-07 06:30:00",54483.3557476126,34,1602.45163963566,0.996,"0.098","storm_33",1.13271009870296
"34","FC = 0.996, SFT = 0.098",2015-06-08,"2015-06-12 10:00:00",506616.049709,97.75,5182.77288704859,0.996,"0.098","storm_34",10.5325582060083
"35","FC = 0.996, SFT = 0.098",2015-06-12,"2015-06-15 15:45:00",350970.747199283,70,5013.86781713261,0.996,"0.098","storm_35",7.29668913096222
"36","FC = 0.996, SFT = 0.098",2015-06-16,"2015-06-18 10:45:00",129856.530135588,47,2762.90489650188,0.996,"0.098","storm_36",2.69971996123884
"37","FC = 0.996, SFT = 0.098",2015-06-18,"2015-06-20 00:30:00",35370.3915080769,25.25,1400.80758447829,0.996,"0.098","storm_37",0.735351174804093
"38","FC = 0.996, SFT = 0.098",2015-06-21,"2015-06-25 16:00:00",367825.38204789,108.75,3382.30236365876,0.996,"0.098","storm_38",7.64709733987296
"39","FC = 0.996, SFT = 0.098",2015-06-28,"2015-06-30 12:15:00",82441.7679464646,54.25,1519.66392528045,0.996,"0.098","storm_39",1.71396606957307
"40","FC = 0.996, SFT = 0.098",2015-07-01,"2015-07-03 12:45:00",147954.255350718,49,3019.47459899424,0.996,"0.098","storm_40",3.07597204471347
"41","FC = 0.996, SFT = 0.098",2015-07-04,"2015-07-05 20:30:00",50132.8822824898,26,1928.18778009576,0.996,"0.098","storm_41",1.04226366491663
"42","FC = 0.996, SFT = 0.098",2015-07-08,"2015-07-10 12:15:00",125993.617178984,55.5,2270.1552644862,0.996,"0.098","storm_42",2.619409920561
"43","FC = 0.996, SFT = 0.098",2015-07-15,"2015-07-16 15:15:00",131936.038563477,38,3472.00101482834,0.996,"0.098","storm_43",2.74295298468767
"44","FC = 0.996, SFT = 0.098",2015-07-18,"2015-07-21 10:45:00",429954.340740249,77.25,5565.75198369254,0.996,"0.098","storm_44",8.93875968274945
"45","FC = 0.996, SFT = 0.098",2015-07-21,"2015-07-25 14:00:00",295360.717167077,95.5,3092.78237871285,0.996,"0.098","storm_45",6.14055545045899
"46","FC = 0.996, SFT = 0.098",2015-07-26,"2015-07-26 16:00:00",2002.88674996742,5,400.577349993484,0.996,"0.098","storm_46",0.0416400571718798
"47","FC = 0.996, SFT = 0.098",2015-07-28,"2015-07-28 18:45:00",30759.4130361506,18.75,1640.5020285947,0.996,"0.098","storm_47",0.639488836510408
"48","FC = 0.996, SFT = 0.098",2015-07-30,"2015-07-31 07:15:00",11012.9058315538,16,688.306614472112,0.996,"0.098","storm_48",0.228958541196544
"49","FC = 0.996, SFT = 0.098",2015-08-01,"2015-08-02 09:00:00",15836.7072036397,20.5,772.522302616569,0.996,"0.098","storm_49",0.329245472009141
"50","FC = 0.996, SFT = 0.098",2015-08-03,"2015-08-07 23:15:00",271650.681894375,104.25,2605.76193663669,0.996,"0.098","storm_50",5.64762332420738
"51","FC = 0.996, SFT = 0.098",2015-08-11,"2015-08-17 10:00:00",511113.84891831,144,3549.40172859937,0.996,"0.098","storm_51",10.6260675450792
"52","FC = 0.996, SFT = 0.098",2015-09-13,"2015-09-16 05:45:00",197530.269330155,54.5,3624.40861156247,0.996,"0.098","storm_52",4.10665840603232
"53","FC = 0.996, SFT = 0.098",2015-09-20,"2015-09-20 13:15:00",4515.09016041978,9,501.676684491087,0.996,"0.098","storm_53",0.0938688183039456
"54","FC = 0.996, SFT = 0.098",2015-09-29,"2015-10-03 04:30:00",285610.587539148,67,4262.84459013654,0.996,"0.098","storm_54",5.93785005278895
"55","FC = 0.996, SFT = 0.098",2015-10-09,"2015-10-11 10:30:00",88668.4243950893,47.5,1866.70367147556,0.996,"0.098","storm_55",1.84341838659229
"56","FC = 0.996, SFT = 0.098",2015-10-14,"2015-10-15 07:15:00",16700.0645708345,20.5,814.637296138268,0.996,"0.098","storm_56",0.347194689622339
"57","FC = 0.996, SFT = 0.098",2015-10-16,"2015-10-18 10:15:00",8947.78666908782,16.75,534.196219050019,0.996,"0.098","storm_57",0.186024670875007
"58","FC = 0.996, SFT = 0.098",2015-10-20,"2015-10-21 09:45:00",16149.3176311156,29.75,542.83420608792,0.996,"0.098","storm_58",0.335744649295543
"59","FC = 0.996, SFT = 0.098",2015-10-28,"2015-11-02 15:30:00",454518.398030075,116.5,3901.445476653,0.996,"0.098","storm_59",9.4494469444922
"60","FC = 0.996, SFT = 0.098",2015-11-13,"2015-11-17 09:00:00",228377.395020667,89.25,2558.85036437722,0.996,"0.098","storm_60",4.74797079045045
"61","FC = 0.996, SFT = 0.098",2015-11-19,"2016-04-03 20:00:00",617284.530263843,101.25,6096.63733593919,0.996,"0.098","storm_61",12.8333582175435
"62","FC = 0.996, SFT = 0.098",2016-04-04,"2016-04-04 20:15:00",30745.1975791735,20.25,1518.28136193449,0.996,"0.098","storm_62",0.639193296864314
"63","FC = 0.996, SFT = 0.098",2016-04-05,"2016-04-05 17:00:00",12327.1410867492,13.25,930.350270698049,0.996,"0.098","storm_63",0.256281519475034
"64","FC = 0.996, SFT = 0.098",2016-04-06,"2016-04-06 15:00:00",4827.81138732694,6.75,715.231316641028,0.996,"0.098","storm_64",0.100370299112826
"65","FC = 0.996, SFT = 0.098",2016-04-07,"2016-04-09 21:45:00",241256.361297323,56,4308.14930888077,0.996,"0.098","storm_65",5.01572476709612
"66","FC = 0.996, SFT = 0.098",2016-04-10,"2016-04-10 15:30:00",5717.39825991266,6.5,879.599732294256,0.996,"0.098","storm_66",0.118864828688413
"67","FC = 0.996, SFT = 0.098",2016-04-11,"2016-04-15 08:45:00",418818.129427587,88.25,4745.81449776303,0.996,"0.098","storm_67",8.70723761803716
"68","FC = 0.996, SFT = 0.098",2016-04-15,"2016-04-16 06:15:00",8597.58057193682,15.25,563.775775208972,0.996,"0.098","storm_68",0.178743878834445
"69","FC = 0.996, SFT = 0.098",2016-04-16,"2016-04-17 03:00:00",4294.10081413626,9.25,464.227115041757,0.996,"0.098","storm_69",0.089274445200338
"70","FC = 0.996, SFT = 0.098",2016-04-17,"2016-04-25 21:00:00",237103.092859021,69.75,3399.32749618668,0.996,"0.098","storm_70",4.92937822991727
"71","FC = 0.996, SFT = 0.098",2016-04-26,"2016-04-26 23:45:00",2467.18798984168,6,411.197998306946,0.996,"0.098","storm_71",0.051292889601698
"72","FC = 0.996, SFT = 0.098",2016-05-01,"2016-05-05 06:00:00",149659.294677744,80.5,1859.12167301545,0.996,"0.098","storm_72",3.11141984777015
"73","FC = 0.996, SFT = 0.098",2016-05-08,"2016-05-10 10:15:00",139958.843235014,48,2915.8092340628,0.996,"0.098","storm_73",2.90974726060321
"74","FC = 0.996, SFT = 0.098",2016-05-13,"2016-05-14 00:45:00",4626.48440602302,9.5,486.998358528739,0.996,"0.098","storm_74",0.0961847069859256
"75","FC = 0.996, SFT = 0.098",2016-05-15,"2016-05-17 08:30:00",129473.57537296,56.25,2301.75245107484,0.996,"0.098","storm_75",2.69175832376215
"76","FC = 0.996, SFT = 0.098",2016-05-17,"2016-05-18 08:00:00",9628.58489626684,21.25,453.109877471381,0.996,"0.098","storm_76",0.200178480171868
"77","FC = 0.996, SFT = 0.098",2016-05-19,"2016-05-20 08:15:00",8440.44460261638,12.75,661.995655107167,0.996,"0.098","storm_77",0.175477018765413
"78","FC = 0.996, SFT = 0.098",2016-05-22,"2016-05-23 00:30:00",3056.14047388835,6.75,452.761551687163,0.996,"0.098","storm_78",0.0635372239893629
"79","FC = 0.996, SFT = 0.098",2016-06-05,"2016-06-06 18:30:00",88613.1245211884,27,3281.96757485883,0.996,"0.098","storm_79",1.84226870106421
"80","FC = 0.996, SFT = 0.098",2016-06-07,"2016-06-07 17:30:00",4405.51523206338,8.25,534.001846310713,0.996,"0.098","storm_80",0.0915907532653509
"81","FC = 0.996, SFT = 0.098",2016-06-07,"2016-06-11 07:30:00",266326.745510066,81.5,3267.81282834436,0.996,"0.098","storm_81",5.53693857609284
"82","FC = 0.996, SFT = 0.098",2016-06-12,"2016-06-16 10:00:00",262221.914833939,83,3159.30017872216,0.996,"0.098","storm_82",5.45159906099665
"83","FC = 0.996, SFT = 0.098",2016-06-28,"2016-06-29 04:15:00",2629.13014551955,5.5,478.023662821737,0.996,"0.098","storm_83",0.0546596703850219
"84","FC = 0.996, SFT = 0.098",2016-07-09,"2016-07-11 01:30:00",61420.5791696287,48.5,1266.40369421915,0.996,"0.098","storm_84",1.2769351178717
"85","FC = 0.996, SFT = 0.098",2016-07-23,"2016-07-23 07:00:00",3795.72190470345,5.25,722.994648514944,0.996,"0.098","storm_85",0.0789131373119221
"86","FC = 0.996, SFT = 0.098",2016-08-17,"2016-08-17 06:15:00",2443.92665407326,5.75,425.030722447523,0.996,"0.098","storm_86",0.050809285947469
"87","FC = 0.996, SFT = 0.098",2016-08-17,"2016-08-17 15:15:00",4297.14510315194,8.75,491.102297503079,0.996,"0.098","storm_87",0.0893377360322649
"88","FC = 0.996, SFT = 0.098",2016-08-31,"2016-09-01 16:15:00",71017.4043208819,22,3228.06383276736,0.996,"0.098","storm_88",1.47645331228445
"89","FC = 0.996, SFT = 0.098",2016-09-10,"2016-09-11 17:15:00",7048.07191399925,8,881.008989249906,0.996,"0.098","storm_89",0.146529561621606
"90","FC = 0.996, SFT = 0.098",2016-09-23,"2016-09-23 21:30:00",9041.05808377652,11,821.914371252411,0.996,"0.098","storm_90",0.187963785525499
"91","FC = 0.996, SFT = 0.098",2016-10-21,"2016-10-21 12:15:00",1972.24192973025,4.75,415.208827311631,0.996,"0.098","storm_91",0.0410029507220425
"92","FC = 0.996, SFT = 0.098",2016-10-21,"2016-11-01 08:15:00",493191.218984675,106.25,4641.79970809106,0.996,"0.098","storm_92",10.2534556961471
"93","FC = 0.996, SFT = 0.098",2016-11-02,"2016-11-07 10:15:00",275496.209627544,112,2459.78758596021,0.996,"0.098","storm_93",5.72757192572856
"94","FC = 0.996, SFT = 0.098",2016-11-07,"2016-11-07 21:45:00",2024.1425556248,5.5,368.025919204509,0.996,"0.098","storm_94",0.0420819658134054
"95","FC = 0.996, SFT = 0.098",2016-11-11,"2016-11-12 10:45:00",6943.31780822625,4.25,1633.72183722971,0.996,"0.098","storm_95",0.144351721584745
"96","FC = 0.996, SFT = 0.098",2016-11-16,"2016-11-19 02:00:00",43488.6144022318,50.25,865.445062730981,0.996,"0.098","storm_96",0.904129197551596
"97","FC = 0.996, SFT = 0.098",2016-11-26,"2016-11-27 19:00:00",31247.7384522765,40.25,776.34132800687,0.996,"0.098","storm_97",0.649641132063961
"98","FC = 0.996, SFT = 0.098",2016-11-28,"2017-04-25 07:30:00",778094.840549303,172.25,4517.2414545678,0.996,"0.098","storm_98",16.1766079116279
"99","FC = 0.996, SFT = 0.098",2017-04-25,"2017-05-10 08:30:00",316189.788096786,115.25,2743.51226114348,0.996,"0.098","storm_99",6.57359226812444
"100","FC = 0.996, SFT = 0.098",2017-05-10,"2017-05-11 03:15:00",2208.34489290428,5.75,384.059981374658,0.996,"0.098","storm_100",0.0459115362350163
"101","FC = 0.996, SFT = 0.098",2017-05-14,"2017-05-14 14:00:00",4482.00244205832,10.25,437.268530932519,0.996,"0.098","storm_101",0.0931809239513164
"102","FC = 0.996, SFT = 0.098",2017-05-14,"2017-05-14 21:30:00",2676.12413705928,6.75,396.462835119893,0.996,"0.098","storm_102",0.0556366764461388
"103","FC = 0.996, SFT = 0.098",2017-05-14,"2017-05-16 17:00:00",53253.1681359804,36.75,1449.06579961851,0.996,"0.098","storm_103",1.10713447268151
"104","FC = 0.996, SFT = 0.098",2017-05-26,"2017-05-27 02:45:00",8483.99569587386,15,565.599713058258,0.996,"0.098","storm_104",0.176382446899664
"105","FC = 0.996, SFT = 0.098",2017-05-29,"2017-05-30 00:45:00",1752.36555116183,4.75,368.919063402491,0.996,"0.098","storm_105",0.0364317162403708
"106","FC = 0.996, SFT = 0.098",2017-05-30,"2017-05-31 07:30:00",3293.03561569241,8.25,399.15583220514,0.996,"0.098","storm_106",0.0684622789125241
"107","FC = 0.996, SFT = 0.098",2017-05-31,"2017-06-01 02:00:00",3506.12727310975,8.25,424.985124013303,0.996,"0.098","storm_107",0.0728924589004106
"108","FC = 0.996, SFT = 0.098",2017-06-19,"2017-06-20 02:30:00",6032.48879054142,9,670.276532282379,0.996,"0.098","storm_108",0.125415567370923
"109","FC = 0.996, SFT = 0.098",2017-06-23,"2017-06-26 09:30:00",179508.772253604,75.25,2385.49863459939,0.996,"0.098","storm_109",3.73199110714353
"110","FC = 0.996, SFT = 0.098",2017-06-27,"2017-06-28 12:15:00",10890.1663606205,19,573.166650558976,0.996,"0.098","storm_110",0.226406785044086
"111","FC = 0.996, SFT = 0.098",2017-06-29,"2017-07-03 15:15:00",385907.32448145,88.25,4372.88752953485,0.996,"0.098","storm_111",8.02302129899065
"112","FC = 0.996, SFT = 0.098",2017-07-08,"2017-07-08 15:45:00",2814.35494423545,5.25,536.0676084258,0.996,"0.098","storm_112",0.0585104978011528
"113","FC = 0.996, SFT = 0.098",2017-07-08,"2017-07-09 08:00:00",9048.55036004934,14.75,613.461041359277,0.996,"0.098","storm_113",0.188119550104976
"114","FC = 0.996, SFT = 0.098",2017-07-13,"2017-07-14 07:15:00",7701.6826858007,18,427.871260322261,0.996,"0.098","storm_114",0.16011814315594
"115","FC = 0.996, SFT = 0.098",2017-07-14,"2017-07-16 07:30:00",61461.3845819745,40,1536.53461454936,0.996,"0.098","storm_115",1.27778346324271
"116","FC = 0.996, SFT = 0.098",2017-07-17,"2017-07-17 08:45:00",2612.69203850487,5,522.538407700974,0.996,"0.098","storm_116",0.0543179217984381
"117","FC = 0.996, SFT = 0.098",2017-07-17,"2017-07-18 22:00:00",66709.8403780103,34.75,1919.70763677727,0.996,"0.098","storm_117",1.3868989683578
"118","FC = 0.996, SFT = 0.098",2017-07-19,"2017-07-19 06:00:00",1630.43556847122,4.5,362.319015215826,0.996,"0.098","storm_118",0.033896789365306
"119","FC = 0.996, SFT = 0.098",2017-08-03,"2017-08-04 03:15:00",3544.94528798123,5.75,616.512223996735,0.996,"0.098","storm_119",0.073699486236616
"120","FC = 0.996, SFT = 0.098",2017-08-05,"2017-08-07 01:30:00",163757.724743118,37.5,4366.87265981649,0.996,"0.098","storm_120",3.40452650193593
"121","FC = 0.996, SFT = 0.098",2017-08-08,"2017-08-08 20:00:00",18196.5013258368,19,957.710596096676,0.996,"0.098","storm_121",0.378305640869789
"122","FC = 0.996, SFT = 0.098",2017-08-13,"2017-08-13 18:45:00",4865.98375739124,10,486.598375739124,0.996,"0.098","storm_122",0.101163903480067
"123","FC = 0.996, SFT = 0.098",2017-08-23,"2017-08-23 08:15:00",2032.84189643698,5.25,387.207980273711,0.996,"0.098","storm_123",0.0422628252897502
"124","FC = 0.996, SFT = 0.098",2017-09-03,"2017-09-04 14:45:00",13095.8095042539,18.75,698.44317356021,0.996,"0.098","storm_124",0.272262151855591
"125","FC = 0.996, SFT = 0.098",2017-09-05,"2017-09-10 11:00:00",112976.087228366,77.25,1462.47362107918,0.996,"0.098","storm_125",2.34877520225294
"126","FC = 0.996, SFT = 0.098",2017-10-09,"2017-10-10 21:15:00",61969.1322327265,30,2065.63774109088,0.996,"0.098","storm_126",1.28833954745793
"127","FC = 0.996, SFT = 0.098",2017-10-24,"2017-10-25 23:45:00",61799.9601104854,27.75,2227.02558956704,0.996,"0.098","storm_127",1.28482245551945
"128","FC = 0.996, SFT = 0.098",2017-10-26,"2017-10-29 02:15:00",211188.761165881,36,5866.35447683002,0.996,"0.098","storm_128",4.3906187352574
"129","FC = 0.996, SFT = 0.098",2017-10-29,"2017-11-01 07:15:00",256712.846374314,67.25,3817.29139590058,0.996,"0.098","storm_129",5.33706541318741
"130","FC = 0.996, SFT = 0.098",2017-11-01,"2017-11-05 09:45:00",428865.06249003,82.25,5214.1648934958,0.996,"0.098","storm_130",8.91611356528129
"131","FC = 0.996, SFT = 0.098",2017-11-05,"2017-11-09 09:45:00",263791.73554289,63.25,4170.62032478878,0.996,"0.098","storm_131",5.48423566617236
"132","FC = 0.996, SFT = 0.098",2017-11-10,"2017-11-10 08:30:00",2981.01041283794,6.5,458.616986590453,0.996,"0.098","storm_132",0.0619752684581693
"133","FC = 0.996, SFT = 0.098",2017-11-17,"2017-11-17 10:30:00",5096.14091349174,10.5,485.34675366588,0.996,"0.098","storm_133",0.105948875540369
"134","FC = 0.996, SFT = 0.098",2017-11-22,"2017-11-23 09:45:00",8159.14699660817,15.25,535.02603256447,0.996,"0.098","storm_134",0.16962883568832
"135","FC = 0.996, SFT = 0.098",2017-11-25,"2017-11-27 10:30:00",33518.7942486596,38.75,865.001141900894,0.996,"0.098","storm_135",0.696856429286063
"136","FC = 0.996, SFT = 0.098",2017-11-28,"2017-11-28 13:30:00",9191.65145627453,9.25,993.692049326977,0.996,"0.098","storm_136",0.191094624870572
"137","FC = 0.996, SFT = 0.098",2017-11-29,"2017-11-30 11:30:00",51460.1349091703,31,1660.00435190872,0.996,"0.098","storm_137",1.06985727461892
"138","FC = 0.996, SFT = 0.098",2017-11-30,"2017-12-02 09:30:00",30933.9963506512,35.25,877.560180160318,0.996,"0.098","storm_138",0.643118427248466
"139","FC = 0.996, SFT = 0.098",2017-12-05,"2017-12-08 10:30:00",143174.656445658,62.75,2281.66783180332,0.996,"0.098","storm_139",2.97660408410932
"140","FC = 0.996, SFT = 0.098",2018-04-12,"2018-04-14 22:30:00",160500.030519454,50.25,3194.03045809858,0.996,"0.098","storm_140",3.33679897129842
"141","FC = 0.996, SFT = 0.098",2018-04-16,"2018-04-17 11:15:00",5948.42472099489,13.75,432.612706981446,0.996,"0.098","storm_141",0.123667873617357
"142","FC = 0.996, SFT = 0.098",2018-04-23,"2018-04-24 06:30:00",13561.9960310134,15.25,889.311215148419,0.996,"0.098","storm_142",0.281954179438948
"143","FC = 0.996, SFT = 0.098",2018-04-24,"2018-05-08 11:00:00",183772.713615215,31.75,5788.11696425873,0.996,"0.098","storm_143",3.82063853669885
"144","FC = 0.996, SFT = 0.098",2018-08-18,"2018-08-18 09:45:00",24372.042507985,7.5,3249.60566773133,0.996,"0.098","storm_144",0.506695270436278
"145","FC = 0.996, SFT = 0.098",2018-09-03,"2018-09-04 02:45:00",48589.9355419177,11,4417.26686744706,0.996,"0.098","storm_145",1.01018577010224
"146","FC = 0.996, SFT = 0.098",2018-09-26,"2018-09-27 06:45:00",62760.66332453,15,4184.04422163534,0.996,"0.098","storm_146",1.30479549531247
"147","FC = 0.996, SFT = 0.098",2018-09-27,"2018-09-28 21:30:00",24141.0791988292,33.75,715.291235520866,0.996,"0.098","storm_147",0.501893538437198
"148","FC = 0.996, SFT = 0.098",2018-10-02,"2018-10-04 13:00:00",207749.719561314,54.75,3794.51542577742,0.996,"0.098","storm_148",4.3191209888007
"149","FC = 0.996, SFT = 0.098",2018-10-04,"2018-10-05 07:00:00",5221.59548002367,13.5,386.784850372123,0.996,"0.098","storm_149",0.108557078586771
"150","FC = 0.996, SFT = 0.098",2018-10-07,"2018-10-08 02:45:00",12400.4710787479,22.25,557.324542865073,0.996,"0.098","storm_150",0.25780605153322
"151","FC = 0.996, SFT = 0.098",2018-10-11,"2018-10-14 08:15:00",182482.585803065,69.5,2625.64871659086,0.996,"0.098","storm_151",3.79381675266247
"152","FC = 0.996, SFT = 0.098",2018-10-16,"2018-10-16 11:30:00",5613.33636395913,11.75,477.730754379501,0.996,"0.098","storm_152",0.11670137970809
"153","FC = 0.996, SFT = 0.098",2018-10-23,"2018-10-25 04:15:00",17696.1258312708,34.25,516.675206752431,0.996,"0.098","storm_153",0.367902823934943
"154","FC = 0.996, SFT = 0.098",2018-10-27,"2018-10-31 06:00:00",102770.820750161,81.75,1257.13542202032,0.996,"0.098","storm_154",2.13660750000335
"155","FC = 0.996, SFT = 0.098",2018-10-31,"2018-11-05 11:00:00",703723.994824972,114.75,6132.67097886686,0.996,"0.098","storm_155",14.6304364828477
"156","FC = 0.996, SFT = 0.098",2018-11-05,"2018-11-09 03:45:00",251424.522322799,79.75,3152.65858711974,0.996,"0.098","storm_156",5.22712104621205
"157","FC = 0.996, SFT = 0.098",2018-11-09,"2018-11-11 22:45:00",105950.347463372,50,2119.00694926743,0.996,"0.098","storm_157",2.20270992647342
"158","FC = 0.996, SFT = 0.098",2018-11-13,"2018-11-13 17:00:00",2972.38092413764,7.75,383.533022469373,0.996,"0.098","storm_158",0.0617958612086828
"159","FC = 0.996, SFT = 0.098",2018-11-15,"2018-11-15 11:15:00",5669.83304004837,7.25,782.045936558395,0.996,"0.098","storm_159",0.117875946778552
"160","FC = 0.98, SFT = 0.098",2014-07-03,"2014-07-04 07:30:00",19022.9278202352,11.5,1654.16763654219,0.98,"0.098","storm_1",0.395487064869754
"161","FC = 0.98, SFT = 0.098",2014-07-08,"2014-07-09 18:00:00",84204.8285191676,19.5,4318.19633431629,0.98,"0.098","storm_2",1.75062013553363
"162","FC = 0.98, SFT = 0.098",2014-07-16,"2014-07-16 09:00:00",1939.65102405495,4.25,456.388476248224,0.98,"0.098","storm_3",0.0403253851154876
"163","FC = 0.98, SFT = 0.098",2014-07-28,"2014-07-29 11:45:00",18294.061871887,22.5,813.069416528309,0.98,"0.098","storm_4",0.380333926650457
"164","FC = 0.98, SFT = 0.098",2014-07-31,"2014-07-31 21:30:00",1859.96683739544,4.25,437.639255857751,0.98,"0.098","storm_5",0.0386687492182004
"165","FC = 0.98, SFT = 0.098",2014-08-04,"2014-08-04 12:45:00",2586.21641567113,5.25,492.612650604024,0.98,"0.098","storm_6",0.0537674930492958
"166","FC = 0.98, SFT = 0.098",2014-08-06,"2014-08-06 21:15:00",71578.7063347935,18.75,3817.53100452232,0.98,"0.098","storm_7",1.48812279282315
"167","FC = 0.98, SFT = 0.098",2014-08-07,"2014-08-07 16:30:00",9010.59040775294,12.25,735.558400632893,0.98,"0.098","storm_8",0.187330361907546
"168","FC = 0.98, SFT = 0.098",2014-08-13,"2014-08-14 18:15:00",32530.5321152494,22.5,1445.80142734442,0.98,"0.098","storm_9",0.676310438986475
"169","FC = 0.98, SFT = 0.098",2014-08-17,"2014-08-19 07:45:00",72609.8798939692,40.25,1803.97217127874,0.98,"0.098","storm_10",1.50956091255653
