"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id"
"1","FC = 0.996, SFT = 0.098","2015-04-20 11:30:00","2015-04-26 19:30:00",376817.912128281,152.25,2474.99449673748,"0.996","0.098","storm_1"
"2","FC = 0.996, SFT = 0.098","2015-04-26 22:00:00","2015-04-27 01:30:00",1376.58725480313,3.75,367.089934614168,"0.996","0.098","storm_2"
"3","FC = 0.996, SFT = 0.098","2015-04-27 02:45:00","2015-05-04 13:00:00",104411.747008124,97.5,1070.88971290384,"0.996","0.098","storm_3"
"4","FC = 0.996, SFT = 0.098","2015-05-05 05:45:00","2015-05-06 03:30:00",10324.1213044926,22,469.278241113299,"0.996","0.098","storm_4"
"5","FC = 0.996, SFT = 0.098","2015-05-11 02:45:00","2015-05-14 03:15:00",63433.1843918715,72.75,871.933806073835,"0.996","0.098","storm_5"
"6","FC = 0.996, SFT = 0.098","2015-05-20 03:30:00","2015-05-20 10:00:00",2661.81854397902,6.75,394.343487996892,"0.996","0.098","storm_6"
"7","FC = 0.996, SFT = 0.098","2015-05-27 20:30:00","2015-05-29 10:00:00",32351.4717644811,37.75,856.992629522678,"0.996","0.098","storm_7"
"8","FC = 0.996, SFT = 0.098","2015-05-30 23:30:00","2015-06-05 15:45:00",592434.010602869,112.5,5266.08009424772,"0.996","0.098","storm_8"
"9","FC = 0.996, SFT = 0.098","2015-06-05 23:15:00","2015-06-07 03:45:00",27291.6007906946,28.75,949.273070980681,"0.996","0.098","storm_9"
"10","FC = 0.996, SFT = 0.098","2015-06-08 13:30:00","2015-06-12 08:15:00",621403.366121124,91,6828.60841891345,"0.996","0.098","storm_10"
"11","FC = 0.996, SFT = 0.098","2015-06-12 19:45:00","2015-06-15 20:30:00",374202.682112727,73,5126.06413853051,"0.996","0.098","storm_11"
"12","FC = 0.996, SFT = 0.098","2015-06-16 12:45:00","2015-06-18 12:15:00",104187.550788375,47.75,2181.93823640577,"0.996","0.098","storm_12"
"13","FC = 0.996, SFT = 0.098","2015-06-19","2015-06-20 19:30:00",90439.8227296484,43.75,2067.19594810625,"0.996","0.098","storm_13"
"14","FC = 0.996, SFT = 0.098","2015-06-21 08:30:00","2015-06-26 23:15:00",817564.768770807,135,6056.0353242282,"0.996","0.098","storm_14"
"15","FC = 0.996, SFT = 0.098","2015-06-28 11:00:00","2015-06-30 06:45:00",42363.7111458139,44,962.811616950315,"0.996","0.098","storm_15"
"16","FC = 0.996, SFT = 0.098","2015-07-01 13:00:00","2015-07-06 01:15:00",247907.217427304,104,2383.7232444933,"0.996","0.098","storm_16"
"17","FC = 0.996, SFT = 0.098","2015-07-08 06:30:00","2015-07-11 01:45:00",79224.1935337389,67.5,1173.69175605539,"0.996","0.098","storm_17"
"18","FC = 0.996, SFT = 0.098","2015-07-18 07:00:00","2015-07-25 07:15:00",588514.262312479,168.5,3492.66624517792,"0.996","0.098","storm_18"
"19","FC = 0.996, SFT = 0.098","2015-07-25 21:00:00","2015-07-26 09:45:00",6581.78711555115,13,506.291316580858,"0.996","0.098","storm_19"
"20","FC = 0.996, SFT = 0.098","2015-07-28 00:45:00","2015-07-29 13:45:00",61062.0559758779,37.25,1639.24982485578,"0.996","0.098","storm_20"
"21","FC = 0.996, SFT = 0.098","2015-07-30 20:45:00","2015-08-01 01:30:00",20568.0177206082,29,709.241990365799,"0.996","0.098","storm_21"
"22","FC = 0.996, SFT = 0.098","2015-08-11 17:00:00","2015-08-13 02:15:00",19154.1191597753,33.5,571.764751038069,"0.996","0.098","storm_22"
"23","FC = 0.996, SFT = 0.098","2015-08-15 08:15:00","2015-08-15 13:45:00",2165.92514117487,5.75,376.682633247803,"0.996","0.098","storm_23"
"24","FC = 0.996, SFT = 0.098","2015-09-08 09:00:00","2015-09-09 03:30:00",9801.32836468954,18.75,522.737512783442,"0.996","0.098","storm_24"
"25","FC = 0.996, SFT = 0.098","2015-09-09 09:30:00","2015-09-10 04:30:00",9532.0782780852,19.25,495.172897562868,"0.996","0.098","storm_25"
"26","FC = 0.996, SFT = 0.098","2015-09-14 04:00:00","2015-09-15 23:30:00",35244.1563272596,43.75,805.580716051649,"0.996","0.098","storm_26"
"27","FC = 0.996, SFT = 0.098","2015-09-30 06:45:00","2015-10-02 23:15:00",128102.986592774,64.75,1978.42450336331,"0.996","0.098","storm_27"
"28","FC = 0.996, SFT = 0.098","2015-10-09 20:15:00","2015-10-11 09:00:00",26922.7603419174,37,727.642171403174,"0.996","0.098","storm_28"
"29","FC = 0.996, SFT = 0.098","2015-10-28 20:45:00","2015-10-31 22:30:00",192692.488875692,74,2603.95255237422,"0.996","0.098","storm_29"
"30","FC = 0.996, SFT = 0.098","2015-11-01 17:30:00","2015-11-03",16746.4013751979,30.75,544.598418705624,"0.996","0.098","storm_30"
"31","FC = 0.996, SFT = 0.098","2015-11-13 07:45:00","2015-11-16 09:45:00",112216.675400649,74.25,1511.33569563164,"0.996","0.098","storm_31"
"32","FC = 0.996, SFT = 0.098","2015-11-20 01:15:00","2015-11-20 14:30:00",87572.8701186943,13.5,6486.87926805143,"0.996","0.098","storm_32"
"33","FC = 0.98, SFT = 0.098","2015-04-09 14:45:00","2015-04-12 06:45:00",173373.837787465,64.25,2698.42549085548,"0.98","0.098","storm_1"
"34","FC = 0.98, SFT = 0.098","2015-04-12 17:30:00","2015-04-13 06:45:00",11568.1613351926,13.5,856.900839643894,"0.98","0.098","storm_2"
"35","FC = 0.98, SFT = 0.098","2015-04-13 17:00:00","2015-04-16 06:00:00",73288.1983443042,61.25,1196.54201378456,"0.98","0.098","storm_3"
"36","FC = 0.98, SFT = 0.098","2015-04-17 18:15:00","2015-04-18 05:00:00",4501.83904356815,11,409.258094869831,"0.98","0.098","storm_4"
"37","FC = 0.98, SFT = 0.098","2015-04-20 11:30:00","2015-04-22 12:15:00",111820.15631413,49,2282.04400641081,"0.98","0.098","storm_5"
"38","FC = 0.98, SFT = 0.098","2015-04-22 18:30:00","2015-04-25 11:00:00",80445.5439322055,64.75,1242.40222289121,"0.98","0.098","storm_6"
"39","FC = 0.98, SFT = 0.098","2015-04-27 12:15:00","2015-04-29 01:00:00",24758.2437069398,37,669.141721809184,"0.98","0.098","storm_7"
"40","FC = 0.98, SFT = 0.098","2015-04-29 01:45:00","2015-04-29 04:45:00",1203.74255439875,3.25,370.382324430384,"0.98","0.098","storm_8"
"41","FC = 0.98, SFT = 0.098","2015-04-30 14:30:00","2015-05-01 03:45:00",7164.04882664182,13.5,530.67028345495,"0.98","0.098","storm_9"
"42","FC = 0.98, SFT = 0.098","2015-05-11 03:30:00","2015-05-11 13:45:00",4527.99857882211,10.5,431.23795988782,"0.98","0.098","storm_10"
"43","FC = 0.98, SFT = 0.098","2015-05-11 17:15:00","2015-05-13 09:00:00",27490.8344529417,40,687.270861323542,"0.98","0.098","storm_11"
"44","FC = 0.98, SFT = 0.098","2015-05-27 20:30:00","2015-05-28 10:00:00",16272.4816926705,13.75,1183.4532140124,"0.98","0.098","storm_12"
"45","FC = 0.98, SFT = 0.098","2015-05-30 23:30:00","2015-06-04 15:15:00",340457.050515061,112,3039.79509388447,"0.98","0.098","storm_13"
"46","FC = 0.98, SFT = 0.098","2015-06-06 02:30:00","2015-06-06 23:30:00",17177.4213218878,21.25,808.349238677074,"0.98","0.098","storm_14"
