"","storm_id","start","end","tot_q_m3","tot_constit_mgN","duration_hrs","water_yield_mm","constit_yield_mm","intensity_m3_hr"
"1","storm_1","2014-07-03 16:30:00","2014-07-04 18:00:00",29550.6,9408463.2,25.75,1.76949700598802,0.56338102994012,1147.59611650485
"2","storm_2","2014-08-13 08:15:00","2014-08-15 13:30:00",60661.8,12244840.2,53.5,3.63244311377246,0.733223964071856,1133.86542056075
"3","storm_4","2016-04-26 08:30:00","2016-04-27 05:30:00",17575.2,3926927.7,21.25,1.05240718562874,0.235145371257485,827.068235294118
"4","storm_5","2016-05-01 12:30:00","2016-05-02 12:15:00",26650.8,5306174.1,24,1.59585628742515,0.317734976047904,1110.45
"5","storm_6","2016-05-02 12:30:00","2016-05-04 04:30:00",146314.8,25685448.3,40.25,8.76136526946108,1.53805079640719,3635.15031055901
"6","storm_7","2016-05-08 09:30:00","2016-05-09 13:30:00",149937.3,19524344.4,28.25,8.97828143712575,1.16912241916168,5307.51504424779
"7","storm_8","2016-05-13 10:15:00","2016-05-14 11:15:00",23714.1,3934370.7,25.25,1.42000598802395,0.23559105988024,939.172277227723
"8","storm_9","2016-05-14 21:00:00","2016-05-16 08:30:00",138797.1,14681059.2,35.75,8.31120359281437,0.879105341317365,3882.43636363636
"9","storm_10","2016-05-19 16:15:00","2016-05-20 10:15:00",20510.1,3060851.4,18.25,1.2281497005988,0.18328451497006,1123.84109589041
"10","storm_11","2016-05-22 15:30:00","2016-05-23 11:00:00",14249.7,1985449.5,19.75,0.853275449101796,0.118889191616766,721.503797468354
"11","storm_12","2016-06-05 11:00:00","2016-06-06 21:15:00",95345.1,14146429.5,34.5,5.7092874251497,0.847091586826347,2763.62608695652
"12","storm_13","2014-08-16 23:00:00","2014-08-19 10:45:00",117593.1,13895285.4,60,7.04150299401198,0.832053017964072,1959.885
"13","storm_14","2016-06-07 06:15:00","2016-06-07 22:15:00",10644.3,1606289.4,16.25,0.637383233532934,0.096184994011976,655.033846153846
"14","storm_15","2016-06-07 22:30:00","2016-06-08 21:15:00",40751.1,3378783.6,23,2.44018562874251,0.202322371257485,1771.78695652174
"15","storm_16","2016-06-08 23:30:00","2016-06-10 23:00:00",258893.1,9885852,47.75,15.5025808383234,0.591967185628743,5421.84502617801
"16","storm_17","2016-06-12 12:15:00","2016-06-13 15:15:00",69613.2,4199552.1,27.25,4.16845508982036,0.251470185628743,2554.6128440367
"17","storm_18","2016-06-13 15:30:00","2016-06-15 05:15:00",227673.9,3908978.1,38,13.6331676646707,0.23407054491018,5991.41842105263
"18","storm_19","2016-06-22 08:45:00","2016-06-23 08:45:00",6569.1,1549763.1,24.25,0.393359281437126,0.0928001856287425,270.890721649485
"19","storm_20","2016-06-28 18:15:00","2016-06-29 14:00:00",6696,2202205.5,20,0.400958083832335,0.131868592814371,334.8
"20","storm_21","2016-07-08 17:15:00","2016-07-11 02:15:00",69354,25079907.6,57.25,4.15293413173653,1.5017908742515,1211.42358078603
"21","storm_22","2016-07-18 15:45:00","2016-07-19 18:00:00",5670,2191487.4,26.5,0.339520958083832,0.131226790419162,213.962264150943
"22","storm_23","2016-07-22 20:45:00","2016-07-23 13:00:00",5941.8,1846597.5,16.5,0.355796407185629,0.110574700598802,360.109090909091
"23","storm_24","2014-08-31 04:30:00","2014-09-01 02:30:00",5367.6,1894292.1,22.25,0.321413173652695,0.113430664670659,241.240449438202
"24","storm_25","2016-07-23 15:45:00","2016-07-24 17:00:00",5832,1344037.5,25.5,0.349221556886228,0.0804812874251497,228.705882352941
"25","storm_26","2016-08-01 06:30:00","2016-08-02 07:15:00",4191.3,1267568.1,25,0.250976047904192,0.0759022814371257,167.652
"26","storm_27","2016-08-12 06:45:00","2016-08-13 05:15:00",3062.7,1288570.5,22.75,0.183395209580838,0.0771599101796407,134.624175824176
"27","storm_28","2016-08-13 13:45:00","2016-08-14 11:15:00",4649.4,1427110.2,21.75,0.278407185628743,0.0854557005988024,213.765517241379
"28","storm_29","2016-08-16 19:30:00","2016-08-18 03:00:00",13275,3773036.7,31.75,0.794910179640719,0.225930341317365,418.110236220472
"29","storm_30","2016-08-21 18:30:00","2016-08-23 06:30:00",7275.6,1842193.8,36.25,0.435664670658683,0.110311005988024,200.706206896552
"30","storm_31","2016-08-28 15:15:00","2016-08-29 18:00:00",4857.3,1518943.5,27,0.29085628742515,0.0909547005988024,179.9
"31","storm_32","2016-08-31 05:00:00","2016-09-01 11:30:00",73888.2,1991798.1,30.75,4.42444311377245,0.119269347305389,2402.86829268293
"32","storm_33","2016-09-08 15:45:00","2016-09-09 14:45:00",4150.8,991228.5,23.25,0.248550898203593,0.059355,178.529032258065
"33","storm_34","2016-09-11 10:00:00","2016-09-12 10:00:00",7693.2,1210264.2,8.25,0.460670658682635,0.0724709101796407,932.509090909091
"34","storm_35","2014-09-02 19:15:00","2014-09-03 23:00:00",124311.6,24925348.8,28,7.44380838323353,1.49253585628743,4439.7
"35","storm_36","2016-09-23 02:00:00","2016-09-24 07:30:00",13221,2062524.6,29.75,0.791676646706587,0.123504467065868,444.403361344538
"36","storm_37","2016-10-20 22:30:00","2016-10-22 20:15:00",126416.7,88544.7,46,7.5698622754491,0.00530207784431138,2748.18913043478
"37","storm_38","2016-10-28 17:00:00","2016-11-01 04:45:00",450850.5,295.2,80.75,26.9970359281437,1.76766467065868e-05,5583.28792569659
"38","storm_39","2016-11-03 10:45:00","2016-11-05 12:00:00",237189.6,0,41.75,14.2029700598802,0,5681.1880239521
"39","storm_40","2016-11-05 12:15:00","2016-11-06 15:00:00",41985,0,22.5,2.51407185628743,0,1866
"40","storm_41","2016-11-11 10:30:00","2016-11-12 12:45:00",9278.1,89955,6,0.555574850299401,0.00538652694610778,1546.35
"41","storm_42","2016-11-16 12:00:00","2016-11-19 13:00:00",67696.2,566761.5,63.5,4.05366467065868,0.0339378143712575,1066.08188976378
"42","storm_43","2016-11-20 08:45:00","2016-11-21 04:00:00",12846.6,333035.1,19.5,0.76925748502994,0.0199422215568862,658.8
"43","storm_44","2016-11-25 20:15:00","2016-11-28 02:15:00",54183.6,1865061,54.25,3.24452694610778,0.111680299401198,998.776036866359
"44","storm_45","2017-04-19 14:00:00","2017-04-20 16:30:00",217073.7,49901926.5,26.75,12.9984251497006,2.98813931137725,8114.9046728972
"45","storm_46","2014-09-06 10:00:00","2014-09-07 11:15:00",26091,5432517,25.5,1.56233532934132,0.325300419161677,1023.17647058824
"46","storm_47","2017-04-21 05:30:00","2017-04-22 12:15:00",276687,61214488.2,31,16.5680838323353,3.66553821556886,8925.38709677419
"47","storm_48","2017-04-22 12:30:00","2017-04-23 13:00:00",181372.5,38775574.8,24.75,10.860628742515,2.32189070658683,7328.18181818182
"48","storm_49","2017-04-25 11:45:00","2017-04-27 14:45:00",282960.9,52886575.8,46.25,16.9437664670659,3.16686082634731,6118.07351351351
"49","storm_51","2017-05-07 06:45:00","2017-05-07 07:30:00",1864.8,195798.6,1,0.111664670658683,0.0117244670658683,1864.8
"50","storm_52","2017-05-07 07:45:00","2017-05-09 10:45:00",140337.9,14831077.5,47.25,8.40346706586826,0.888088473053892,2970.11428571429
"51","storm_53","2017-05-13 23:45:00","2017-05-16 09:30:00",83898,7407243,58,5.02383233532934,0.44354748502994,1446.51724137931
"52","storm_56","2017-05-26","2017-05-26 07:15:00",3079.8,165060.9,7.5,0.184419161676647,0.00988388622754491,410.64
"53","storm_57","2014-09-13 11:15:00","2014-09-15 11:30:00",14389.2,3367124.1,48.5,0.86162874251497,0.20162419760479,296.684536082474
"54","storm_58","2017-05-26 07:30:00","2017-05-27 14:30:00",21671.1,1032869.7,31.25,1.29767065868263,0.0618484850299401,693.4752
"55","storm_59","2017-05-29 11:45:00","2017-05-30 12:00:00",12032.1,698837.4,24.5,0.72048502994012,0.0418465508982036,491.10612244898
"56","storm_60","2017-05-30 12:15:00","2017-05-31 14:00:00",13524.3,652811.4,26,0.809838323353293,0.039090502994012,520.165384615385
"57","storm_61","2017-05-31 14:15:00","2017-06-01 12:45:00",11223,613620.9,22.75,0.672035928143713,0.0367437664670659,493.318681318681
"58","storm_63","2017-06-19 13:30:00","2017-06-20 08:00:00",10140.3,1600370.1,18.75,0.607203592814371,0.0958305449101796,540.816
"59","storm_64","2017-06-23 01:30:00","2017-06-24 02:00:00",21353.4,3059306.1,24.75,1.27864670658683,0.183191982035928,862.763636363636
"60","storm_65","2017-06-24 02:30:00","2017-06-24 18:15:00",100078.2,8981689.5,16,5.99270658682635,0.537825718562874,6254.8875
"61","storm_66","2017-06-24 18:45:00","2017-06-25 11:45:00",54981.9,4685342.4,17.25,3.29232934131737,0.280559425149701,3187.35652173913
"62","storm_67","2017-06-25 17:15:00","2017-06-26 06:30:00",16107.3,1507933.8,13.5,0.964508982035928,0.0902954371257485,1193.13333333333
"63","storm_68","2014-09-21 21:45:00","2014-09-23 11:15:00",73673.1,11938008.6,37.75,4.4115628742515,0.714850814371257,1951.60529801325
"64","storm_69","2017-06-27 13:45:00","2017-06-28 17:00:00",21402.9,2573378.1,27.5,1.28161077844311,0.154094497005988,778.287272727273
"65","storm_70","2017-06-29 16:15:00","2017-06-30 21:30:00",149761.8,11268655.2,29.5,8.96777245508982,0.67476977245509,5076.67118644068
"66","storm_71","2017-06-30 21:45:00","2017-07-02 16:30:00",274443.3,15004941.3,43,16.4337305389222,0.898499479041916,6382.4023255814
"67","storm_72","2017-07-07 13:45:00","2017-07-08 07:45:00",6417,1201238.1,18.25,0.384251497005988,0.0719304251497006,351.616438356164
"68","storm_73","2017-07-08 08:45:00","2017-07-09 10:45:00",18066.6,3032123.4,26.25,1.08183233532934,0.181564275449102,688.251428571429
"69","storm_74","2017-07-11 05:00:00","2017-07-11 09:30:00",3040.2,546898.5,4.75,0.182047904191617,0.0327484131736527,640.042105263158
"70","storm_76","2017-07-14 14:30:00","2017-07-15 13:15:00",59245.2,6636161.7,23,3.54761676646707,0.397374952095808,2575.87826086957
"71","storm_77","2017-07-17 00:30:00","2017-07-18 13:30:00",80729.1,8144988.3,37.25,4.83407784431138,0.487723850299401,2167.22416107383
"72","storm_78","2017-07-24 07:45:00","2017-07-26 11:30:00",16313.4,3419694,52,0.976850299401198,0.204772095808383,313.719230769231
"73","storm_79","2014-10-04 14:15:00","2014-10-06 01:45:00",102915.9,11498499.9,35.75,6.16262874251497,0.688532928143713,2878.76643356643
"74","storm_80","2017-07-27 16:30:00","2017-07-28 12:00:00",6886.8,1391680.8,19.75,0.412383233532934,0.0833341796407186,348.698734177215
"75","storm_81","2017-08-03 14:45:00","2017-08-04 12:00:00",6664.5,1473855.3,16.25,0.399071856287425,0.0882548083832335,410.123076923077
"76","storm_82","2017-08-05 11:00:00","2017-08-07 12:00:00",177831,22659993,49.25,10.6485628742515,1.35688580838323,3610.78172588832
"77","storm_83","2017-08-07 22:30:00","2017-08-09 01:00:00",28334.7,3472364.7,26.75,1.69668862275449,0.20792602994012,1059.24112149533
"78","storm_85","2017-08-13 05:15:00","2017-08-14 10:45:00",13869,2265622.2,29.75,0.830479041916168,0.135666,466.18487394958
"79","storm_86","2017-08-15 15:15:00","2017-08-17 02:00:00",9504,1777563,35,0.569101796407186,0.106440898203593,271.542857142857
"80","storm_87","2017-08-18 05:00:00","2017-08-19 14:30:00",7514.1,1438774.2,33.75,0.449946107784431,0.0861541437125748,222.64
"81","storm_88","2017-08-19 15:00:00","2017-08-21 10:15:00",11521.8,2086053.3,43.5,0.689928143712575,0.124913371257485,264.868965517241
"82","storm_89","2017-08-22 15:30:00","2017-08-24 10:30:00",12249.9,2388446.1,43.25,0.733526946107784,0.143020724550898,283.234682080925
"83","storm_90","2014-10-07 09:15:00","2014-10-10 12:15:00",91011.6,2663811,75.25,5.44979640718563,0.159509640718563,1209.45647840532
"84","storm_91","2017-09-03 11:00:00","2017-09-05 04:30:00",19265.4,3752767.8,41.75,1.15361676646707,0.224716634730539,461.446706586826
"85","storm_92","2017-09-05 10:45:00","2017-09-06 10:45:00",74949.3,10240080.3,24.25,4.48798203592814,0.613178461077844,3090.69278350515
"86","storm_94","2017-09-08 17:30:00","2017-09-09 01:15:00",11802.6,1036305,8,0.70674251497006,0.0620541916167665,1475.325
"87","storm_95","2017-10-08 11:15:00","2017-10-09 07:00:00",4110.3,96284.7,20,0.246125748502994,0.00576555089820359,205.515
"88","storm_96","2017-10-09 10:15:00","2017-10-10 12:45:00",61209,1974987.9,26.75,3.66520958083832,0.118262748502994,2288.18691588785
"89","storm_97","2017-10-24 16:15:00","2017-10-25 20:00:00",64698.3,197489.7,28,3.8741497005988,0.0118257305389222,2310.65357142857
"90","storm_98","2017-10-26 04:00:00","2017-10-27 06:30:00",216284.4,9681008.4,26.75,12.9511616766467,0.579701101796407,8085.39813084112
"91","storm_99","2017-10-29 10:00:00","2017-10-31 12:30:00",277847.1,13258542.6,50.75,16.6375508982036,0.793924706586826,5474.8197044335
"92","storm_100","2017-11-01 19:15:00","2017-11-03 06:45:00",202807.8,11874741.3,35.75,12.1441796407186,0.711062353293413,5672.94545454545
"93","storm_101","2014-10-16 07:45:00","2014-10-18 12:15:00",286885.8,11395025.1,52.75,17.1787904191617,0.682336832335329,5438.59336492891
"94","storm_102","2017-11-03 07:00:00","2017-11-05 01:30:00",306067.5,24279286.5,42.75,18.3273952095808,1.45384949101796,7159.47368421053
"95","storm_103","2017-11-05 18:30:00","2017-11-07 16:45:00",295866,19322888.4,43.5,17.7165269461078,1.15705918562874,6801.51724137931
"96","storm_104","2017-11-16 06:00:00","2017-11-18 01:00:00",19265.4,2603330.1,43.25,1.15361676646707,0.15588802994012,445.442774566474
"97","storm_106","2017-11-22 18:45:00","2017-11-23 07:45:00",10464.3,1507419,13.25,0.626604790419162,0.0902646107784431,789.758490566038
