"","storm_id","start","end","tot_q_m3","tot_constit_mgN","duration_hrs","water_yield_mm","constit_yield_mm","intensity_m3_hr"
"48","storm_86","2018-08-15 17:30:00","2018-08-17 01:30:00",15372.9,6843213,32.25,0.835483695652174,0.37191375,476.679069767442
"49","storm_87","2018-08-17 13:30:00","2018-08-19 00:30:00",19608.3,7576607.7,35.25,1.06566847826087,0.411772157608696,556.263829787234
"50","storm_88","2018-08-28 03:45:00","2018-08-28 08:15:00",1975.5,1253253.6,4.75,0.107364130434783,0.0681116086956522,415.894736842105
"51","storm_89","2018-08-30 03:00:00","2018-08-30 17:15:00",4499.1,2625386.4,14.5,0.244516304347826,0.142684043478261,310.28275862069
"52","storm_90","2015-04-22 13:15:00","2015-04-24 21:45:00",128556,51320958.3,56.75,6.98673913043478,2.78918251630435,2265.30396475771
"53","storm_91","2018-09-03 21:00:00","2018-09-04 10:15:00",3113.1,2096751.6,13.5,0.169190217391304,0.113953891304348,230.6
"54","storm_92","2018-09-06 07:15:00","2018-09-07 18:15:00",12204.9,6224975.1,35.25,0.663309782608696,0.338313864130435,346.23829787234
"55","storm_93","2018-09-10 17:15:00","2018-09-12 17:30:00",33759.9,12059762.4,48.5,1.83477717391304,0.655421869565217,696.080412371134
"56","storm_94","2018-09-21 06:45:00","2018-09-22 02:00:00",19235.7,11021791.5,19.5,1.04541847826087,0.599010407608696,986.446153846154
"57","storm_95","2018-09-25 12:00:00","2018-09-25 23:00:00",5682.6,3283918.2,11.25,0.308836956521739,0.178473815217391,505.12
"58","storm_96","2018-09-26 14:30:00","2018-09-27 15:30:00",40879.8,12548828.7,25.25,2.22172826086957,0.682001559782609,1619.00198019802
"59","storm_97","2018-09-28 02:15:00","2018-09-28 21:45:00",12721.5,4754872.8,19.75,0.691385869565217,0.258417,644.126582278481
"60","storm_98","2018-10-01 04:15:00","2018-10-01 20:45:00",8505,5860099.8,16.75,0.462228260869565,0.318483684782609,507.761194029851
"61","storm_99","2018-10-02 02:30:00","2018-10-04 03:15:00",62940.6,25005064.5,49,3.4206847826087,1.35897089673913,1284.50204081633
"62","storm_100","2018-10-11 04:45:00","2018-10-13 00:45:00",87086.7,27661338,44.25,4.73297282608696,1.50333358695652,1968.06101694915
"63","storm_101","2015-04-27 19:00:00","2015-04-28 00:45:00",6318.9,2795183.1,6,0.34341847826087,0.151912125,1053.15
"64","storm_102","2018-10-23 12:00:00","2018-10-23 23:30:00",4785.3,3821729.4,11.75,0.260070652173913,0.207702684782609,407.259574468085
"65","storm_103","2018-10-24 07:30:00","2018-10-25 00:45:00",11060.1,7317730.8,17.5,0.601092391304348,0.397702760869565,632.005714285714
"66","storm_104","2018-10-27 11:00:00","2018-10-29 12:15:00",44535.6,20248344.9,49.5,2.42041304347826,1.10045352717391,899.709090909091
"67","storm_105","2018-11-01 20:00:00","2018-11-03 00:15:00",77694.3,33223280.4,28.5,4.22251630434783,1.80561306521739,2726.11578947368
"68","storm_106","2018-11-03 00:30:00","2018-11-04 17:00:00",208746.9,80504538.3,40.75,11.3449402173913,4.37524664673913,5122.62331288344
"69","storm_107","2018-11-06 12:30:00","2018-11-08 12:30:00",51322.5,28174602.6,48.25,2.78926630434783,1.53122840217391,1063.67875647668
"70","storm_108","2018-11-09 15:15:00","2018-11-11 17:00:00",84993.3,41826794.4,50,4.61920108695652,2.27319534782609,1699.866
"71","storm_109","2018-11-13 04:00:00","2018-11-14 19:45:00",59359.5,35396334.9,40,3.2260597826087,1.92371385326087,1483.9875
"72","storm_110","2014-07-28 08:45:00","2014-07-29 20:45:00",68634.9,8339866.2,36.25,3.73015760869565,0.453253597826087,1893.37655172414
"73","storm_111","2015-05-10 18:00:00","2015-05-11 14:30:00",18430.2,6973299.9,20.75,1.00164130434783,0.378983690217391,888.202409638554
"74","storm_112","2015-05-11 14:45:00","2015-05-13 19:00:00",74646.9,12735063.9,52.5,4.05689673913044,0.692123038043478,1421.84571428571
"75","storm_113","2015-05-16 18:30:00","2015-05-17 02:45:00",3820.5,996969.6,8.5,0.207635869565217,0.0541831304347826,449.470588235294
"76","storm_114","2015-05-28 12:00:00","2015-05-29 03:15:00",7832.7,4105035,15.5,0.425690217391304,0.22309972826087,505.335483870968
"77","storm_115","2015-05-30 16:45:00","2015-06-02 16:00:00",154849.5,86177844.9,71.5,8.41573369565218,4.68357852717391,2165.72727272727
"78","storm_116","2015-06-05 18:45:00","2015-06-06 18:45:00",27157.5,6693939.9,24.25,1.47595108695652,0.363801081521739,1119.89690721649
"79","storm_117","2015-06-27 22:30:00","2015-06-30 13:15:00",154908.9,42159927.6,63,8.41896195652174,2.29130041304348,2458.87142857143
"80","storm_118","2015-07-01 05:00:00","2015-07-03 19:15:00",467942.4,48142816.2,62.5,25.431652173913,2.61645740217391,7487.0784
"81","storm_119","2015-07-04 17:30:00","2015-07-05 23:15:00",60105.6,23704699.5,30,3.26660869565217,1.28829888586957,2003.52
"82","storm_120","2015-07-24 06:30:00","2015-07-24 13:45:00",5478.3,2615401.8,7.5,0.297733695652174,0.142141402173913,730.44
"83","storm_121","2014-07-31 13:30:00","2014-08-01 19:30:00",15750.9,4292663.4,30.25,0.856027173913044,0.233296923913043,520.690909090909
"84","storm_122","2015-07-25 19:15:00","2015-07-25 21:45:00",1557.9,676900.8,2.75,0.0846684782608696,0.0367880869565217,566.509090909091
"85","storm_123","2015-07-28 01:15:00","2015-07-28 15:00:00",10382.4,5048832.6,14,0.564260869565217,0.274393076086957,741.6
"86","storm_124","2015-07-28 16:45:00","2015-07-30 06:30:00",22700.7,8072197.2,38,1.23373369565217,0.438706369565217,597.386842105263
"87","storm_125","2015-07-30 13:15:00","2015-07-30 20:15:00",4502.7,1503308.7,7.25,0.244711956521739,0.0817015597826087,621.062068965517
"88","storm_126","2015-08-11 06:30:00","2015-08-13 10:45:00",62305.2,13243113,52.5,3.38615217391304,0.719734402173913,1186.76571428571
"89","storm_127","2015-08-14 15:00:00","2015-08-14 21:45:00",4083.3,1798104.6,7,0.22191847826087,0.0977230760869565,583.328571428571
"90","storm_128","2015-08-21 00:45:00","2015-08-22 17:00:00",36386.1,9692982,40.5,1.97750543478261,0.5267925,898.422222222222
"91","storm_129","2015-08-25 11:15:00","2015-08-25 18:00:00",4189.5,2592760.5,7,0.227690217391304,0.14091089673913,598.5
"92","storm_130","2015-09-08 01:30:00","2015-09-08 10:45:00",4753.8,3488709.6,9.5,0.258358695652174,0.189603782608696,500.4
"93","storm_131","2015-09-08 17:30:00","2015-09-08 22:00:00",2697.3,1332797.4,4.75,0.146592391304348,0.0724346413043478,567.852631578947
"94","storm_132","2014-08-13 10:00:00","2014-08-15 05:45:00",45840.6,6691947.3,44,2.49133695652174,0.363692788043478,1041.83181818182
"95","storm_133","2015-09-13 01:30:00","2015-09-13 13:00:00",5989.5,2962583.1,11.75,0.325516304347826,0.161009951086957,509.744680851064
"96","storm_134","2015-09-13 15:30:00","2015-09-14 19:15:00",37289.7,6705745.2,28,2.02661413043478,0.364442673913043,1331.775
"97","storm_135","2015-09-19 19:45:00","2015-09-20 10:45:00",8073,4291997.4,15.25,0.43875,0.23326072826087,529.377049180328
"98","storm_136","2015-09-29 05:15:00","2015-09-29 10:15:00",3194.1,1730426.4,5.25,0.173592391304348,0.0940449130434783,608.4
"99","storm_137","2015-09-29 18:15:00","2015-10-02 00:15:00",260953.2,32700726,54.25,14.1822391304348,1.77721336956522,4810.19723502304
"100","storm_138","2015-10-09 05:30:00","2015-10-11 16:30:00",76962.6,28028548.8,59.25,4.18275,1.52329069565217,1298.94683544304
"101","storm_139","2015-10-13 17:30:00","2015-10-14 15:45:00",20088.9,8675154.9,22.5,1.09178804347826,0.471475809782609,892.84
"102","storm_140","2015-10-16 05:00:00","2015-10-16 15:00:00",7822.8,3089240.1,10.25,0.425152173913043,0.167893483695652,763.2
"103","storm_141","2015-10-17 07:30:00","2015-10-17 14:45:00",6833.7,2078484.3,7.5,0.371396739130435,0.11296110326087,911.16
"104","storm_142","2015-10-20 01:30:00","2015-10-20 13:30:00",10041.3,4802832,12.25,0.545722826086956,0.26102347826087,819.697959183673
"105","storm_143","2014-09-02 17:45:00","2014-09-03 18:30:00",10099.8,3856508.1,25,0.548902173913043,0.209592831521739,403.992
"106","storm_144","2015-10-22 05:00:00","2015-10-22 15:00:00",7530.3,3059844.3,10.25,0.409255434782609,0.166295885869565,734.663414634146
"107","storm_145","2015-10-24 23:30:00","2015-10-25 08:30:00",7514.1,2663648.1,9.25,0.408375,0.144763483695652,812.335135135135
"108","storm_146","2015-10-28 12:15:00","2015-10-30 16:45:00",198490.5,45455562.9,52.75,10.787527173913,2.47041102717391,3762.85308056872
"109","storm_147","2015-11-12 20:45:00","2015-11-13 17:00:00",27446.4,9896518.8,20.5,1.49165217391304,0.537854282608696,1338.84878048781
"110","storm_148","2016-03-25 05:00:00","2016-03-26 11:15:00",23620.5,13741507.8,30.5,1.28372282608696,0.746821076086957,774.44262295082
"111","storm_149","2016-03-28 08:15:00","2016-03-30 16:30:00",78373.8,31754282.4,56.5,4.25944565217391,1.7257762173913,1387.14690265487
"112","storm_150","2016-04-02 15:00:00","2016-04-02 17:00:00",1166.4,424525.5,2.25,0.0633913043478261,0.0230720380434783,518.4
"113","storm_151","2016-04-05 04:45:00","2016-04-05 17:15:00",7975.8,5435163.9,12.75,0.433467391304348,0.295389342391304,625.552941176471
"114","storm_152","2016-04-07 16:00:00","2016-04-10 17:15:00",76266.9,33543432,73.5,4.1449402173913,1.82301260869565,1037.64489795918
"115","storm_153","2016-04-12 04:00:00","2016-04-13 15:00:00",21234.6,10079349.3,35.25,1.15405434782609,0.547790722826087,602.4
"116","storm_154","2014-09-06 13:30:00","2014-09-07 19:45:00",15009.3,4588094.7,30.5,0.815722826086956,0.249352972826087,492.108196721311
"117","storm_155","2016-04-18 15:15:00","2016-04-19 15:30:00",9688.5,4859642.7,24.5,0.526548913043478,0.264111016304348,395.448979591837
"118","storm_156","2016-04-22 02:45:00","2016-04-22 14:30:00",3558.6,1683486.9,12,0.193402173913043,0.0914938532608696,296.55
"119","storm_157","2016-04-26 03:45:00","2016-04-27 17:15:00",23193,10218736.8,37.75,1.26048913043478,0.555366130434783,614.384105960265
"120","storm_158","2016-05-02 12:15:00","2016-05-03 18:00:00",33020.1,8816018.4,30,1.79457065217391,0.479131434782609,1100.67
"121","storm_159","2016-05-08 05:30:00","2016-05-09 18:30:00",30280.5,8110217.7,37.25,1.64567934782609,0.440772701086957,812.89932885906
"122","storm_160","2016-05-13 10:45:00","2016-05-14 14:00:00",10779.3,4397651.1,27.5,0.58583152173913,0.239002777173913,391.974545454545
"123","storm_161","2016-05-14 18:15:00","2016-05-15 16:45:00",11119.5,3478029.3,22.75,0.604320652173913,0.189023331521739,488.769230769231
"124","storm_162","2016-05-22 17:45:00","2016-05-22 22:30:00",1088.1,628920.9,5,0.0591358695652174,0.0341804836956522,217.62
"125","storm_163","2016-05-29 17:15:00","2016-05-30 18:30:00",11046.6,4493643.3,25.5,0.600358695652174,0.244219744565217,433.2
"126","storm_164","2016-06-05 08:00:00","2016-06-07 06:00:00",55142.1,24447260.7,46.25,2.99685326086956,1.32865547282609,1192.26162162162
"127","storm_165","2014-09-21 18:00:00","2014-09-22 19:00:00",9940.5,4987563.3,25.25,0.540244565217391,0.271063222826087,393.683168316832
"128","storm_166","2016-06-07 06:15:00","2016-06-07 17:15:00",4560.3,3143007.9,11.25,0.247842391304348,0.17081564673913,405.36
"129","storm_167","2016-06-08 00:30:00","2016-06-08 10:30:00",3831.3,1608213.6,10.25,0.208222826086956,0.0874029130434783,373.785365853659
"130","storm_168","2016-06-12 19:45:00","2016-06-13 06:30:00",2397.6,1668634.2,11,0.130304347826087,0.0906866413043478,217.963636363636
"131","storm_169","2016-06-14 20:30:00","2016-06-14 22:30:00",315,194112,2.25,0.0171195652173913,0.0105495652173913,140
"132","storm_170","2016-06-17 23:00:00","2016-06-18 08:30:00",1170.9,801916.2,9.75,0.0636358695652174,0.043582402173913,120.092307692308
"133","storm_171","2016-06-21","2016-06-21 09:00:00",1096.2,596279.7,9.25,0.0595760869565217,0.0324065054347826,118.508108108108
"134","storm_172","2016-06-22 09:30:00","2016-06-23 08:45:00",6154.2,2037671.1,23.5,0.334467391304348,0.110742994565217,261.88085106383
"135","storm_173","2016-06-28 18:15:00","2016-06-29 17:30:00",5759.1,2313131.4,23.5,0.312994565217391,0.125713663043478,245.068085106383
"136","storm_174","2016-07-01 16:00:00","2016-07-02 12:15:00",3053.7,1429649.1,20.5,0.165961956521739,0.0776983206521739,148.960975609756
"137","storm_175","2016-07-07 15:15:00","2016-07-07 23:00:00",999.9,517432.5,8,0.0543423913043478,0.0281213315217391,124.9875
"138","storm_176","2014-10-04 10:45:00","2014-10-05 22:00:00",34567.2,11081306.7,35.5,1.87865217391304,0.602244929347826,973.723943661972
"139","storm_177","2016-07-09 09:30:00","2016-07-09 18:30:00",2386.8,958113.9,9.25,0.129717391304348,0.0520714076086957,258.032432432432
"140","storm_178","2016-07-10 06:00:00","2016-07-11 12:30:00",10522.8,2952453.6,30.75,0.571891304347826,0.160459434782609,342.20487804878
"141","storm_179","2016-07-13 17:15:00","2016-07-14 14:15:00",3530.7,1559714.4,21.25,0.191885869565217,0.0847670869565217,166.150588235294
"142","storm_180","2016-07-14 14:30:00","2016-07-15 10:30:00",7913.7,2484727.2,20.25,0.430092391304348,0.13503952173913,390.8
"143","storm_181","2016-07-18 12:30:00","2016-07-19 22:45:00",8331.3,2538952.2,34.5,0.452788043478261,0.137986532608696,241.486956521739
"144","storm_182","2016-07-22 23:45:00","2016-07-24 15:30:00",9861.3,2225767.5,40,0.535940217391304,0.120965625,246.5325
"145","storm_183","2016-08-01 07:15:00","2016-08-01 17:30:00",1005.3,481606.2,10.5,0.0546358695652174,0.02617425,95.7428571428571
"146","storm_184","2016-08-06 00:30:00","2016-08-06 14:00:00",984.6,475596,13.75,0.0535108695652174,0.0258476086956522,71.6072727272727
"147","storm_185","2016-08-07 17:00:00","2016-08-07 20:00:00",210.6,117125.1,3.25,0.011445652173913,0.00636549456521739,64.8
"148","storm_186","2016-08-12 07:45:00","2016-08-12 22:45:00",1966.5,946527.3,15.25,0.106875,0.0514417010869565,128.950819672131
"149","storm_187","2014-10-16 05:45:00","2014-10-17 20:00:00",36754.2,7289734.5,38.5,1.99751086956522,0.396181222826087,954.654545454545
"150","storm_188","2016-08-13 11:30:00","2016-08-14 02:30:00",2827.8,1113265.8,15.25,0.153684782608696,0.0605035760869565,185.429508196721
"151","storm_189","2016-08-16 14:45:00","2016-08-17 20:00:00",15222.6,3678519.6,29.5,0.827315217391304,0.199919543478261,516.020338983051
"152","storm_190","2016-08-21 17:15:00","2016-08-22 11:45:00",2709.9,1243156.5,18.75,0.147277173913043,0.0675628532608696,144.528
"153","storm_191","2016-08-26 05:15:00","2016-08-26 11:45:00",432,219411,6.75,0.0234782608695652,0.0119245108695652,64
"154","storm_192","2016-08-30 06:45:00","2016-08-30 21:15:00",736.2,318681.9,14.75,0.0400108695652174,0.0173196684782609,49.9118644067797
"155","storm_193","2016-09-08 17:30:00","2016-09-09 02:15:00",625.5,284206.5,9,0.0339945652173913,0.0154460054347826,69.5
"156","storm_194","2016-09-11 03:30:00","2016-09-12 00:45:00",5777.1,1859031.9,21.5,0.313972826086956,0.101034342391304,268.702325581395
"157","storm_195","2016-09-18 03:30:00","2016-09-18 16:30:00",962.1,406452.6,13.25,0.0522880434782609,0.0220898152173913,72.611320754717
"158","storm_196","2016-09-23 01:15:00","2016-09-24 13:30:00",8256.6,2725784.1,36.5,0.448728260869565,0.148140440217391,226.208219178082
"159","storm_197","2016-09-27 03:15:00","2016-09-27 12:00:00",1079.1,466925.4,9,0.0586467391304348,0.0253763804347826,119.9
