"","run_id","start","end","tot_q_m3","tot_constit_mgN","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id","water_yield_mm","constit_yield_mm"
"17","FC = 0.996, SFT = 0.098","2015-04-20 09:30:00","2015-04-21 03:00:00",9356.58356924575,3809492.75657567,17.75,527.131468689902,0.996,"0.098","storm_17",0.508509976589443,0.207037649813895
"18","FC = 0.996, SFT = 0.098","2015-04-21 04:15:00","2015-04-25 10:30:00",133988.14461319,51660365.5573668,102.5,1307.20141086039,0.996,"0.098","storm_18",7.28196438115161,2.80762856290037
"19","FC = 0.996, SFT = 0.098","2015-04-27 22:30:00","2015-04-28 08:45:00",4772.64014876698,2162071.02107586,10.5,454.537157025427,0.996,"0.098","storm_19",0.259382616780814,0.11750385984108
"20","FC = 0.996, SFT = 0.098","2015-04-29 01:00:00","2015-04-29 08:00:00",2949.30718634476,1130648.36489009,7.25,406.800991219968,0.996,"0.098","storm_20",0.160288434040476,0.0614482807005481
"21","FC = 0.996, SFT = 0.098","2015-05-10 18:45:00","2015-05-11 12:45:00",11137.366416376,4442469.97600068,18.25,610.266652952111,0.996,"0.098","storm_21",0.605291653063914,0.241438585652211
"22","FC = 0.996, SFT = 0.098","2015-05-11 15:15:00","2015-05-13 13:00:00",50836.8800855411,9402822.42440508,46,1105.14956707698,0.996,"0.098","storm_22",2.76287391769245,0.511022957848102
"23","FC = 0.996, SFT = 0.098","2015-05-28 20:00:00","2015-05-29 00:45:00",2356.9299818337,1207720.35700984,5,471.38599636674,0.996,"0.098","storm_23",0.128094020751831,0.0656369759244477
"24","FC = 0.996, SFT = 0.098","2015-05-30 18:30:00","2015-06-03 10:00:00",136058.905286036,73727306.6356291,87.75,1550.52883516851,0.996,"0.098","storm_24",7.39450572206719,4.00691883889289
"25","FC = 0.996, SFT = 0.098","2015-06-05 20:00:00","2015-06-06 14:30:00",16854.9686470123,4446062.19956449,18.75,898.931661173991,0.996,"0.098","storm_25",0.916030904728931,0.241633815193722
"26","FC = 0.996, SFT = 0.098","2015-06-08 15:30:00","2015-06-26 13:00:00",40729.3419674977,11303179.2312989,47.25,861.996655396776,0.996,"0.098","storm_26",2.21355119388574,0.614303219092333
"27","FC = 0.996, SFT = 0.098","2015-06-28 03:15:00","2015-06-30 10:30:00",101946.994147434,26536404.417195,55.5,1836.88277743124,0.996,"0.098","storm_27",5.54059750801269,1.44219589223886
"28","FC = 0.996, SFT = 0.098","2015-07-01 07:45:00","2015-07-03 17:15:00",388878.875675749,31066658.201684,57.75,6733.83334503462,0.996,"0.098","storm_28",21.1347215041168,1.68840533704804
"29","FC = 0.996, SFT = 0.098","2015-07-03 23:45:00","2015-07-04 08:00:00",3372.23164102442,1837713.92114761,8.5,396.733134238167,0.996,"0.098","storm_29",0.183273458751327,0.0998757565841093
"30","FC = 0.996, SFT = 0.098","2015-07-04 18:00:00","2015-07-22 21:45:00",43025.644931099,16730456.3192081,50,860.51289862198,0.996,"0.098","storm_30",2.33835026799451,0.909263930391743
"31","FC = 0.996, SFT = 0.098","2015-08-11 09:15:00","2015-08-13 08:15:00",41399.2715021935,8533604.59667497,47.25,876.175058247481,0.996,"0.098","storm_31",2.24996040772791,0.463782858514944
"32","FC = 0.996, SFT = 0.098","2015-08-21 04:30:00","2015-08-22 01:00:00",19417.5191487035,5227257.78075702,20.75,935.784055359203,0.996,"0.098","storm_32",1.05529995373388,0.284090096780273
"33","FC = 0.996, SFT = 0.098","2015-09-13 17:00:00","2015-09-14 17:30:00",26586.8480127555,4865944.90534522,24.75,1074.21608132346,0.996,"0.098","storm_33",1.44493739199758,0.264453527464414
"34","FC = 0.996, SFT = 0.098","2015-09-29 18:15:00","2015-10-02 12:15:00",232762.471491361,29223915.097731,66.25,3513.39579609602,0.996,"0.098","storm_34",12.6501343201827,1.58825625531147
"35","FC = 0.996, SFT = 0.098","2015-10-09 06:15:00","2015-10-10 16:30:00",35297.7984322647,13791948.4479862,34.5,1023.12459223956,0.996,"0.098","storm_35",1.91835861044917,0.749562415651425
"36","FC = 0.996, SFT = 0.098","2015-10-10 18:15:00","2015-10-11 01:00:00",2683.69036599355,758362.669912736,7,383.384337999079,0.996,"0.098","storm_36",0.145852737282258,0.0412153624952574
"37","FC = 0.996, SFT = 0.098","2015-10-13 22:45:00","2015-10-14 08:30:00",4398.05631516174,2100326.99964237,10,439.805631516174,0.996,"0.098","storm_37",0.239024799737051,0.114148206502303
"38","FC = 0.996, SFT = 0.098","2015-10-15 03:45:00","2015-10-15 07:45:00",1535.48959718817,468623.754378928,4.25,361.291669926629,0.996,"0.098","storm_38",0.0834505215863137,0.0254686823032026
"39","FC = 0.996, SFT = 0.098","2015-10-17 15:45:00","2015-10-18 09:45:00",7762.38027807412,2568111.25254794,18.25,425.335905647897,0.996,"0.098","storm_39",0.421868493373594,0.139571263725432
"40","FC = 0.996, SFT = 0.098","2015-10-19 03:30:00","2015-10-19 09:15:00",2289.08150753283,843604.729691477,6,381.513584588805,0.996,"0.098","storm_40",0.124406603670262,0.0458480831354063
"41","FC = 0.996, SFT = 0.098","2015-10-28 14:30:00","2015-11-01 07:15:00",177127.297036615,41720389.6811521,89,1990.19434872601,0.996,"0.098","storm_41",9.62648353459866,2.26741248267131
"42","FC = 0.996, SFT = 0.098","2015-11-04 02:15:00","2015-11-04 10:45:00",3646.95488665697,1521530.45268659,8.75,416.794844189368,0.996,"0.098","storm_42",0.198204069927009,0.082691872428619
"43","FC = 0.996, SFT = 0.098","2015-11-08 22:15:00","2015-11-09 05:00:00",2728.95583145688,793672.65939313,7,389.850833065269,0.996,"0.098","storm_43",0.148312816927004,0.0431343836626701
"44","FC = 0.996, SFT = 0.098","2015-11-10 03:00:00","2015-11-10 09:45:00",2731.96645678451,1187195.26358844,7,390.280922397788,0.996,"0.098","storm_44",0.148476437868724,0.0645214817167631
"45","FC = 0.996, SFT = 0.098","2015-11-12 21:00:00","2015-11-13 16:45:00",13767.8382348579,5067379.77328395,20,688.391911742896,0.996,"0.098","storm_45",0.748252077981409,0.275401074634997
"46","FC = 0.996, SFT = 0.098","2015-11-17","2015-11-17 12:00:00",5646.0026568495,2545931.50928439,12.25,460.898176069347,0.996,"0.098","storm_46",0.306847970480951,0.138365842895891
"47","FC = 0.996, SFT = 0.098","2015-11-17 18:30:00","2015-11-18 09:45:00",7176.06388688089,3459680.5605567,15.5,462.971863669735,0.996,"0.098","storm_47",0.390003472113092,0.18802611742156
"48","FC = 0.996, SFT = 0.098","2016-03-25 12:00:00","2016-03-26 08:45:00",9029.66973942065,4962818.50499498,21,429.984273305745,0.996,"0.098","storm_48",0.490742920620687,0.269718397010597
"49","FC = 0.996, SFT = 0.098","2016-03-28 10:45:00","2016-03-30 10:15:00",56721.0740794071,22767428.8768652,47.75,1187.87589695093,0.996,"0.098","storm_49",3.08266706953299,1.23736026504702
"50","FC = 0.996, SFT = 0.098","2016-04-05 07:45:00","2016-04-05 11:30:00",2030.10984781316,1347879.29937613,4,507.527461953291,0.996,"0.098","storm_50",0.110332056946368,0.0732543097487025
"51","FC = 0.996, SFT = 0.098","2016-04-07 20:30:00","2016-04-09 14:30:00",41681.8875612001,18183685.0221887,42.25,986.55355174438,0.996,"0.098","storm_51",2.26531997615218,0.988243751205909
"52","FC = 0.996, SFT = 0.098","2016-04-12 09:45:00","2016-04-12 15:45:00",2542.00695653253,1499360.55664512,6.25,406.721113045205,0.996,"0.098","storm_52",0.138152551985464,0.0814869867741913
"53","FC = 0.996, SFT = 0.098","2016-04-19 04:30:00","2016-04-19 09:00:00",1950.18352883641,1073164.41603062,4.75,410.564953439243,0.996,"0.098","storm_53",0.105988235262848,0.0583241530451426
"54","FC = 0.996, SFT = 0.098","2016-04-26 11:45:00","2016-04-27 09:15:00",12042.5818401424,5283488.52664442,21.75,553.681923684707,0.996,"0.098","storm_54",0.654488143485998,0.287146115578501
"55","FC = 0.996, SFT = 0.098","2016-05-02 13:15:00","2016-05-03 15:45:00",25773.5142043008,6917579.97387662,26.75,963.495858104704,0.996,"0.098","storm_55",1.40073446762504,0.37595543336286
"56","FC = 0.996, SFT = 0.098","2016-05-08 09:15:00","2016-05-09 10:15:00",21000.8412337979,5881080.33764404,25.25,831.716484506847,0.996,"0.098","storm_56",1.14135006705423,0.319623931393698
"57","FC = 0.996, SFT = 0.098","2016-05-15 02:30:00","2016-05-15 11:45:00",4230.51948771686,1466685.39048313,9.5,445.317840812301,0.996,"0.098","storm_57",0.229919537375916,0.0797111625262571
"58","FC = 0.996, SFT = 0.098","2016-05-29 20:30:00","2016-05-30 06:00:00",5424.59157905798,2493532.36628209,9.75,556.36836708287,0.996,"0.098","storm_58",0.294814759731412,0.135518063384896
"59","FC = 0.996, SFT = 0.098","2016-06-05 13:00:00","2016-06-06 16:15:00",45425.9032237964,18236233.1632326,27.5,1651.85102631987,0.996,"0.098","storm_59",2.4687990882498,0.991099628436554
"60","FC = 0.996, SFT = 0.098","2016-07-10 06:45:00","2016-07-10 15:15:00",4330.4020737705,1178652.27060585,8.75,494.9030941452,0.996,"0.098","storm_60",0.235347938791875,0.0640571886198833
"61","FC = 0.996, SFT = 0.098","2016-07-14 17:30:00","2016-07-15 00:15:00",3467.11520730968,1184328.09155326,7,495.302172472812,0.996,"0.098","storm_61",0.188430174310309,0.0643656571496336
"62","FC = 0.996, SFT = 0.098","2016-07-23 22:45:00","2016-07-24 03:15:00",1977.28593049376,366013.506806247,4.75,416.270722209212,0.996,"0.098","storm_62",0.107461191874661,0.019892038413383
"63","FC = 0.996, SFT = 0.098","2016-08-16 22:00:00","2016-08-17 13:00:00",11130.3537236552,2778129.14510861,15.25,729.859260567553,0.996,"0.098","storm_63",0.604910528459521,0.150985279625468
"64","FC = 0.996, SFT = 0.098","2016-10-22 08:15:00","2016-10-23 16:15:00",28840.0904793181,5931168.87024737,32.25,894.266371451725,0.996,"0.098","storm_64",1.56739622170207,0.322346134252574
"65","FC = 0.996, SFT = 0.098","2016-10-29 12:30:00","2016-10-29 21:30:00",4595.2936335999,1211728.84860111,9.25,496.788500929719,0.996,"0.098","storm_65",0.249744219217386,0.065854828728321
"66","FC = 0.996, SFT = 0.098","2016-11-03 14:30:00","2016-11-04 09:45:00",10910.7318435844,2944840.97728326,19.5,559.524709927407,0.996,"0.098","storm_66",0.592974556716545,0.160045705287134
"67","FC = 0.996, SFT = 0.098","2016-11-20 09:45:00","2016-11-22 01:45:00",26712.2002716776,6657477.3048779,40.25,663.657149606896,0.996,"0.098","storm_67",1.45175001476508,0.361819418743364
"68","FC = 0.996, SFT = 0.098","2016-11-30 02:15:00","2016-12-02 01:45:00",11044.6934599901,2112618.46211213,14.25,775.0662077186,0.996,"0.098","storm_68",0.600255079347286,0.114816220766964
"69","FC = 0.996, SFT = 0.098","2016-12-02 05:15:00","2018-04-21 10:30:00",426195.596593801,249852630.566113,188.25,2263.987232902,0.996,"0.098","storm_69",23.1628041627066,13.5789473133757
"70","FC = 0.996, SFT = 0.098","2018-04-21 22:15:00","2018-04-22 08:30:00",5274.72334412652,4474445.45372336,10.5,502.354604202525,0.996,"0.098","storm_70",0.286669746963398,0.24317638335453
"71","FC = 0.996, SFT = 0.098","2018-04-22 23:15:00","2018-04-23 08:15:00",4125.88741228699,3575730.32899067,9.25,446.041882409404,0.996,"0.098","storm_71",0.224233011537336,0.194333170053841
"72","FC = 0.996, SFT = 0.098","2018-04-25 14:30:00","2018-04-28 10:00:00",131472.807247981,57815256.4992405,67.75,1940.5580405606,0.996,"0.098","storm_72",7.14526126347722,3.1421335053935
"73","FC = 0.996, SFT = 0.098","2018-04-28 23:45:00","2018-05-02 06:45:00",211873.939407454,90592296.8958408,79.25,2673.48819441582,0.996,"0.098","storm_73",11.5148880112747,4.92349439651309
"74","FC = 0.996, SFT = 0.098","2018-05-04 19:30:00","2018-05-06 07:30:00",43186.1581292085,12770813.0713605,36.25,1191.34229321955,0.996,"0.098","storm_74",2.34707381137003,0.694065927791332
"75","FC = 0.996, SFT = 0.098","2018-05-08 02:15:00","2018-05-08 07:00:00",1855.03646493301,1231533.6353609,5,371.007292986602,0.996,"0.098","storm_75",0.100817199181142,0.0669311758348316
"76","FC = 0.996, SFT = 0.098","2018-05-15 09:15:00","2018-05-16 11:30:00",27403.3655921593,14921480.2500072,26.5,1034.08926762865,0.996,"0.098","storm_76",1.48931334739996,0.810950013587347
"77","FC = 0.996, SFT = 0.098","2018-05-22 19:45:00","2018-05-23 14:45:00",13844.8512393272,7477542.09609427,19.25,719.213051393622,0.996,"0.098","storm_77",0.75243756735474,0.406388157396428
"78","FC = 0.996, SFT = 0.098","2018-06-02 02:45:00","2018-06-02 13:00:00",6057.32122651713,4639564.36404638,10.5,576.887735858774,0.996,"0.098","storm_78",0.329202240571583,0.252150237176434
"79","FC = 0.996, SFT = 0.098","2018-06-04 08:15:00","2018-06-04 22:15:00",8262.65049116542,4937726.849141,14.25,579.835122187047,0.996,"0.098","storm_79",0.449057091911164,0.268354720062011
"80","FC = 0.996, SFT = 0.098","2018-06-18 13:30:00","2018-06-20 07:30:00",133415.714782203,50172511.6946374,42.25,3157.76839721191,0.996,"0.098","storm_80",7.25085406425017,2.72676693992594
"81","FC = 0.996, SFT = 0.098","2018-06-27 14:30:00","2018-06-29 06:15:00",11827.3153631345,3659163.27076784,16.5,716.806991705119,0.996,"0.098","storm_81",0.642788878431221,0.19886756906347
"82","FC = 0.996, SFT = 0.098","2018-07-25 21:00:00","2018-07-26 19:00:00",63205.3180398648,28364409.1349567,22.25,2840.68845122988,0.996,"0.098","storm_82",3.43507163260134,1.54154397472591
"83","FC = 0.996, SFT = 0.098","2018-08-07 10:00:00","2018-08-08 05:00:00",5712.30528462053,2733403.08891917,9.5,601.295293117951,0.996,"0.098","storm_83",0.310451374164159,0.148554515702129
"84","FC = 0.996, SFT = 0.098","2018-08-15 21:00:00","2018-08-16 12:15:00",7666.9030879177,3734781.42621244,15.5,494.638908897916,0.996,"0.098","storm_84",0.416679515647701,0.202977251424589
"85","FC = 0.996, SFT = 0.098","2018-08-18 00:15:00","2018-08-18 14:15:00",9074.91102803928,3428646.58515164,14.25,636.835861616792,0.996,"0.098","storm_85",0.493201686306483,0.186339488323458
"86","FC = 0.996, SFT = 0.098","2018-09-06 10:30:00","2018-09-06 18:15:00",4102.77882865315,2433420.90276544,8,512.847353581643,0.996,"0.098","storm_86",0.222977110252888,0.132251136019861
"87","FC = 0.996, SFT = 0.098","2018-09-11 00:45:00","2018-09-11 18:45:00",21813.6863639554,7171557.39048162,18.25,1195.27048569618,0.996,"0.098","storm_87",1.18552643282366,0.389758553830523
"88","FC = 0.996, SFT = 0.098","2018-09-21 08:00:00","2018-09-22 01:15:00",16333.0320576916,9505401.50768781,17.5,933.316117582377,0.996,"0.098","storm_88",0.887664785744109,0.516597908026511
"89","FC = 0.996, SFT = 0.098","2018-09-26 15:45:00","2018-09-27 13:00:00",34300.3926248663,10507493.5485833,21.5,1595.36709883099,0.996,"0.098","storm_89",1.86415177309056,0.571059431988225
"90","FC = 0.996, SFT = 0.098","2018-09-28 04:45:00","2018-09-28 14:00:00",5117.20328544472,1976672.1375136,9.5,538.652977415234,0.996,"0.098","storm_90",0.278108874208952,0.107427833560522
"91","FC = 0.996, SFT = 0.098","2018-10-02 10:00:00","2018-10-04",45342.5163262497,17769054.0735039,38.25,1185.42526343137,0.996,"0.098","storm_91",2.46426719164401,0.965709460516516
"92","FC = 0.996, SFT = 0.098","2018-10-11 06:30:00","2018-10-13 01:30:00",75632.2681313797,23832704.3443187,43.25,1748.72296257525,0.996,"0.098","storm_92",4.11044935496629,1.29525567088689
"93","FC = 0.996, SFT = 0.098","2018-10-24 13:45:00","2018-10-24 23:30:00",4297.84273805025,2860182.92365988,10,429.784273805025,0.996,"0.098","storm_93",0.233578409676644,0.15544472411195
"94","FC = 0.996, SFT = 0.098","2018-10-27 15:30:00","2018-10-28 21:45:00",22941.9933467079,10824394.0196607,30.5,752.196503170751,0.996,"0.098","storm_94",1.24684746449499,0.588282283677212
"95","FC = 0.996, SFT = 0.098","2018-11-01 21:30:00","2018-11-05 09:45:00",254496.143494349,102015075.664649,84.5,3011.7886804065,0.996,"0.098","storm_95",13.831312146432,5.54429759047006
"96","FC = 0.996, SFT = 0.098","2018-11-06 14:45:00","2018-11-07 12:00:00",13844.3035492174,7356507.01478083,21.5,643.921095312438,0.996,"0.098","storm_96",0.752407801587903,0.399810163846784
"97","FC = 0.996, SFT = 0.098","2018-11-09 21:00:00","2018-11-12 12:00:00",62264.3817698814,30922635.0979236,63.25,984.417103081128,0.996,"0.098","storm_97",3.38393379184138,1.68057799445237
"98","FC = 0.996, SFT = 0.098","2018-11-12 20:00:00","2018-11-14 19:15:00",55258.4105287559,33027508.8137989,47.5,1163.33495850012,0.996,"0.098","storm_98",3.00317448525847,1.79497330509777
"99","FC = 0.996, SFT = 0.098","2018-11-14 20:15:00","2018-11-19 10:00:00",514900.972861313,332851024.386375,110,4680.91793510284,0.996,"0.098","storm_99",27.9837485250714,18.089729586216
"100","FC = 0.98, SFT = 0.098","2014-07-27 18:30:00","2014-07-28 04:45:00",7066.04741624318,2297873.47065842,10.5,672.956896785065,0.98,"0.098","storm_1",0.384024316100173,0.124884427753175
"101","FC = 0.98, SFT = 0.098","2014-07-28 11:00:00","2014-07-29 12:15:00",42914.4185721429,5142987.22963266,25.5,1682.91837537815,0.98,"0.098","storm_2",2.33230535718168,0.279510175523514
"102","FC = 0.98, SFT = 0.098","2014-07-31 14:00:00","2014-07-31 22:00:00",4458.09491231583,1418382.83466649,8.25,540.375140886767,0.98,"0.098","storm_3",0.242287766973686,0.0770860236231791
"103","FC = 0.98, SFT = 0.098","2014-08-13 16:15:00","2014-08-14 10:45:00",25722.9827429406,3573151.54670482,18.75,1371.89241295683,0.98,"0.098","storm_4",1.39798819255112,0.194193018842653
"104","FC = 0.98, SFT = 0.098","2014-09-02 22:45:00","2014-09-03 04:30:00",2505.14896567128,1274429.8235253,6,417.52482761188,0.98,"0.098","storm_5",0.136149400308222,0.0692624904089836
"105","FC = 0.98, SFT = 0.098","2014-09-06 14:15:00","2014-09-07 01:15:00",6529.53625800892,2295388.54859112,11.25,580.403222934126,0.98,"0.098","storm_6",0.354866100978745,0.124749377640822
"106","FC = 0.98, SFT = 0.098","2014-10-04 15:00:00","2014-10-05 09:30:00",19291.4995534174,6735766.03256275,18.75,1028.87997618226,0.98,"0.098","storm_7",1.04845106268573,0.36607424090015
"107","FC = 0.98, SFT = 0.098","2014-10-16 11:30:00","2014-10-17 04:30:00",19040.3572158457,4298865.45127383,17.25,1103.788824107,0.98,"0.098","storm_8",1.03480202260031,0.233633991917056
"108","FC = 0.98, SFT = 0.098","2014-10-18 13:45:00","2014-10-19 02:45:00",7553.99346826915,1775120.02396865,13.25,570.112714586351,0.98,"0.098","storm_9",0.410543123275497,0.0964739143461222
"109","FC = 0.98, SFT = 0.098","2014-10-23 18:15:00","2014-10-24 14:00:00",10780.960766303,2573191.60171397,20,539.048038315151,0.98,"0.098","storm_10",0.585921780777337,0.139847369658368
"110","FC = 0.98, SFT = 0.098","2014-11-07 03:15:00","2014-11-08 14:15:00",6677.12424742993,2011988.06303206,8.5,785.544029109404,0.98,"0.098","storm_11",0.362887187360322,0.109347177338699
"111","FC = 0.98, SFT = 0.098","2015-04-07 16:15:00","2015-04-08 08:00:00",9813.63612570645,6478976.66739255,16,613.352257856653,0.98,"0.098","storm_12",0.533349789440568,0.3521182971409
"112","FC = 0.98, SFT = 0.098","2015-04-08 19:45:00","2015-04-09 01:15:00",2319.5766049176,1456623.07094487,5.75,403.404626942192,0.98,"0.098","storm_13",0.126063945919435,0.0791642973339602
"113","FC = 0.98, SFT = 0.098","2015-04-09 15:45:00","2015-04-10 10:30:00",13621.9041952914,7577884.5792357,19,716.942326067966,0.98,"0.098","storm_14",0.740320880178878,0.411841553219331
"114","FC = 0.98, SFT = 0.098","2015-04-11 23:00:00","2015-04-12 07:45:00",4036.37823856503,2218908.05187433,9,448.48647095167,0.98,"0.098","storm_15",0.219368382530708,0.120592828906214
"115","FC = 0.98, SFT = 0.098","2015-04-12 23:15:00","2015-04-13 08:15:00",4003.88157315592,2206637.46486218,9.25,432.852061962802,0.98,"0.098","storm_16",0.217602259410648,0.119925949177292
"116","FC = 0.98, SFT = 0.098","2015-04-14 02:45:00","2015-04-14 12:00:00",4400.65259450346,2110140.58089178,9.5,463.226588895101,0.98,"0.098","storm_17",0.239165901875188,0.114681553309336
"117","FC = 0.98, SFT = 0.098","2015-04-15 00:45:00","2015-04-15 07:45:00",2860.33436060631,1228127.49702327,7.25,394.528877325008,0.98,"0.098","storm_18",0.155452954380778,0.0667460596208299
"118","FC = 0.98, SFT = 0.098","2015-04-16 02:30:00","2015-04-16 08:15:00",2504.88820575819,1156134.31441058,6,417.481367626365,0.98,"0.098","storm_19",0.136135228573815,0.0628333866527491
"119","FC = 0.98, SFT = 0.098","2015-04-17 07:30:00","2015-04-17 12:15:00",2151.7614872583,1046948.06704908,5,430.35229745166,0.98,"0.098","storm_20",0.116943559090125,0.0568993514700587
"120","FC = 0.98, SFT = 0.098","2015-04-20 09:30:00","2015-04-20 22:15:00",5896.41690325832,2472541.51049383,13,453.570531019871,0.98,"0.098","storm_21",0.320457440394474,0.1343772560051
"121","FC = 0.98, SFT = 0.098","2015-04-21 05:00:00","2015-04-22 08:30:00",37616.4283434223,13589600.430035,27.75,1355.54696733053,0.98,"0.098","storm_22",2.04437110562078,0.738565240762772
"122","FC = 0.98, SFT = 0.098","2015-04-22 17:00:00","2015-04-23 16:00:00",28809.0239057713,11305711.0078553,23.25,1239.09780239877,0.98,"0.098","storm_23",1.56570782096583,0.614440815644308
"123","FC = 0.98, SFT = 0.098","2015-05-10 19:00:00","2015-05-11 06:45:00",7589.70594449473,3279596.88775882,12,632.475495374561,0.98,"0.098","storm_24",0.41248401872254,0.17823896129124
"124","FC = 0.98, SFT = 0.098","2015-05-11 15:45:00","2015-05-12 16:15:00",24104.3048700599,5692249.11438374,24.75,973.911307881208,0.98,"0.098","storm_25",1.31001656902499,0.30936136491216
"125","FC = 0.98, SFT = 0.098","2015-05-28 20:00:00","2015-05-28 23:45:00",1810.21720460507,1016649.6243495,4,452.554301151267,0.98,"0.098","storm_26",0.0983813698154928,0.0552526969755161
"126","FC = 0.98, SFT = 0.098","2015-05-30 18:30:00","2015-05-31 19:30:00",29515.8259228206,6041026.57535347,25.25,1168.94360090379,0.98,"0.098","storm_27",1.60412097406634,0.328316661703993
"127","FC = 0.98, SFT = 0.098","2015-06-01","2015-06-02 09:00:00",47834.2266437461,32137229.8234918,33.25,1438.62335770665,0.98,"0.098","storm_28",2.59968623063838,1.74658857736368
"128","FC = 0.98, SFT = 0.098","2015-06-05 20:00:00","2015-06-06 10:45:00",13449.8183247301,3896392.69696463,15,896.654554982008,0.98,"0.098","storm_29",0.730968387213594,0.211760472661121
"129","FC = 0.98, SFT = 0.098","2015-06-08 15:45:00","2015-06-25 07:15:00",19514.2964084806,3842065.01591993,17.25,1131.26355991192,0.98,"0.098","storm_30",1.06055958741742,0.208807881299996
"130","FC = 0.98, SFT = 0.098","2015-06-28 03:30:00","2015-06-29 18:45:00",61353.0534466026,15702062.5230662,39.5,1553.24185940766,0.98,"0.098","storm_31",3.33440507861971,0.853372963210118
"131","FC = 0.98, SFT = 0.098","2015-07-01 08:15:00","2015-07-03 11:45:00",308973.197737435,22564282.6153701,51.75,5970.49657463642,0.98,"0.098","storm_32",16.7920216161649,1.22631970735707
"132","FC = 0.98, SFT = 0.098","2015-07-04 18:15:00","2015-07-05 13:15:00",19416.8330554394,8662780.03370495,19.25,1008.66665223062,0.98,"0.098","storm_33",1.05526266605649,0.470803262701356
"133","FC = 0.98, SFT = 0.098","2015-08-11 09:15:00","2015-08-12 11:15:00",22287.6109425453,5626520.51649992,26.25,849.051845430297,0.98,"0.098","storm_34",1.2112832033992,0.30578915850543
"134","FC = 0.98, SFT = 0.098","2015-08-21 04:30:00","2015-08-21 18:30:00",14562.502155602,4495036.04218293,14.25,1021.92997583172,0.98,"0.098","storm_35",0.791440334543589,0.244295437075159
