"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id","water_yield_mm"
"100","FC = 0.996, SFT = 0.098",2017-09-16,"2017-09-17 01:00:00",2217.84241917592,5.75,385.711725074073,0.996,"0.098","storm_100",0.0461089900036574
"101","FC = 0.996, SFT = 0.098",2017-09-17,"2017-09-18 03:30:00",2997.71376319657,7.75,386.801775896332,0.996,"0.098","storm_101",0.0623225314593883
"102","FC = 0.996, SFT = 0.098",2017-09-18,"2017-09-19 02:30:00",2779.20476949375,7.5,370.5606359325,0.996,"0.098","storm_102",0.0577797249375001
"103","FC = 0.996, SFT = 0.098",2017-09-19,"2017-09-20 00:45:00",1895.81739805127,5,379.163479610253,0.996,"0.098","storm_103",0.039414083119569
"104","FC = 0.996, SFT = 0.098",2017-09-20,"2017-09-21 02:45:00",1457.46876090544,4,364.36719022636,0.996,"0.098","storm_104",0.03030080584003
"105","FC = 0.996, SFT = 0.098",2017-10-05,"2017-10-06 09:15:00",23759.2272896858,27,879.971381099475,0.996,"0.098","storm_105",0.493954829307397
"106","FC = 0.996, SFT = 0.098",2017-10-06,"2017-10-07 04:15:00",7045.459911485,13,541.958454729615,0.996,"0.098","storm_106",0.146475258035031
"107","FC = 0.996, SFT = 0.098",2017-10-08,"2017-10-15 10:00:00",136842.557657904,83.5,1638.83302584316,0.996,"0.098","storm_107",2.84495961866743
"108","FC = 0.996, SFT = 0.098",2017-10-15,"2017-10-17 02:45:00",16072.1751675478,36.75,437.338099797219,0.996,"0.098","storm_108",0.334140855874174
"109","FC = 0.996, SFT = 0.098",2017-10-25,"2017-11-01 23:45:00",359409.945685326,183.5,1958.63730618706,0.996,"0.098","storm_109",7.47214024293817
"110","FC = 0.996, SFT = 0.098",2017-11-11,"2017-11-11 16:30:00",1600.85994512146,4,400.214986280366,0.996,"0.098","storm_110",0.0332819115409868
"111","FC = 0.996, SFT = 0.098",2017-11-16,"2017-11-17 21:15:00",12682.8809094827,24.75,512.43963270637,0.996,"0.098","storm_111",0.263677357785502
"112","FC = 0.996, SFT = 0.098",2017-11-19,"2017-11-24 02:30:00",212913.408079922,114.75,1855.4545366442,0.996,"0.098","storm_112",4.42647418045575
"113","FC = 0.996, SFT = 0.098",2017-11-26,"2017-11-28 01:45:00",29289.3785525833,20,1464.46892762916,0.996,"0.098","storm_113",0.608926789034996
"114","FC = 0.996, SFT = 0.098",2017-11-28,"2017-12-03 21:30:00",124861.856281982,131.5,949.519819634841,0.996,"0.098","storm_114",2.59588058798299
"115","FC = 0.996, SFT = 0.098",2017-12-05,"2018-04-03 17:15:00",104882.625357957,42,2497.20536566564,0.996,"0.098","storm_115",2.18051196170388
"116","FC = 0.996, SFT = 0.098",2018-04-04,"2018-04-06 06:45:00",238509.191590837,52.25,4564.76921704952,0.996,"0.098","storm_116",4.95861105178456
"117","FC = 0.996, SFT = 0.098",2018-04-06,"2018-04-09 07:15:00",95762.9086018461,70.5,1358.3391291042,0.996,"0.098","storm_117",1.99091286074524
"118","FC = 0.996, SFT = 0.098",2018-04-09,"2018-04-12 06:45:00",41743.9788634531,68.75,607.185147104773,0.996,"0.098","storm_118",0.867858188429379
"119","FC = 0.996, SFT = 0.098",2018-04-23,"2018-04-24",4882.13323355888,11.5,424.533324657294,0.996,"0.098","storm_119",0.101499651425341
"120","FC = 0.996, SFT = 0.098",2018-04-25,"2018-05-03 01:00:00",1097932.2536643,167.75,6545.05069248464,0.996,"0.098","storm_120",22.8260343797152
"121","FC = 0.996, SFT = 0.098",2018-05-03,"2018-05-11 16:15:00",341577.031299332,196,1742.73995560884,0.996,"0.098","storm_121",7.10139358210669
"122","FC = 0.996, SFT = 0.098",2018-05-15,"2018-05-17 05:30:00",7291.25755330154,16.75,435.298958406062,0.996,"0.098","storm_122",0.151585396118535
"123","FC = 0.996, SFT = 0.098",2018-05-20,"2018-05-21 10:15:00",13654.2627011464,23,593.663595702019,0.996,"0.098","storm_123",0.28387240542924
"124","FC = 0.996, SFT = 0.098",2018-05-26,"2018-05-28 01:45:00",21227.7597360346,36.25,585.59337202854,0.996,"0.098","storm_124",0.441325566237725
"125","FC = 0.996, SFT = 0.098",2018-06-05,"2018-06-05 11:15:00",1841.82113558827,5,368.364227117653,0.996,"0.098","storm_125",0.0382914997003798
"126","FC = 0.996, SFT = 0.098",2018-06-18,"2018-06-19 23:45:00",11206.5222866207,25.25,443.822664816662,0.996,"0.098","storm_126",0.232983831322676
"127","FC = 0.996, SFT = 0.098",2018-07-25,"2018-07-27 07:30:00",24242.8616801914,33.75,718.307012746412,0.996,"0.098","storm_127",0.504009598340778
"128","FC = 0.996, SFT = 0.098",2018-08-09,"2018-08-10 08:30:00",28758.6020410388,29.5,974.867865797926,0.996,"0.098","storm_128",0.597891934325131
"129","FC = 0.996, SFT = 0.098",2018-09-26,"2018-09-27 20:45:00",9509.79128699452,23,413.469186391066,0.996,"0.098","storm_129",0.197708758565375
"130","FC = 0.996, SFT = 0.098",2018-10-02,"2018-10-04 10:00:00",26331.0759058131,39.5,666.609516602864,0.996,"0.098","storm_130",0.547423615505471
"131","FC = 0.996, SFT = 0.098",2018-10-11,"2018-10-13 14:00:00",35798.7981594334,44.25,809.012387783805,0.996,"0.098","storm_131",0.744257757992378
"132","FC = 0.996, SFT = 0.098",2018-10-28,"2018-10-31 07:00:00",39360.7123955025,71.75,548.581357428607,0.996,"0.098","storm_132",0.818310029012527
"133","FC = 0.996, SFT = 0.098",2018-10-31,"2018-11-08 21:45:00",631281.239766332,192.25,3283.64754104724,0.996,"0.098","storm_133",13.1243500990921
"134","FC = 0.996, SFT = 0.098",2018-11-10,"2018-11-15 01:15:00",285481.046759819,119.5,2388.96273439179,0.996,"0.098","storm_134",5.93515689729354
"135","FC = 0.996, SFT = 0.098",2018-11-15,"2018-11-15 23:30:00",6953.7175369021,13.75,505.724911774698,0.996,"0.098","storm_135",0.144567932160127
"136","FC = 0.996, SFT = 0.098",2018-11-16,"2018-11-18 04:30:00",19528.741626037,36,542.465045167694,0.996,"0.098","storm_136",0.406002944408253
"137","FC = 0.996, SFT = 0.098",2018-11-18,"2018-11-19 01:00:00",5877.37162121407,12,489.780968434506,0.996,"0.098","storm_137",0.122190678195719
"138","FC = 0.996, SFT = 0.098",2018-11-19,"2018-11-20 08:15:00",6314.28597015989,17.25,366.04556348753,0.996,"0.098","storm_138",0.131274136593761
"139","FC = 0.996, SFT = 0.098",2018-11-20,"2018-11-21 06:30:00",8615.91660063586,22,391.632572756175,0.996,"0.098","storm_139",0.179125085252305
"140","FC = 0.996, SFT = 0.098",2018-11-21,"2018-11-21 18:15:00",3432.08557818949,7.5,457.611410425266,0.996,"0.098","storm_140",0.0713531305236901
"141","FC = 0.996, SFT = 0.098",2018-11-21,"2018-11-22 10:30:00",16348.5347559411,12,1362.37789632843,0.996,"0.098","storm_141",0.339886377462393
"142","FC = 0.996, SFT = 0.098",2018-11-25,"2018-11-29 10:45:00",486712.439026991,100.5,4842.90984106459,0.996,"0.098","storm_142",10.1187617261329
"143","FC = 0.98, SFT = 0.098",2014-06-25,"2014-06-27 02:30:00",100961.191230001,43.75,2307.68437097145,0.98,"0.098","storm_1",2.09898526465698
"144","FC = 0.98, SFT = 0.098",2014-07-06,"2014-07-06 08:15:00",3402.96009507365,5.75,591.81914696933,0.98,"0.098","storm_2",0.0707476111241923
"145","FC = 0.98, SFT = 0.098",2014-07-09,"2014-07-09 16:15:00",13005.6065400412,15.25,852.82665836336,0.98,"0.098","storm_3",0.270386830354288
"146","FC = 0.98, SFT = 0.098",2014-07-15,"2014-07-16 10:15:00",31242.2512344174,17.5,1785.27149910956,0.98,"0.098","storm_4",0.64952705269059
"147","FC = 0.98, SFT = 0.098",2014-07-28,"2014-07-30 06:15:00",155274.203628731,41.25,3764.22311827227,0.98,"0.098","storm_5",3.22815392159524
"148","FC = 0.98, SFT = 0.098",2014-08-07,"2014-08-08 05:45:00",8108.13668858447,14,579.152620613177,0.98,"0.098","storm_6",0.168568330324001
"149","FC = 0.98, SFT = 0.098",2014-08-13,"2014-08-15 04:30:00",85785.0516306278,32.5,2639.54005017316,0.98,"0.098","storm_7",1.78347300687376
"150","FC = 0.98, SFT = 0.098",2014-08-17,"2014-08-17 21:30:00",8033.52428922141,14.25,563.756090471678,0.98,"0.098","storm_8",0.16701713699005
"151","FC = 0.98, SFT = 0.098",2014-10-19,"2014-10-19 12:45:00",4395.3453388478,9.5,462.667930405032,0.98,"0.098","storm_9",0.0913793209739667
"152","FC = 0.98, SFT = 0.098",2014-10-23,"2014-10-24 21:15:00",18382.3481386611,25.25,728.013787669745,0.98,"0.098","storm_10",0.382169399972163
"153","FC = 0.98, SFT = 0.098",2014-10-26,"2014-10-26 10:45:00",1484.22003881149,4,371.055009702871,0.98,"0.098","storm_11",0.0308569654638563
"154","FC = 0.98, SFT = 0.098",2014-11-07,"2014-11-08 11:15:00",8909.77108676252,17.25,516.508468797828,0.98,"0.098","storm_12",0.185234326128119
"155","FC = 0.98, SFT = 0.098",2014-11-18,"2014-11-18 22:30:00",15340.0269385793,21.5,713.4896250502,0.98,"0.098","storm_13",0.318919478972543
"156","FC = 0.98, SFT = 0.098",2014-11-20,"2015-04-12 06:45:00",233636.722475645,89,2625.1317132095,0.98,"0.098","storm_14",4.85731231758098
"157","FC = 0.98, SFT = 0.098",2015-04-12,"2015-04-13 06:45:00",11568.1613351926,13.5,856.900839643894,0.98,"0.098","storm_15",0.240502314660968
"158","FC = 0.98, SFT = 0.098",2015-04-13,"2015-04-16 06:00:00",73288.1983443042,61.25,1196.54201378456,0.98,"0.098","storm_16",1.52366316724125
"159","FC = 0.98, SFT = 0.098",2015-04-17,"2015-04-18 05:00:00",4501.83904356815,11,409.258094869831,0.98,"0.098","storm_17",0.0935933273091091
"160","FC = 0.98, SFT = 0.098",2015-04-20,"2015-04-22 12:15:00",111820.15631413,49,2282.04400641081,0.98,"0.098","storm_18",2.32474337451413
"161","FC = 0.98, SFT = 0.098",2015-04-22,"2015-04-25 11:00:00",80445.5439322055,64.75,1242.40222289121,0.98,"0.098","storm_19",1.67246453081508
"162","FC = 0.98, SFT = 0.098",2015-04-27,"2015-04-29 01:00:00",24758.2437069398,37,669.141721809184,0.98,"0.098","storm_20",0.51472440139168
"163","FC = 0.98, SFT = 0.098",2015-04-30,"2015-05-01 03:45:00",7164.04882664182,13.5,530.67028345495,0.98,"0.098","storm_21",0.148940724046607
