"Site","Datetime","Q_total","Q_old","Q_new"
"Hungerford",2022-04-07 00:02:00,1.491279733,0.0690826662501989,1.4221970667498
"Hungerford",2022-04-07 00:17:00,1.486066739,0.0954837208233124,1.39058301817669
"Hungerford",2022-04-07 00:32:00,1.475671677,0.075495838162209,1.40017583883779
"Hungerford",2022-04-07 00:47:00,1.486066739,0.0987263988136407,1.38734034018636
"Hungerford",2022-04-07 01:02:00,1.486066739,0.083214128427476,1.40285261057252
"Hungerford",2022-04-07 01:17:00,1.486066739,0.0999971780260667,1.38606956097393
"Hungerford",2022-04-07 01:32:00,1.491279733,0.0828464310728038,1.4084333019272
"Hungerford",2022-04-07 01:47:00,1.480864055,0.0999527562260785,1.38091129877392
"Hungerford",2022-04-07 02:02:00,1.475671677,0.083589340120809,1.39208233687919
"Hungerford",2022-04-07 02:17:00,1.486066739,0.100917397455754,1.38514934154425
"Hungerford",2022-04-07 02:32:00,1.491279733,0.156370439965441,1.33490929303456
"Hungerford",2022-04-07 02:47:00,1.480864055,0.103882746641258,1.37698130835874
"Hungerford",2022-04-07 03:02:00,1.50173667,0.0845786878099842,1.41715798219002
"Hungerford",2022-04-07 03:17:00,1.480864055,0.0999090896659098,1.38095496533409
"Hungerford",2022-04-07 03:32:00,1.486066739,0.103327495962079,1.38273924303792
"Hungerford",2022-04-07 03:47:00,1.475671677,0.093031759072509,1.38263991792749
"Hungerford",2022-04-07 04:02:00,1.480864055,0.0980750941388257,1.38278896086117
"Hungerford",2022-04-07 04:17:00,1.480864055,0.0789928073451183,1.40187124765488
"Hungerford",2022-04-07 04:32:00,1.475671677,0.100211478551912,1.37546019844809
"Hungerford",2022-04-07 04:47:00,1.470489599,0.0989489949257806,1.37154060407422
"Hungerford",2022-04-07 05:02:00,1.486066739,0.0856680469066433,1.40039869209336
"Hungerford",2022-04-07 05:17:00,1.475671677,0.0947287836767316,1.38094289332327
"Hungerford",2022-04-07 05:32:00,1.455005121,0.0995803050700615,1.35542481592994
"Hungerford",2022-04-07 05:47:00,1.475671677,0.0801952909123638,1.39547638608764
"Hungerford",2022-04-07 06:02:00,1.475671677,0.0901163578293574,1.38555531917064
"Hungerford",2022-04-07 06:17:00,1.470489599,0.101247109181287,1.36924248981871
"Hungerford",2022-04-07 06:32:00,1.470489599,0.0799136711867718,1.39057592781323
"Hungerford",2022-04-07 06:47:00,1.480864055,0.0937957712422963,1.3870682837577
"Hungerford",2022-04-07 07:02:00,1.475671677,0.0952509450934154,1.38042073190658
"Hungerford",2022-04-07 07:17:00,1.465317817,0.0630838915112198,1.40223392548878
"Hungerford",2022-04-07 07:32:00,1.470489599,0.0849001455147583,1.38558945348524
"Hungerford",2022-04-07 07:47:00,1.465317817,0.0888359458541562,1.37648187114584
"Hungerford",2022-04-07 08:02:00,1.475671677,0.0981228328851766,1.37754884411482
"Hungerford",2022-04-07 08:17:00,1.486066739,0.0520581277366201,1.43400861126338
"Hungerford",2022-04-07 08:32:00,1.470489599,0.0791331795528263,1.39135641944717
"Hungerford",2022-04-07 08:47:00,1.470489599,0.0902335050133872,1.38025609398661
"Hungerford",2022-04-07 09:02:00,1.486066739,0.100523017700174,1.38554372129983
"Hungerford",2022-04-07 09:17:00,1.486066739,0.0418042540915282,1.44426248490847
"Hungerford",2022-04-07 09:32:00,1.486066739,0.0450031121090142,1.44106362689099
"Hungerford",2022-04-07 09:47:00,1.475671677,0.0747125960371832,1.40095908096282
"Hungerford",2022-04-07 10:02:00,1.475671677,0.0805433985234865,1.39512827847651
"Hungerford",2022-04-07 10:17:00,1.480864055,0.0592118555887123,1.42165219941129
"Hungerford",2022-04-07 10:32:00,1.486066739,0.024276264954619,1.46179047404538
"Hungerford",2022-04-07 10:47:00,1.496503042,0.0175187010194909,1.47898434098051
"Hungerford",2022-04-07 11:02:00,1.491279733,0.0134999226854303,1.47777981031457
"Hungerford",2022-04-07 11:17:00,1.512234903,0.00780352985654469,1.50443137314346
"Hungerford",2022-04-07 11:32:00,1.50173667,0.00597807479285215,1.49575859520715
"Hungerford",2022-04-07 11:47:00,1.496503042,0.00419213248577237,1.49231090951423
"Hungerford",2022-04-07 12:02:00,1.491279733,0.00140715806493082,1.48987257493507
"Hungerford",2022-04-07 12:17:00,1.491279733,0,1.491279733
"Hungerford",2022-04-07 12:32:00,1.50173667,0.00154987124259119,1.50018679875741
"Hungerford",2022-04-07 12:47:00,1.496503042,0.0883878038842331,1.40811523811577
"Hungerford",2022-04-07 13:02:00,1.496503042,0.00397149393388956,1.49253154806611
"Hungerford",2022-04-07 13:17:00,1.50173667,0.003498280804706,1.49823838919529
"Hungerford",2022-04-07 13:32:00,1.512234903,0.00646578188113698,1.50576912111886
"Hungerford",2022-04-07 13:47:00,1.506980622,0.0106647996131276,1.49631582238687
"Hungerford",2022-04-07 14:02:00,1.512234903,0.0101668846130981,1.5020680183869
"Hungerford",2022-04-07 14:17:00,1.52277447,0.0273455504446671,1.49542891955533
"Hungerford",2022-04-07 14:32:00,1.528059765,0.0534390611650398,1.47462070383496
"Hungerford",2022-04-07 14:47:00,1.543977754,0.0678816628199804,1.47609609118002
"Hungerford",2022-04-07 15:02:00,1.543977754,0.0755303008842036,1.4684474531158
"Hungerford",2022-04-07 15:17:00,1.554641545,0.0573025663093799,1.49733897869062
"Hungerford",2022-04-07 15:32:00,1.570715023,0.0482612878237252,1.52245373517627
"Hungerford",2022-04-07 15:47:00,1.570715023,0.032838054766815,1.53787696823318
"Hungerford",2022-04-07 16:02:00,1.597711902,0.0377838865745878,1.55992801542541
"Hungerford",2022-04-07 16:17:00,1.58688196,0.0568063780685872,1.53007558193141
"Hungerford",2022-04-07 16:32:00,1.608583474,0.0714810041965618,1.53710246980344
"Hungerford",2022-04-07 16:47:00,1.619496712,0.0872951372493143,1.53220157475069
"Hungerford",2022-04-07 17:02:00,1.630451653,0.100097317888302,1.5303543351117
"Hungerford",2022-04-07 17:17:00,1.646962338,0.0831421437990149,1.56382019420099
"Hungerford",2022-04-07 17:32:00,1.646962338,0.0540035420002946,1.59295879599971
"Hungerford",2022-04-07 17:47:00,1.66356706,0.0434127575885352,1.62015430241146
"Hungerford",2022-04-07 18:02:00,1.680265941,0.0438485347148584,1.63641740628514
"Hungerford",2022-04-07 18:17:00,1.708306984,0.0400970825130185,1.66820990148698
"Hungerford",2022-04-07 18:32:00,1.702677797,0.0475462469778255,1.65513155002217
"Hungerford",2022-04-07 18:47:00,1.753718796,0.0399218857226431,1.71379691027736
"Hungerford",2022-04-07 19:02:00,1.788219962,0.143951891494707,1.64426807050529
"Hungerford",2022-04-07 19:17:00,1.811431895,0.0804950274456698,1.73093686755433
"Hungerford",2022-04-07 19:32:00,1.858363809,0.0966636322081797,1.76170017679182
"Hungerford",2022-04-07 19:47:00,1.894008395,0.108291282927049,1.78571711207295
