"Site","Datetime","Q_total","Q_old","Q_new"
"Hungerford",2022-02-16 00:02:00,2.426795151,1.61936463283855,0.807430518161453
"Hungerford",2022-02-16 00:17:00,2.413076342,1.61644767951975,0.796628662480249
"Hungerford",2022-02-16 00:32:00,2.426795151,1.62153600973002,0.805259141269983
"Hungerford",2022-02-16 00:47:00,2.433671036,1.62153333277492,0.81213770322508
"Hungerford",2022-02-16 01:02:00,2.447455785,1.62130968790264,0.826146097097362
"Hungerford",2022-02-16 01:17:00,2.426795151,1.55406248336174,0.872732667638256
"Hungerford",2022-02-16 01:32:00,2.447455785,1.61482120490953,0.832634580090469
"Hungerford",2022-02-16 01:47:00,2.433671036,1.50991480434756,0.923756231652439
"Hungerford",2022-02-16 02:02:00,2.440557912,1.43031769199761,1.01024022000239
"Hungerford",2022-02-16 02:17:00,2.454364657,1.51819892257297,0.936165734427028
"Hungerford",2022-02-16 02:32:00,2.447455785,1.54855757234242,0.898898212657576
"Hungerford",2022-02-16 02:47:00,2.433671036,1.54935227573555,0.884318760264449
"Hungerford",2022-02-16 03:02:00,2.440557912,1.56012599822641,0.880431913773595
"Hungerford",2022-02-16 03:17:00,2.433671036,1.56314329333749,0.870527742662513
"Hungerford",2022-02-16 03:32:00,2.433671036,1.56467562862659,0.868995407373409
"Hungerford",2022-02-16 03:47:00,2.468215417,1.53527317660028,0.932942240399722
"Hungerford",2022-02-16 04:02:00,2.440557912,1.56805198826405,0.872505923735949
"Hungerford",2022-02-16 04:17:00,2.447455785,1.57053730848157,0.876918476518425
"Hungerford",2022-02-16 04:32:00,2.426795151,1.51248463695841,0.914310514041589
"Hungerford",2022-02-16 04:47:00,2.413076342,1.46491070748602,0.948165634513985
"Hungerford",2022-02-16 05:02:00,2.413076342,1.54103904383225,0.872037298167749
"Hungerford",2022-02-16 05:17:00,2.413076342,1.53200280222813,0.881073539771872
"Hungerford",2022-02-16 05:32:00,2.392580466,1.4487417243754,0.943838741624603
"Hungerford",2022-02-16 05:47:00,2.392580466,1.47371729591536,0.918863170084637
"Hungerford",2022-02-16 06:02:00,2.385770447,1.45086404668932,0.934906400310678
"Hungerford",2022-02-16 06:17:00,2.406233409,1.47813986951992,0.928093539480083
"Hungerford",2022-02-16 06:32:00,2.365406158,1.48903948095732,0.876366677042683
"Hungerford",2022-02-16 06:47:00,2.35863997,1.44171242864031,0.91692754135969
"Hungerford",2022-02-16 07:02:00,2.345140431,1.47402831902098,0.871112111979023
"Hungerford",2022-02-16 07:17:00,2.324973156,1.43731356790761,0.887659588092391
"Hungerford",2022-02-16 07:32:00,2.31827259,1.43593693596534,0.882335654034663
"Hungerford",2022-02-16 07:47:00,2.31827259,1.43378583467557,0.88448675532443
"Hungerford",2022-02-16 08:02:00,2.311582947,1.38253741474867,0.929045532251326
"Hungerford",2022-02-16 08:17:00,2.298236413,1.40821816265807,0.890018250341928
"Hungerford",2022-02-16 08:32:00,2.271674237,1.3358582759665,0.935815961033504
"Hungerford",2022-02-16 08:47:00,2.265060939,1.29053528380922,0.974525655190781
"Hungerford",2022-02-16 09:02:00,2.27829843,1.2747478357675,1.0035505942325
"Hungerford",2022-02-16 09:17:00,2.284933521,1.30314507875166,0.981788442248343
"Hungerford",2022-02-16 09:32:00,2.265060939,1.33084340033371,0.934217538666291
"Hungerford",2022-02-16 09:47:00,2.25845853,1.21776838353758,1.04069014646242
"Hungerford",2022-02-16 10:02:00,2.238716602,1.26847748081243,0.970239121187567
"Hungerford",2022-02-16 10:17:00,2.251867007,1.3258523698757,0.926014637124304
"Hungerford",2022-02-16 10:32:00,2.21254624,1.29412251908802,0.918423720911983
"Hungerford",2022-02-16 10:47:00,2.206030801,1.16376604987802,1.04226475112198
"Hungerford",2022-02-16 11:02:00,2.21254624,1.26552717730647,0.947019062693532
"Hungerford",2022-02-16 11:17:00,2.180077532,1.16575195706363,1.01432557493637
"Hungerford",2022-02-16 11:32:00,2.147879724,1.13999342721315,1.00788629678685
"Hungerford",2022-02-16 11:47:00,2.122316174,1.06031411185127,1.06200206214873
