"","Timestamp","Sp Cond.SpecCond@Hungerford Brook","timestamp"
"37",2023-01-01 09:02:00,282.15,2023-01-01 09:02:00
"38",2023-01-01 09:17:00,281.17,2023-01-01 09:17:00
"39",2023-01-01 09:32:00,280.17,2023-01-01 09:32:00
"40",2023-01-01 09:47:00,278.95,2023-01-01 09:47:00
"41",2023-01-01 10:02:00,277.74,2023-01-01 10:02:00
"42",2023-01-01 10:17:00,276.39,2023-01-01 10:17:00
"43",2023-01-01 10:32:00,275.41,2023-01-01 10:32:00
"44",2023-01-01 10:47:00,274.52,2023-01-01 10:47:00
"45",2023-01-01 11:02:00,273.98,2023-01-01 11:02:00
"46",2023-01-01 11:17:00,273.57,2023-01-01 11:17:00
"47",2023-01-01 11:32:00,273.21,2023-01-01 11:32:00
"48",2023-01-01 11:47:00,272.86,2023-01-01 11:47:00
"49",2023-01-01 12:02:00,272.55,2023-01-01 12:02:00
"50",2023-01-01 12:17:00,272.15,2023-01-01 12:17:00
"51",2023-01-01 12:32:00,271.83,2023-01-01 12:32:00
"52",2023-01-01 12:47:00,271.43,2023-01-01 12:47:00
"53",2023-01-01 13:02:00,271.19,2023-01-01 13:02:00
"54",2023-01-01 13:17:00,270.97,2023-01-01 13:17:00
"55",2023-01-01 13:32:00,270.9,2023-01-01 13:32:00
"56",2023-01-01 13:47:00,270.7,2023-01-01 13:47:00
"57",2023-01-01 14:02:00,270.76,2023-01-01 14:02:00
"58",2023-01-01 14:17:00,270.81,2023-01-01 14:17:00
"59",2023-01-01 14:32:00,270.94,2023-01-01 14:32:00
"60",2023-01-01 14:47:00,270.97,2023-01-01 14:47:00
"61",2023-01-01 15:02:00,271.09,2023-01-01 15:02:00
"62",2023-01-01 15:17:00,271.23,2023-01-01 15:17:00
"63",2023-01-01 15:32:00,271.39,2023-01-01 15:32:00
"64",2023-01-01 15:47:00,271.55,2023-01-01 15:47:00
"65",2023-01-01 16:02:00,271.69,2023-01-01 16:02:00
"66",2023-01-01 16:17:00,271.87,2023-01-01 16:17:00
"67",2023-01-01 16:32:00,272.01,2023-01-01 16:32:00
"68",2023-01-01 16:47:00,272.17,2023-01-01 16:47:00
"69",2023-01-01 17:02:00,272.35,2023-01-01 17:02:00
"70",2023-01-01 17:17:00,272.56,2023-01-01 17:17:00
"71",2023-01-01 17:32:00,272.77,2023-01-01 17:32:00
"72",2023-01-01 17:47:00,272.99,2023-01-01 17:47:00
"73",2023-01-01 18:02:00,272.98,2023-01-01 18:02:00
"74",2023-01-01 18:17:00,273.33,2023-01-01 18:17:00
"75",2023-01-01 18:32:00,273.5,2023-01-01 18:32:00
"76",2023-01-01 18:47:00,273.86,2023-01-01 18:47:00
"77",2023-01-01 19:02:00,274.04,2023-01-01 19:02:00
"78",2023-01-01 19:17:00,274.41,2023-01-01 19:17:00
"79",2023-01-01 19:32:00,274.61,2023-01-01 19:32:00
"80",2023-01-01 19:47:00,274.99,2023-01-01 19:47:00
"81",2023-01-01 20:02:00,275.12,2023-01-01 20:02:00
"82",2023-01-01 20:17:00,275.39,2023-01-01 20:17:00
"83",2023-01-01 20:32:00,275.7,2023-01-01 20:32:00
"84",2023-01-01 20:47:00,276.15,2023-01-01 20:47:00
"85",2023-01-01 21:02:00,276.31,2023-01-01 21:02:00
"86",2023-01-01 21:17:00,276.78,2023-01-01 21:17:00
"87",2023-01-01 21:32:00,277.11,2023-01-01 21:32:00
"88",2023-01-01 21:47:00,277.51,2023-01-01 21:47:00
"89",2023-01-01 22:02:00,277.94,2023-01-01 22:02:00
"90",2023-01-01 22:17:00,278.37,2023-01-01 22:17:00
"91",2023-01-01 22:32:00,278.89,2023-01-01 22:32:00
"92",2023-01-01 22:47:00,279.19,2023-01-01 22:47:00
"93",2023-01-01 23:02:00,279.56,2023-01-01 23:02:00
"94",2023-01-01 23:17:00,279.99,2023-01-01 23:17:00
"95",2023-01-01 23:32:00,280.33,2023-01-01 23:32:00
"96",2023-01-01 23:47:00,280.7,2023-01-01 23:47:00
"97",2023-01-02 00:02:00,281.17,2023-01-02 00:02:00
"98",2023-01-02 00:17:00,281.63,2023-01-02 00:17:00
"99",2023-01-02 00:32:00,282.1,2023-01-02 00:32:00
"100",2023-01-02 00:47:00,282.5,2023-01-02 00:47:00
"101",2023-01-02 01:02:00,282.86,2023-01-02 01:02:00
"102",2023-01-02 01:17:00,283.37,2023-01-02 01:17:00
"103",2023-01-02 01:32:00,283.78,2023-01-02 01:32:00
"104",2023-01-02 01:47:00,284.12,2023-01-02 01:47:00
"105",2023-01-02 02:02:00,284.66,2023-01-02 02:02:00
"106",2023-01-02 02:17:00,284.99,2023-01-02 02:17:00
"107",2023-01-02 02:32:00,285.56,2023-01-02 02:32:00
"108",2023-01-02 02:47:00,285.97,2023-01-02 02:47:00
"109",2023-01-02 03:02:00,286.45,2023-01-02 03:02:00
"110",2023-01-02 03:17:00,286.72,2023-01-02 03:17:00
"111",2023-01-02 03:32:00,287.12,2023-01-02 03:32:00
"112",2023-01-02 03:47:00,287.61,2023-01-02 03:47:00
"113",2023-01-02 04:02:00,288.09,2023-01-02 04:02:00
"114",2023-01-02 04:17:00,288.46,2023-01-02 04:17:00
"115",2023-01-02 04:32:00,288.91,2023-01-02 04:32:00
"116",2023-01-02 04:47:00,289.25,2023-01-02 04:47:00
"117",2023-01-02 05:02:00,289.73,2023-01-02 05:02:00
"118",2023-01-02 05:17:00,290.16,2023-01-02 05:17:00
"119",2023-01-02 05:32:00,290.52,2023-01-02 05:32:00
"120",2023-01-02 05:47:00,290.95,2023-01-02 05:47:00
"121",2023-01-02 06:02:00,291.41,2023-01-02 06:02:00
"122",2023-01-02 06:17:00,291.79,2023-01-02 06:17:00
"123",2023-01-02 06:32:00,292.17,2023-01-02 06:32:00
"124",2023-01-02 06:47:00,292.63,2023-01-02 06:47:00
"125",2023-01-02 07:02:00,292.99,2023-01-02 07:02:00
"126",2023-01-02 07:17:00,293.41,2023-01-02 07:17:00
"127",2023-01-02 07:32:00,293.77,2023-01-02 07:32:00
"128",2023-01-02 07:47:00,294.11,2023-01-02 07:47:00
"129",2023-01-02 08:02:00,294.51,2023-01-02 08:02:00
"130",2023-01-02 08:17:00,294.88,2023-01-02 08:17:00
"131",2023-01-02 08:32:00,295.36,2023-01-02 08:32:00
"132",2023-01-02 08:47:00,295.66,2023-01-02 08:47:00
"133",2023-01-02 09:02:00,296.08,2023-01-02 09:02:00
"134",2023-01-02 09:17:00,296.55,2023-01-02 09:17:00
"135",2023-01-02 09:32:00,296.93,2023-01-02 09:32:00
"136",2023-01-02 09:47:00,297.27,2023-01-02 09:47:00
"137",2023-01-02 10:02:00,297.65,2023-01-02 10:02:00
"138",2023-01-02 10:17:00,298.09,2023-01-02 10:17:00
"139",2023-01-02 10:32:00,298.56,2023-01-02 10:32:00
"140",2023-01-02 10:47:00,298.91,2023-01-02 10:47:00
"141",2023-01-02 11:02:00,299.34,2023-01-02 11:02:00
"142",2023-01-02 11:17:00,299.7,2023-01-02 11:17:00
"143",2023-01-02 11:32:00,299.94,2023-01-02 11:32:00
"144",2023-01-02 11:47:00,300.22,2023-01-02 11:47:00
"145",2023-01-02 12:02:00,300.48,2023-01-02 12:02:00
"146",2023-01-02 12:17:00,300.72,2023-01-02 12:17:00
"147",2023-01-02 12:32:00,301.01,2023-01-02 12:32:00
"148",2023-01-02 12:47:00,301.42,2023-01-02 12:47:00
"149",2023-01-02 13:02:00,301.62,2023-01-02 13:02:00
"150",2023-01-02 13:17:00,301.94,2023-01-02 13:17:00
"151",2023-01-02 13:32:00,302.24,2023-01-02 13:32:00
"152",2023-01-02 13:47:00,302.59,2023-01-02 13:47:00
"153",2023-01-02 14:02:00,302.98,2023-01-02 14:02:00
"154",2023-01-02 14:17:00,303.29,2023-01-02 14:17:00
"155",2023-01-02 14:32:00,303.69,2023-01-02 14:32:00
"156",2023-01-02 14:47:00,303.96,2023-01-02 14:47:00
"157",2023-01-02 15:02:00,304.34,2023-01-02 15:02:00
"158",2023-01-02 15:17:00,304.72,2023-01-02 15:17:00
"159",2023-01-02 15:32:00,305.02,2023-01-02 15:32:00
"160",2023-01-02 15:47:00,305.33,2023-01-02 15:47:00
"161",2023-01-02 16:02:00,305.59,2023-01-02 16:02:00
"162",2023-01-02 16:17:00,305.8,2023-01-02 16:17:00
"163",2023-01-02 16:32:00,306.13,2023-01-02 16:32:00
"164",2023-01-02 16:47:00,306.4,2023-01-02 16:47:00
"165",2023-01-02 17:02:00,306.65,2023-01-02 17:02:00
"166",2023-01-02 17:17:00,306.81,2023-01-02 17:17:00
"167",2023-01-02 17:32:00,306.9,2023-01-02 17:32:00
"168",2023-01-02 17:47:00,307.22,2023-01-02 17:47:00
"169",2023-01-02 18:02:00,307.46,2023-01-02 18:02:00
"170",2023-01-02 18:17:00,307.65,2023-01-02 18:17:00
"171",2023-01-02 18:32:00,307.96,2023-01-02 18:32:00
"172",2023-01-02 18:47:00,308.16,2023-01-02 18:47:00
"173",2023-01-02 19:02:00,308.44,2023-01-02 19:02:00
"174",2023-01-02 19:17:00,308.66,2023-01-02 19:17:00
"175",2023-01-02 19:32:00,308.92,2023-01-02 19:32:00
"176",2023-01-02 19:47:00,309.17,2023-01-02 19:47:00
"177",2023-01-02 20:02:00,309.5,2023-01-02 20:02:00
"178",2023-01-02 20:17:00,309.74,2023-01-02 20:17:00
"179",2023-01-02 20:32:00,310.04,2023-01-02 20:32:00
"180",2023-01-02 20:47:00,310.3,2023-01-02 20:47:00
"181",2023-01-02 21:02:00,310.57,2023-01-02 21:02:00
"182",2023-01-02 21:17:00,310.94,2023-01-02 21:17:00
"183",2023-01-02 21:32:00,311.09,2023-01-02 21:32:00
"184",2023-01-02 21:47:00,311.36,2023-01-02 21:47:00
"185",2023-01-02 22:02:00,311.65,2023-01-02 22:02:00
"186",2023-01-02 22:17:00,311.88,2023-01-02 22:17:00
"187",2023-01-02 22:32:00,312.22,2023-01-02 22:32:00
"188",2023-01-02 22:47:00,312.56,2023-01-02 22:47:00
"189",2023-01-02 23:02:00,312.83,2023-01-02 23:02:00
"190",2023-01-02 23:17:00,313.06,2023-01-02 23:17:00
"191",2023-01-02 23:32:00,313.28,2023-01-02 23:32:00
"192",2023-01-02 23:47:00,313.46,2023-01-02 23:47:00
"193",2023-01-03 00:02:00,313.64,2023-01-03 00:02:00
"194",2023-01-03 00:17:00,313.76,2023-01-03 00:17:00
"195",2023-01-03 00:32:00,313.88,2023-01-03 00:32:00
"196",2023-01-03 00:47:00,314.05,2023-01-03 00:47:00
"197",2023-01-03 01:02:00,314.24,2023-01-03 01:02:00
"198",2023-01-03 01:17:00,314.35,2023-01-03 01:17:00
"199",2023-01-03 01:32:00,314.52,2023-01-03 01:32:00
"200",2023-01-03 01:47:00,314.73,2023-01-03 01:47:00
"201",2023-01-03 02:02:00,314.91,2023-01-03 02:02:00
"202",2023-01-03 02:17:00,315.13,2023-01-03 02:17:00
"203",2023-01-03 02:32:00,315.25,2023-01-03 02:32:00
"204",2023-01-03 02:47:00,315.51,2023-01-03 02:47:00
"205",2023-01-03 03:02:00,315.66,2023-01-03 03:02:00
"206",2023-01-03 03:17:00,315.78,2023-01-03 03:17:00
"207",2023-01-03 03:32:00,316.09,2023-01-03 03:32:00
"208",2023-01-03 03:47:00,316.18,2023-01-03 03:47:00
"209",2023-01-03 04:02:00,316.35,2023-01-03 04:02:00
"210",2023-01-03 04:17:00,316.56,2023-01-03 04:17:00
"211",2023-01-03 04:32:00,316.66,2023-01-03 04:32:00
"212",2023-01-03 04:47:00,316.79,2023-01-03 04:47:00
"213",2023-01-03 05:02:00,317.02,2023-01-03 05:02:00
"214",2023-01-03 05:17:00,317.2,2023-01-03 05:17:00
"215",2023-01-03 05:32:00,317.34,2023-01-03 05:32:00
"216",2023-01-03 05:47:00,317.55,2023-01-03 05:47:00
"217",2023-01-03 06:02:00,317.76,2023-01-03 06:02:00
"218",2023-01-03 06:17:00,317.92,2023-01-03 06:17:00
"219",2023-01-03 06:32:00,318.11,2023-01-03 06:32:00
"220",2023-01-03 06:47:00,318.24,2023-01-03 06:47:00
"221",2023-01-03 07:02:00,318.42,2023-01-03 07:02:00
"222",2023-01-03 07:17:00,318.55,2023-01-03 07:17:00
"223",2023-01-03 07:32:00,318.72,2023-01-03 07:32:00
"224",2023-01-03 07:47:00,318.92,2023-01-03 07:47:00
"225",2023-01-03 08:02:00,319.07,2023-01-03 08:02:00
"226",2023-01-03 08:17:00,319.27,2023-01-03 08:17:00
"227",2023-01-03 08:32:00,319.43,2023-01-03 08:32:00
"228",2023-01-03 08:47:00,319.61,2023-01-03 08:47:00
"229",2023-01-03 09:02:00,319.76,2023-01-03 09:02:00
"230",2023-01-03 09:17:00,320.02,2023-01-03 09:17:00
"231",2023-01-03 09:32:00,320.16,2023-01-03 09:32:00
"232",2023-01-03 09:47:00,320.36,2023-01-03 09:47:00
"233",2023-01-03 10:02:00,320.55,2023-01-03 10:02:00
"234",2023-01-03 10:17:00,320.75,2023-01-03 10:17:00
"235",2023-01-03 10:32:00,320.94,2023-01-03 10:32:00
"236",2023-01-03 10:47:00,321.16,2023-01-03 10:47:00
"237",2023-01-03 11:02:00,321.36,2023-01-03 11:02:00
"238",2023-01-03 11:17:00,321.59,2023-01-03 11:17:00
"239",2023-01-03 11:32:00,321.7,2023-01-03 11:32:00
"240",2023-01-03 11:47:00,321.9,2023-01-03 11:47:00
"241",2023-01-03 12:02:00,322.14,2023-01-03 12:02:00
"242",2023-01-03 12:17:00,322.35,2023-01-03 12:17:00
"243",2023-01-03 12:32:00,322.51,2023-01-03 12:32:00
"244",2023-01-03 12:47:00,322.78,2023-01-03 12:47:00
"245",2023-01-03 13:02:00,322.98,2023-01-03 13:02:00
"246",2023-01-03 13:17:00,323.25,2023-01-03 13:17:00
"247",2023-01-03 13:32:00,323.46,2023-01-03 13:32:00
"248",2023-01-03 13:47:00,323.6,2023-01-03 13:47:00
"249",2023-01-03 14:02:00,323.75,2023-01-03 14:02:00
"250",2023-01-03 14:17:00,323.92,2023-01-03 14:17:00
"251",2023-01-03 14:32:00,323.98,2023-01-03 14:32:00
"252",2023-01-03 14:47:00,324.09,2023-01-03 14:47:00
"253",2023-01-03 15:02:00,324.15,2023-01-03 15:02:00
"254",2023-01-03 15:17:00,324.28,2023-01-03 15:17:00
"255",2023-01-03 15:32:00,324.45,2023-01-03 15:32:00
"256",2023-01-03 15:47:00,324.61,2023-01-03 15:47:00
"257",2023-01-03 16:02:00,324.79,2023-01-03 16:02:00
"258",2023-01-03 16:17:00,324.98,2023-01-03 16:17:00
"259",2023-01-03 16:32:00,325.22,2023-01-03 16:32:00
"260",2023-01-03 16:47:00,325.48,2023-01-03 16:47:00
"261",2023-01-03 17:02:00,325.7,2023-01-03 17:02:00
"262",2023-01-03 17:17:00,325.95,2023-01-03 17:17:00
"263",2023-01-03 17:32:00,326.14,2023-01-03 17:32:00
"264",2023-01-03 17:47:00,326.4,2023-01-03 17:47:00
"265",2023-01-03 18:02:00,326.51,2023-01-03 18:02:00
"266",2023-01-03 18:17:00,326.71,2023-01-03 18:17:00
"267",2023-01-03 18:32:00,326.89,2023-01-03 18:32:00
"268",2023-01-03 18:47:00,327.04,2023-01-03 18:47:00
"269",2023-01-03 19:02:00,327.17,2023-01-03 19:02:00
"270",2023-01-03 19:17:00,327.36,2023-01-03 19:17:00
"271",2023-01-03 19:32:00,327.46,2023-01-03 19:32:00
"272",2023-01-03 19:47:00,327.68,2023-01-03 19:47:00
"273",2023-01-03 20:02:00,327.8,2023-01-03 20:02:00
"274",2023-01-03 20:17:00,327.94,2023-01-03 20:17:00
"275",2023-01-03 20:32:00,328.05,2023-01-03 20:32:00
"276",2023-01-03 20:47:00,328.15,2023-01-03 20:47:00
"277",2023-01-03 21:02:00,328.32,2023-01-03 21:02:00
"278",2023-01-03 21:17:00,328.48,2023-01-03 21:17:00
"279",2023-01-03 21:32:00,328.62,2023-01-03 21:32:00
"280",2023-01-03 21:47:00,328.7,2023-01-03 21:47:00
"281",2023-01-03 22:02:00,328.85,2023-01-03 22:02:00
"282",2023-01-03 22:17:00,329.08,2023-01-03 22:17:00
"283",2023-01-03 22:32:00,329.26,2023-01-03 22:32:00
"284",2023-01-03 22:47:00,329.5,2023-01-03 22:47:00
"285",2023-01-03 23:02:00,329.69,2023-01-03 23:02:00
"286",2023-01-03 23:17:00,329.9,2023-01-03 23:17:00
"287",2023-01-03 23:32:00,330.1,2023-01-03 23:32:00
"288",2023-01-03 23:47:00,330.29,2023-01-03 23:47:00
"289",2023-01-04 00:02:00,330.5,2023-01-04 00:02:00
"290",2023-01-04 00:17:00,330.68,2023-01-04 00:17:00
"291",2023-01-04 00:32:00,330.94,2023-01-04 00:32:00
"292",2023-01-04 00:47:00,331.16,2023-01-04 00:47:00
"293",2023-01-04 01:02:00,331.44,2023-01-04 01:02:00
"294",2023-01-04 01:17:00,331.64,2023-01-04 01:17:00
"295",2023-01-04 01:32:00,331.84,2023-01-04 01:32:00
"296",2023-01-04 01:47:00,331.96,2023-01-04 01:47:00
"297",2023-01-04 02:02:00,332.13,2023-01-04 02:02:00
"298",2023-01-04 02:17:00,332.28,2023-01-04 02:17:00
"299",2023-01-04 02:32:00,332.39,2023-01-04 02:32:00
"300",2023-01-04 02:47:00,332.49,2023-01-04 02:47:00
"301",2023-01-04 03:02:00,332.56,2023-01-04 03:02:00
"302",2023-01-04 03:17:00,332.64,2023-01-04 03:17:00
"303",2023-01-04 03:32:00,332.72,2023-01-04 03:32:00
"304",2023-01-04 03:47:00,332.81,2023-01-04 03:47:00
"305",2023-01-04 04:02:00,332.99,2023-01-04 04:02:00
"306",2023-01-04 04:17:00,333.06,2023-01-04 04:17:00
"307",2023-01-04 04:32:00,333.12,2023-01-04 04:32:00
"308",2023-01-04 04:47:00,333.28,2023-01-04 04:47:00
"309",2023-01-04 05:02:00,333.47,2023-01-04 05:02:00
"310",2023-01-04 05:17:00,333.63,2023-01-04 05:17:00
"311",2023-01-04 05:32:00,333.76,2023-01-04 05:32:00
"312",2023-01-04 05:47:00,333.95,2023-01-04 05:47:00
"313",2023-01-04 06:02:00,333.99,2023-01-04 06:02:00
"314",2023-01-04 06:17:00,334.1,2023-01-04 06:17:00
"315",2023-01-04 06:32:00,334.18,2023-01-04 06:32:00
"316",2023-01-04 06:47:00,334.33,2023-01-04 06:47:00
"317",2023-01-04 07:02:00,334.41,2023-01-04 07:02:00
"318",2023-01-04 07:17:00,334.51,2023-01-04 07:17:00
"319",2023-01-04 07:32:00,334.56,2023-01-04 07:32:00
"320",2023-01-04 07:47:00,334.57,2023-01-04 07:47:00
"321",2023-01-04 08:02:00,334.54,2023-01-04 08:02:00
"322",2023-01-04 08:17:00,334.54,2023-01-04 08:17:00
"323",2023-01-04 08:32:00,334.6,2023-01-04 08:32:00
"324",2023-01-04 08:47:00,334.68,2023-01-04 08:47:00
"325",2023-01-04 09:02:00,334.73,2023-01-04 09:02:00
"326",2023-01-04 09:17:00,334.78,2023-01-04 09:17:00
"327",2023-01-04 09:32:00,334.74,2023-01-04 09:32:00
"328",2023-01-04 09:47:00,334.72,2023-01-04 09:47:00
"329",2023-01-04 10:02:00,334.66,2023-01-04 10:02:00
"330",2023-01-04 10:17:00,334.67,2023-01-04 10:17:00
"331",2023-01-04 10:32:00,334.57,2023-01-04 10:32:00
"332",2023-01-04 10:47:00,334.48,2023-01-04 10:47:00
"333",2023-01-04 11:02:00,334.4,2023-01-04 11:02:00
"334",2023-01-04 11:17:00,334.42,2023-01-04 11:17:00
"335",2023-01-04 11:32:00,334.4,2023-01-04 11:32:00
"336",2023-01-04 11:47:00,334.3,2023-01-04 11:47:00
"337",2023-01-04 12:02:00,334.34,2023-01-04 12:02:00
"338",2023-01-04 12:17:00,334.36,2023-01-04 12:17:00
"339",2023-01-04 12:32:00,334.41,2023-01-04 12:32:00
"340",2023-01-04 12:47:00,334.45,2023-01-04 12:47:00
"341",2023-01-04 13:02:00,334.56,2023-01-04 13:02:00
"342",2023-01-04 13:17:00,334.61,2023-01-04 13:17:00
"343",2023-01-04 13:32:00,334.64,2023-01-04 13:32:00
"344",2023-01-04 13:47:00,334.67,2023-01-04 13:47:00
"345",2023-01-04 14:02:00,334.79,2023-01-04 14:02:00
"346",2023-01-04 14:17:00,334.96,2023-01-04 14:17:00
"347",2023-01-04 14:32:00,335.15,2023-01-04 14:32:00
"348",2023-01-04 14:47:00,335.26,2023-01-04 14:47:00
"349",2023-01-04 15:02:00,335.33,2023-01-04 15:02:00
"350",2023-01-04 15:17:00,335.49,2023-01-04 15:17:00
"351",2023-01-04 15:32:00,335.66,2023-01-04 15:32:00
"352",2023-01-04 15:47:00,335.74,2023-01-04 15:47:00
"353",2023-01-04 16:02:00,335.82,2023-01-04 16:02:00
"354",2023-01-04 16:17:00,335.94,2023-01-04 16:17:00
"355",2023-01-04 16:32:00,336.06,2023-01-04 16:32:00
"356",2023-01-04 16:47:00,336.14,2023-01-04 16:47:00
"357",2023-01-04 17:02:00,336.27,2023-01-04 17:02:00
"358",2023-01-04 17:17:00,336.31,2023-01-04 17:17:00
"359",2023-01-04 17:32:00,336.45,2023-01-04 17:32:00
"360",2023-01-04 17:47:00,336.54,2023-01-04 17:47:00
"361",2023-01-04 18:02:00,336.61,2023-01-04 18:02:00
"362",2023-01-04 18:17:00,336.64,2023-01-04 18:17:00
"363",2023-01-04 18:32:00,336.63,2023-01-04 18:32:00
"364",2023-01-04 18:47:00,336.56,2023-01-04 18:47:00
"365",2023-01-04 19:02:00,336.63,2023-01-04 19:02:00
"366",2023-01-04 19:17:00,336.56,2023-01-04 19:17:00
"367",2023-01-04 19:32:00,336.5,2023-01-04 19:32:00
"368",2023-01-04 19:47:00,336.45,2023-01-04 19:47:00
"369",2023-01-04 20:02:00,336.28,2023-01-04 20:02:00
"370",2023-01-04 20:17:00,336.19,2023-01-04 20:17:00
"371",2023-01-04 20:32:00,336.08,2023-01-04 20:32:00
"372",2023-01-04 20:47:00,335.83,2023-01-04 20:47:00
"373",2023-01-04 21:02:00,335.59,2023-01-04 21:02:00
"374",2023-01-04 21:17:00,335.44,2023-01-04 21:17:00
"375",2023-01-04 21:32:00,335.21,2023-01-04 21:32:00
"376",2023-01-04 21:47:00,334.95,2023-01-04 21:47:00
"377",2023-01-04 22:02:00,334.7,2023-01-04 22:02:00
"378",2023-01-04 22:17:00,334.78,2023-01-04 22:17:00
"379",2023-01-04 22:32:00,335.77,2023-01-04 22:32:00
"380",2023-01-04 22:47:00,336.14,2023-01-04 22:47:00
"381",2023-01-04 23:02:00,335.6,2023-01-04 23:02:00
"382",2023-01-04 23:17:00,333.75,2023-01-04 23:17:00
"383",2023-01-04 23:32:00,332.27,2023-01-04 23:32:00
"384",2023-01-04 23:47:00,330.69,2023-01-04 23:47:00
"385",2023-01-05 00:02:00,329.22,2023-01-05 00:02:00
"386",2023-01-05 00:17:00,327.14,2023-01-05 00:17:00
"387",2023-01-05 00:32:00,324.65,2023-01-05 00:32:00
"388",2023-01-05 00:47:00,321.58,2023-01-05 00:47:00
"389",2023-01-05 01:02:00,317.16,2023-01-05 01:02:00
"390",2023-01-05 01:17:00,313.26,2023-01-05 01:17:00
"391",2023-01-05 01:32:00,309.06,2023-01-05 01:32:00
"392",2023-01-05 01:47:00,303.25,2023-01-05 01:47:00
"393",2023-01-05 02:02:00,295.77,2023-01-05 02:02:00
"394",2023-01-05 02:17:00,289,2023-01-05 02:17:00
"395",2023-01-05 02:32:00,281.62,2023-01-05 02:32:00
"396",2023-01-05 02:47:00,274.15,2023-01-05 02:47:00
"397",2023-01-05 03:02:00,269.82,2023-01-05 03:02:00
"398",2023-01-05 03:17:00,262.81,2023-01-05 03:17:00
"399",2023-01-05 03:32:00,255.4,2023-01-05 03:32:00
"400",2023-01-05 03:47:00,248.85,2023-01-05 03:47:00
"401",2023-01-05 04:02:00,241.37,2023-01-05 04:02:00
"402",2023-01-05 04:17:00,234.84,2023-01-05 04:17:00
"403",2023-01-05 04:32:00,231.11,2023-01-05 04:32:00
"404",2023-01-05 04:47:00,227.89,2023-01-05 04:47:00
"405",2023-01-05 05:02:00,225.4,2023-01-05 05:02:00
"406",2023-01-05 05:17:00,223.98,2023-01-05 05:17:00
"407",2023-01-05 05:32:00,223.96,2023-01-05 05:32:00
"408",2023-01-05 05:47:00,223.79,2023-01-05 05:47:00
"409",2023-01-05 06:02:00,222.97,2023-01-05 06:02:00
"410",2023-01-05 06:17:00,221.99,2023-01-05 06:17:00
"411",2023-01-05 06:32:00,220.97,2023-01-05 06:32:00
"412",2023-01-05 06:47:00,220.05,2023-01-05 06:47:00
"413",2023-01-05 07:02:00,219.26,2023-01-05 07:02:00
"414",2023-01-05 07:17:00,218.34,2023-01-05 07:17:00
"415",2023-01-05 07:32:00,217.38,2023-01-05 07:32:00
"416",2023-01-05 07:47:00,216.29,2023-01-05 07:47:00
"417",2023-01-05 08:02:00,215.44,2023-01-05 08:02:00
"418",2023-01-05 08:17:00,214.91,2023-01-05 08:17:00
"419",2023-01-05 08:32:00,214.26,2023-01-05 08:32:00
"420",2023-01-05 08:47:00,213.85,2023-01-05 08:47:00
"421",2023-01-05 09:02:00,213.55,2023-01-05 09:02:00
"422",2023-01-05 09:17:00,213.43,2023-01-05 09:17:00
