timestamp,q_cms
1/1/22 0:00,1.191982815
1/1/22 0:15,1.187389955
1/1/22 0:30,1.182807109
1/1/22 0:45,1.187389955
1/1/22 1:00,1.187389955
1/1/22 1:15,1.201198597
1/1/22 1:30,1.196585694
1/1/22 1:45,1.196585694
1/1/22 2:00,1.201198597
1/1/22 2:15,1.187389955
1/1/22 2:30,1.196585694
1/1/22 2:45,1.196585694
1/1/22 3:00,1.191982815
1/1/22 3:15,1.196585694
1/1/22 3:30,1.201198597
1/1/22 3:45,1.196585694
1/1/22 4:00,1.191982815
1/1/22 4:15,1.191982815
1/1/22 4:30,1.191982815
1/1/22 4:45,1.187389955
1/1/22 5:00,1.191982815
1/1/22 5:15,1.191982815
1/1/22 5:30,1.191982815
1/1/22 5:45,1.196585694
1/1/22 6:00,1.191982815
1/1/22 6:15,1.196585694
1/1/22 6:30,1.196585694
1/1/22 6:45,1.187389955
1/1/22 7:00,1.196585694
1/1/22 7:15,1.196585694
1/1/22 7:30,1.201198597
1/1/22 7:45,1.205821529
1/1/22 8:00,1.210454495
1/1/22 8:15,1.201198597
1/1/22 8:30,1.201198597
1/1/22 8:45,1.210454495
1/1/22 9:00,1.210454495
1/1/22 9:15,1.210454495
1/1/22 9:30,1.205821529
1/1/22 9:45,1.210454495
1/1/22 10:00,1.210454495
1/1/22 10:15,1.210454495
1/1/22 10:30,1.224413647
1/1/22 10:45,1.2150975
1/1/22 11:00,1.2150975
1/1/22 11:15,1.224413647
1/1/22 11:30,1.224413647
1/1/22 11:45,1.2150975
1/1/22 12:00,1.219750549
1/1/22 12:15,1.2290868
1/1/22 12:30,1.224413647
1/1/22 12:45,1.2290868
1/1/22 13:00,1.233770011
1/1/22 13:15,1.224413647
1/1/22 13:30,1.233770011
1/1/22 13:45,1.233770011
1/1/22 14:00,1.252603545
1/1/22 14:15,1.24316663
1/1/22 14:30,1.257337126
1/1/22 14:45,1.247880048
1/1/22 15:00,1.262080795
1/1/22 15:15,1.247880048
1/1/22 15:30,1.24316663
1/1/22 15:45,1.262080795
1/1/22 16:00,1.262080795
1/1/22 16:15,1.252603545
1/1/22 16:30,1.252603545
1/1/22 16:45,1.266834558
1/1/22 17:00,1.271598419
1/1/22 17:15,1.276372384
1/1/22 17:30,1.281156458
1/1/22 17:45,1.295569378
1/1/22 18:00,1.300393934
1/1/22 18:15,1.314928419
1/1/22 18:30,1.300393934
1/1/22 18:45,1.319793536
1/1/22 19:00,1.329554232
1/1/22 19:15,1.344271504
1/1/22 19:30,1.339355577
1/1/22 19:45,1.349197609
1/1/22 20:00,1.373980949
1/1/22 20:15,1.383965691
1/1/22 20:30,1.388973382
1/1/22 20:45,1.404057794
1/1/22 21:00,1.419234316
1/1/22 21:15,1.43961318
1/1/22 21:30,1.449864199
1/1/22 21:45,1.460156326
1/1/22 22:00,1.470489599
1/1/22 22:15,1.496503042
1/1/22 22:30,1.506980622
1/1/22 22:45,1.549304466
1/1/22 23:00,1.570715023
1/1/22 23:15,1.59229173
1/1/22 23:30,1.624968967
1/1/22 23:45,1.641448334
1/2/22 0:00,1.68585318
1/2/22 0:15,1.719596858
1/2/22 0:30,1.753718796
1/2/22 0:45,1.794007093
1/2/22 1:00,1.823101314
1/2/22 1:15,1.864278014
1/2/22 1:30,1.899986373
1/2/22 1:45,1.95426769
1/2/22 2:00,1.990935784
1/2/22 2:15,2.015595304
1/2/22 2:30,2.059162584
1/2/22 2:45,2.07799553
1/2/22 3:00,2.103256907
1/2/22 3:15,2.115952292
1/2/22 3:30,2.147879724
1/2/22 3:45,2.154297639
1/2/22 4:00,2.167165931
1/2/22 4:15,2.180077532
1/2/22 4:30,2.206030801
1/2/22 4:45,2.199526216
1/2/22 5:00,2.206030801
1/2/22 5:15,2.206030801
1/2/22 5:30,2.206030801
1/2/22 5:45,2.193032478
1/2/22 6:00,2.193032478
1/2/22 6:15,2.206030801
1/2/22 6:30,2.199526216
1/2/22 6:45,2.193032478
1/2/22 7:00,2.167165931
1/2/22 7:15,2.141472625
1/2/22 7:30,2.160726373
1/2/22 7:45,2.154297639
1/2/22 8:00,2.141472625
1/2/22 8:15,2.135076336
1/2/22 8:30,2.115952292
1/2/22 8:45,2.115952292
1/2/22 9:00,2.090604664
1/2/22 9:15,2.090604664
1/2/22 9:30,2.065429471
1/2/22 9:45,2.052906453
1/2/22 10:00,2.059162584
1/2/22 10:15,2.040426442
1/2/22 10:30,2.034202553
1/2/22 10:45,2.003244109
1/2/22 11:00,2.015595304
1/2/22 11:15,2.015595304
1/2/22 11:30,2.009414345
1/2/22 11:45,1.984797688
1/2/22 12:00,1.978670296
1/2/22 12:15,1.978670296
1/2/22 12:30,1.972553604
1/2/22 12:45,1.978670296
1/2/22 13:00,1.95426769
1/2/22 13:15,1.95426769
1/2/22 13:30,1.942130504
1/2/22 13:45,1.948193757
1/2/22 14:00,1.936077924
1/2/22 14:15,1.936077924
1/2/22 14:30,1.930036016
1/2/22 14:45,1.917984191
1/2/22 15:00,1.930036016
1/2/22 15:15,1.917984191
1/2/22 15:30,1.924004773
1/2/22 15:45,1.924004773
1/2/22 16:00,1.924004773
1/2/22 16:15,1.911974267
1/2/22 16:30,1.911974267
1/2/22 16:45,1.905974996
1/2/22 17:00,1.888041056
1/2/22 17:15,1.882084353
1/2/22 17:30,1.888041056
1/2/22 17:45,1.882084353
1/2/22 18:00,1.876138282
1/2/22 18:15,1.882084353
1/2/22 18:30,1.864278014
1/2/22 18:45,1.882084353
1/2/22 19:00,1.858363809
1/2/22 19:15,1.870202836
1/2/22 19:30,1.882084353
1/2/22 19:45,1.876138282
1/2/22 20:00,1.888041056
1/2/22 20:15,1.876138282
1/2/22 20:30,1.888041056
1/2/22 20:45,1.894008395
1/2/22 21:00,1.894008395
1/2/22 21:15,1.894008395
1/2/22 21:30,1.894008395
1/2/22 21:45,1.917984191
1/2/22 22:00,1.924004773
1/2/22 22:15,1.936077924
1/2/22 22:30,1.948193757
1/2/22 22:45,1.948193757
1/2/22 23:00,1.95426769
1/2/22 23:15,1.972553604
1/2/22 23:30,1.966447609
1/2/22 23:45,1.978670296
1/3/22 0:00,1.984797688
1/3/22 0:15,1.99708459
1/3/22 0:30,1.99708459
1/3/22 0:45,2.015595304
1/3/22 1:00,2.027989403
1/3/22 1:15,2.021786988
1/3/22 1:30,2.003244109
1/3/22 1:45,2.027989403
1/3/22 2:00,2.009414345
1/3/22 2:15,2.021786988
1/3/22 2:30,2.015595304
1/3/22 2:45,2.027989403
1/3/22 3:00,2.040426442
1/3/22 3:15,2.027989403
1/3/22 3:30,2.059162584
1/3/22 3:45,2.059162584
1/3/22 4:00,2.059162584
1/3/22 4:15,2.07799553
1/3/22 4:30,2.096925395
1/3/22 4:45,2.090604664
1/3/22 5:00,2.103256907
1/3/22 5:15,2.109599205
1/3/22 5:30,2.122316174
1/3/22 5:45,2.115952292
1/3/22 6:00,2.115952292
1/3/22 6:15,2.147879724
1/3/22 6:30,2.141472625
1/3/22 6:45,2.167165931
1/3/22 7:00,2.186549585
1/3/22 7:15,2.193032478
1/3/22 7:30,2.186549585
1/3/22 7:45,2.219072535
1/3/22 8:00,2.21254624
1/3/22 8:15,2.225609691
1/3/22 8:30,2.238716602
1/3/22 8:45,2.265060939
1/3/22 9:00,2.245286366
1/3/22 9:15,2.27829843
1/3/22 9:30,2.298236413
1/3/22 9:45,2.298236413
1/3/22 10:00,2.31827259
1/3/22 10:15,2.35863997
1/3/22 10:30,2.372183298
1/3/22 10:45,2.392580466
1/3/22 11:00,2.413076342
1/3/22 11:15,2.440557912
1/3/22 11:30,2.433671036
1/3/22 11:45,2.454364657
1/3/22 12:00,2.475157314
1/3/22 12:15,2.496049115
1/3/22 12:30,2.503035099
1/3/22 12:45,2.510032116
1/3/22 13:00,2.524059261
1/3/22 13:15,2.545182819
1/3/22 13:30,2.609150946
1/3/22 13:45,2.637869438
1/3/22 14:00,2.645076819
1/3/22 14:15,2.496049115
1/3/22 14:30,2.517040168
1/3/22 14:45,2.510032116
1/3/22 15:00,2.531089398
1/3/22 15:15,2.524059261
1/3/22 15:30,2.538130582
1/3/22 15:45,2.531089398
1/3/22 16:00,2.510032116
1/3/22 16:15,2.524059261
1/3/22 16:30,2.517040168
1/3/22 16:45,2.517040168
1/3/22 17:00,2.517040168
1/3/22 17:15,2.545182819
1/3/22 17:30,2.552246112
1/3/22 17:45,2.545182819
1/3/22 18:00,2.580609922
1/3/22 18:15,2.552246112
1/3/22 18:30,2.573502366
1/3/22 18:45,2.573502366
1/3/22 19:00,2.573502366
1/3/22 19:15,2.573502366
1/3/22 19:30,2.580609922
1/3/22 19:45,2.609150946
1/3/22 20:00,2.616313922
1/3/22 20:15,2.616313922
1/3/22 20:30,2.623487993
1/3/22 20:45,2.623487993
1/3/22 21:00,2.637869438
1/3/22 21:15,2.637869438
1/3/22 21:30,2.645076819
1/3/22 21:45,2.645076819
1/3/22 22:00,2.674017499
1/3/22 22:15,2.637869438
1/3/22 22:30,2.674017499
1/3/22 22:45,2.681280477
1/3/22 23:00,2.674017499
1/3/22 23:15,2.674017499
1/3/22 23:30,2.666765648
1/3/22 23:45,2.681280477
1/4/22 0:00,2.674017499
1/4/22 0:15,2.688554586
1/4/22 0:30,2.674017499
1/4/22 0:45,2.688554586
1/4/22 1:00,2.681280477
1/4/22 1:15,2.69583983
1/4/22 1:30,2.703136212
1/4/22 1:45,2.69583983
1/4/22 2:00,2.725092233
1/4/22 2:15,2.710443738
1/4/22 2:30,2.703136212
1/4/22 2:45,2.71776241
1/4/22 3:00,2.71776241
1/4/22 3:15,2.739785346
1/4/22 3:30,2.73243321
1/4/22 3:45,2.747148644
1/4/22 4:00,2.739785346
1/4/22 4:15,2.761908742
1/4/22 4:30,2.76930555
1/4/22 4:45,2.791563056
1/4/22 5:00,2.821396401
1/4/22 5:15,2.82888274
1/4/22 5:30,2.843889048
1/4/22 5:45,2.858940222
1/4/22 6:00,2.874036292
1/4/22 6:15,2.866482643
1/4/22 6:30,2.904363244
1/4/22 6:45,2.889177289
1/4/22 7:00,2.896764645
1/4/22 7:15,2.904363244
1/4/22 7:30,2.896764645
1/4/22 7:45,2.904363244
1/4/22 8:00,2.904363244
1/4/22 8:15,2.896764645
1/4/22 8:30,2.896764645
1/4/22 8:45,2.896764645
1/4/22 9:00,2.896764645
1/4/22 9:15,2.896764645
1/4/22 9:30,2.919594188
1/4/22 9:45,2.911973091
1/4/22 10:00,2.904363244
1/4/22 10:15,2.889177289
1/4/22 10:30,2.896764645
1/4/22 10:45,2.851409025
1/4/22 11:00,2.858940222
1/4/22 11:15,2.82888274
1/4/22 11:30,2.806457334
1/4/22 11:45,2.791563056
1/4/22 12:00,2.754523108
1/4/22 12:15,2.703136212
1/4/22 12:30,2.659524921
1/4/22 12:45,2.616313922
1/4/22 13:00,2.573502366
1/4/22 13:15,2.510032116
1/4/22 13:30,2.468215417
1/4/22 13:45,2.413076342
1/4/22 14:00,2.392580466
1/4/22 14:15,2.35863997
1/4/22 14:30,2.31827259
1/4/22 14:45,2.284933521
1/4/22 15:00,2.251867007
1/4/22 15:15,2.219072535
