"","Timestamp","Sp Cond.SpecCond@Hungerford Brook","timestamp"
"85",2022-01-01 21:02:00,533.29,2022-01-01 21:02:00
"86",2022-01-01 21:17:00,533.38,2022-01-01 21:17:00
"87",2022-01-01 21:32:00,533.45,2022-01-01 21:32:00
"88",2022-01-01 21:47:00,533.13,2022-01-01 21:47:00
"89",2022-01-01 22:02:00,532.65,2022-01-01 22:02:00
"90",2022-01-01 22:17:00,531.93,2022-01-01 22:17:00
"91",2022-01-01 22:32:00,531.51,2022-01-01 22:32:00
"92",2022-01-01 22:47:00,531.61,2022-01-01 22:47:00
"93",2022-01-01 23:02:00,531.66,2022-01-01 23:02:00
"94",2022-01-01 23:17:00,531.27,2022-01-01 23:17:00
"95",2022-01-01 23:32:00,531.54,2022-01-01 23:32:00
"96",2022-01-01 23:47:00,532.62,2022-01-01 23:47:00
"97",2022-01-02 00:02:00,533.87,2022-01-02 00:02:00
"98",2022-01-02 00:17:00,535.17,2022-01-02 00:17:00
"99",2022-01-02 00:32:00,536.43,2022-01-02 00:32:00
"100",2022-01-02 00:47:00,537.3,2022-01-02 00:47:00
"101",2022-01-02 01:02:00,537.5,2022-01-02 01:02:00
"102",2022-01-02 01:17:00,537.12,2022-01-02 01:17:00
"103",2022-01-02 01:32:00,536.3,2022-01-02 01:32:00
"104",2022-01-02 01:47:00,535.57,2022-01-02 01:47:00
"105",2022-01-02 02:02:00,535.05,2022-01-02 02:02:00
"106",2022-01-02 02:17:00,534.7,2022-01-02 02:17:00
"107",2022-01-02 02:32:00,534.81,2022-01-02 02:32:00
"108",2022-01-02 02:47:00,534.95,2022-01-02 02:47:00
"109",2022-01-02 03:02:00,535.2,2022-01-02 03:02:00
"110",2022-01-02 03:17:00,535.59,2022-01-02 03:17:00
"111",2022-01-02 03:32:00,535.64,2022-01-02 03:32:00
"112",2022-01-02 03:47:00,535.46,2022-01-02 03:47:00
"113",2022-01-02 04:02:00,534.65,2022-01-02 04:02:00
"114",2022-01-02 04:17:00,533.34,2022-01-02 04:17:00
"115",2022-01-02 04:32:00,532.01,2022-01-02 04:32:00
"116",2022-01-02 04:47:00,530.65,2022-01-02 04:47:00
"117",2022-01-02 05:02:00,529.63,2022-01-02 05:02:00
"118",2022-01-02 05:17:00,528.85,2022-01-02 05:17:00
"119",2022-01-02 05:32:00,528.52,2022-01-02 05:32:00
"120",2022-01-02 05:47:00,528.29,2022-01-02 05:47:00
"121",2022-01-02 06:02:00,528.11,2022-01-02 06:02:00
"122",2022-01-02 06:17:00,528.01,2022-01-02 06:17:00
"123",2022-01-02 06:32:00,527.83,2022-01-02 06:32:00
"124",2022-01-02 06:47:00,527.55,2022-01-02 06:47:00
"125",2022-01-02 07:02:00,527.09,2022-01-02 07:02:00
"126",2022-01-02 07:17:00,526.01,2022-01-02 07:17:00
"127",2022-01-02 07:32:00,524.91,2022-01-02 07:32:00
"128",2022-01-02 07:47:00,523.76,2022-01-02 07:47:00
"129",2022-01-02 08:02:00,522.9,2022-01-02 08:02:00
"130",2022-01-02 08:17:00,522.24,2022-01-02 08:17:00
"131",2022-01-02 08:32:00,521.94,2022-01-02 08:32:00
"132",2022-01-02 08:47:00,521.88,2022-01-02 08:47:00
"133",2022-01-02 09:02:00,521.87,2022-01-02 09:02:00
"134",2022-01-02 09:17:00,522.02,2022-01-02 09:17:00
"135",2022-01-02 09:32:00,522.36,2022-01-02 09:32:00
"136",2022-01-02 09:47:00,522.76,2022-01-02 09:47:00
"137",2022-01-02 10:02:00,523.43,2022-01-02 10:02:00
"138",2022-01-02 10:17:00,523.96,2022-01-02 10:17:00
"139",2022-01-02 10:32:00,524.39,2022-01-02 10:32:00
"140",2022-01-02 10:47:00,524.66,2022-01-02 10:47:00
"141",2022-01-02 11:02:00,525.08,2022-01-02 11:02:00
"142",2022-01-02 11:17:00,525.32,2022-01-02 11:17:00
"143",2022-01-02 11:32:00,525.31,2022-01-02 11:32:00
"144",2022-01-02 11:47:00,525.29,2022-01-02 11:47:00
"145",2022-01-02 12:02:00,525.13,2022-01-02 12:02:00
"146",2022-01-02 12:17:00,525.01,2022-01-02 12:17:00
"147",2022-01-02 12:32:00,524.69,2022-01-02 12:32:00
"148",2022-01-02 12:47:00,524.3,2022-01-02 12:47:00
"149",2022-01-02 13:02:00,524.09,2022-01-02 13:02:00
"150",2022-01-02 13:17:00,523.87,2022-01-02 13:17:00
"151",2022-01-02 13:32:00,523.55,2022-01-02 13:32:00
"152",2022-01-02 13:47:00,522.83,2022-01-02 13:47:00
"153",2022-01-02 14:02:00,522.27,2022-01-02 14:02:00
"154",2022-01-02 14:17:00,521.9,2022-01-02 14:17:00
"155",2022-01-02 14:32:00,521.7,2022-01-02 14:32:00
"156",2022-01-02 14:47:00,521.57,2022-01-02 14:47:00
"157",2022-01-02 15:02:00,521.51,2022-01-02 15:02:00
"158",2022-01-02 15:17:00,521.43,2022-01-02 15:17:00
"159",2022-01-02 15:32:00,521.22,2022-01-02 15:32:00
"160",2022-01-02 15:47:00,520.94,2022-01-02 15:47:00
"161",2022-01-02 16:02:00,520.98,2022-01-02 16:02:00
"162",2022-01-02 16:17:00,521.34,2022-01-02 16:17:00
"163",2022-01-02 16:32:00,521.89,2022-01-02 16:32:00
"164",2022-01-02 16:47:00,522.35,2022-01-02 16:47:00
"165",2022-01-02 17:02:00,522.87,2022-01-02 17:02:00
"166",2022-01-02 17:17:00,523.16,2022-01-02 17:17:00
"167",2022-01-02 17:32:00,523.42,2022-01-02 17:32:00
"168",2022-01-02 17:47:00,523.52,2022-01-02 17:47:00
"169",2022-01-02 18:02:00,523.56,2022-01-02 18:02:00
"170",2022-01-02 18:17:00,523.8,2022-01-02 18:17:00
"171",2022-01-02 18:32:00,524.12,2022-01-02 18:32:00
"172",2022-01-02 18:47:00,524.58,2022-01-02 18:47:00
"173",2022-01-02 19:02:00,525.08,2022-01-02 19:02:00
"174",2022-01-02 19:17:00,525.64,2022-01-02 19:17:00
"175",2022-01-02 19:32:00,526.1,2022-01-02 19:32:00
"176",2022-01-02 19:47:00,526.76,2022-01-02 19:47:00
"177",2022-01-02 20:02:00,527.18,2022-01-02 20:02:00
"178",2022-01-02 20:17:00,527.81,2022-01-02 20:17:00
"179",2022-01-02 20:32:00,528.33,2022-01-02 20:32:00
"180",2022-01-02 20:47:00,528.97,2022-01-02 20:47:00
"181",2022-01-02 21:02:00,529.4,2022-01-02 21:02:00
"182",2022-01-02 21:17:00,529.91,2022-01-02 21:17:00
"183",2022-01-02 21:32:00,530.4,2022-01-02 21:32:00
"184",2022-01-02 21:47:00,530.8,2022-01-02 21:47:00
"185",2022-01-02 22:02:00,531.3,2022-01-02 22:02:00
"186",2022-01-02 22:17:00,531.65,2022-01-02 22:17:00
"187",2022-01-02 22:32:00,531.97,2022-01-02 22:32:00
"188",2022-01-02 22:47:00,532.14,2022-01-02 22:47:00
"189",2022-01-02 23:02:00,532.16,2022-01-02 23:02:00
"190",2022-01-02 23:17:00,532,2022-01-02 23:17:00
"191",2022-01-02 23:32:00,532.42,2022-01-02 23:32:00
"192",2022-01-02 23:47:00,532.72,2022-01-02 23:47:00
"193",2022-01-03 00:02:00,533.25,2022-01-03 00:02:00
"194",2022-01-03 00:17:00,533.66,2022-01-03 00:17:00
"195",2022-01-03 00:32:00,534.12,2022-01-03 00:32:00
"196",2022-01-03 00:47:00,534.41,2022-01-03 00:47:00
"197",2022-01-03 01:02:00,534.93,2022-01-03 01:02:00
"198",2022-01-03 01:17:00,535.38,2022-01-03 01:17:00
"199",2022-01-03 01:32:00,535.53,2022-01-03 01:32:00
"200",2022-01-03 01:47:00,535.94,2022-01-03 01:47:00
"201",2022-01-03 02:02:00,536.22,2022-01-03 02:02:00
"202",2022-01-03 02:17:00,536.59,2022-01-03 02:17:00
"203",2022-01-03 02:32:00,536.77,2022-01-03 02:32:00
"204",2022-01-03 02:47:00,537.06,2022-01-03 02:47:00
"205",2022-01-03 03:02:00,537.23,2022-01-03 03:02:00
"206",2022-01-03 03:17:00,537.55,2022-01-03 03:17:00
"207",2022-01-03 03:32:00,537.83,2022-01-03 03:32:00
"208",2022-01-03 03:47:00,538.14,2022-01-03 03:47:00
"209",2022-01-03 04:02:00,538.35,2022-01-03 04:02:00
"210",2022-01-03 04:17:00,538.71,2022-01-03 04:17:00
"211",2022-01-03 04:32:00,539.12,2022-01-03 04:32:00
"212",2022-01-03 04:47:00,539.62,2022-01-03 04:47:00
"213",2022-01-03 05:02:00,539.89,2022-01-03 05:02:00
"214",2022-01-03 05:17:00,540.41,2022-01-03 05:17:00
"215",2022-01-03 05:32:00,540.84,2022-01-03 05:32:00
"216",2022-01-03 05:47:00,541.36,2022-01-03 05:47:00
"217",2022-01-03 06:02:00,541.81,2022-01-03 06:02:00
"218",2022-01-03 06:17:00,542.26,2022-01-03 06:17:00
"219",2022-01-03 06:32:00,542.61,2022-01-03 06:32:00
"220",2022-01-03 06:47:00,542.94,2022-01-03 06:47:00
"221",2022-01-03 07:02:00,543.15,2022-01-03 07:02:00
"222",2022-01-03 07:17:00,543.38,2022-01-03 07:17:00
"223",2022-01-03 07:32:00,543.53,2022-01-03 07:32:00
"224",2022-01-03 07:47:00,543.6,2022-01-03 07:47:00
"225",2022-01-03 08:02:00,543.76,2022-01-03 08:02:00
"226",2022-01-03 08:17:00,543.89,2022-01-03 08:17:00
"227",2022-01-03 08:32:00,543.99,2022-01-03 08:32:00
"228",2022-01-03 08:47:00,544.23,2022-01-03 08:47:00
"229",2022-01-03 09:02:00,544.43,2022-01-03 09:02:00
"230",2022-01-03 09:17:00,544.75,2022-01-03 09:17:00
"231",2022-01-03 09:32:00,545.15,2022-01-03 09:32:00
"232",2022-01-03 09:47:00,545.41,2022-01-03 09:47:00
"233",2022-01-03 10:02:00,545.83,2022-01-03 10:02:00
"234",2022-01-03 10:17:00,546.23,2022-01-03 10:17:00
"235",2022-01-03 10:32:00,546.65,2022-01-03 10:32:00
"236",2022-01-03 10:47:00,546.99,2022-01-03 10:47:00
"237",2022-01-03 11:02:00,547.37,2022-01-03 11:02:00
"238",2022-01-03 11:17:00,547.66,2022-01-03 11:17:00
"239",2022-01-03 11:32:00,548.08,2022-01-03 11:32:00
"240",2022-01-03 11:47:00,548.57,2022-01-03 11:47:00
"241",2022-01-03 12:02:00,548.88,2022-01-03 12:02:00
"242",2022-01-03 12:17:00,549.47,2022-01-03 12:17:00
"243",2022-01-03 12:32:00,549.87,2022-01-03 12:32:00
"244",2022-01-03 12:47:00,550.35,2022-01-03 12:47:00
"245",2022-01-03 13:02:00,550.79,2022-01-03 13:02:00
"246",2022-01-03 13:17:00,551.24,2022-01-03 13:17:00
"247",2022-01-03 13:32:00,551.75,2022-01-03 13:32:00
"248",2022-01-03 13:47:00,552.31,2022-01-03 13:47:00
"249",2022-01-03 14:02:00,552.78,2022-01-03 14:02:00
"250",2022-01-03 14:17:00,553.36,2022-01-03 14:17:00
"251",2022-01-03 14:32:00,553.91,2022-01-03 14:32:00
"252",2022-01-03 14:47:00,554.47,2022-01-03 14:47:00
"253",2022-01-03 15:02:00,554.96,2022-01-03 15:02:00
"254",2022-01-03 15:17:00,555.49,2022-01-03 15:17:00
"255",2022-01-03 15:32:00,555.95,2022-01-03 15:32:00
"256",2022-01-03 15:47:00,556.55,2022-01-03 15:47:00
"257",2022-01-03 16:02:00,556.95,2022-01-03 16:02:00
"258",2022-01-03 16:17:00,557.59,2022-01-03 16:17:00
"259",2022-01-03 16:32:00,558.15,2022-01-03 16:32:00
"260",2022-01-03 16:47:00,558.65,2022-01-03 16:47:00
"261",2022-01-03 17:02:00,559.24,2022-01-03 17:02:00
"262",2022-01-03 17:17:00,559.97,2022-01-03 17:17:00
"263",2022-01-03 17:32:00,560.66,2022-01-03 17:32:00
"264",2022-01-03 17:47:00,561.37,2022-01-03 17:47:00
"265",2022-01-03 18:02:00,562.18,2022-01-03 18:02:00
"266",2022-01-03 18:17:00,562.93,2022-01-03 18:17:00
"267",2022-01-03 18:32:00,563.7,2022-01-03 18:32:00
"268",2022-01-03 18:47:00,564.59,2022-01-03 18:47:00
"269",2022-01-03 19:02:00,565.29,2022-01-03 19:02:00
"270",2022-01-03 19:17:00,566.1,2022-01-03 19:17:00
"271",2022-01-03 19:32:00,566.92,2022-01-03 19:32:00
"272",2022-01-03 19:47:00,567.55,2022-01-03 19:47:00
"273",2022-01-03 20:02:00,568.21,2022-01-03 20:02:00
"274",2022-01-03 20:17:00,568.95,2022-01-03 20:17:00
"275",2022-01-03 20:32:00,569.49,2022-01-03 20:32:00
"276",2022-01-03 20:47:00,570,2022-01-03 20:47:00
"277",2022-01-03 21:02:00,570.52,2022-01-03 21:02:00
"278",2022-01-03 21:17:00,571.08,2022-01-03 21:17:00
"279",2022-01-03 21:32:00,571.61,2022-01-03 21:32:00
"280",2022-01-03 21:47:00,571.98,2022-01-03 21:47:00
"281",2022-01-03 22:02:00,572.39,2022-01-03 22:02:00
"282",2022-01-03 22:17:00,572.89,2022-01-03 22:17:00
"283",2022-01-03 22:32:00,573.47,2022-01-03 22:32:00
"284",2022-01-03 22:47:00,574.07,2022-01-03 22:47:00
"285",2022-01-03 23:02:00,574.55,2022-01-03 23:02:00
"286",2022-01-03 23:17:00,575.2,2022-01-03 23:17:00
"287",2022-01-03 23:32:00,576.21,2022-01-03 23:32:00
"288",2022-01-03 23:47:00,576.8,2022-01-03 23:47:00
"289",2022-01-04 00:02:00,577.51,2022-01-04 00:02:00
"290",2022-01-04 00:17:00,578.39,2022-01-04 00:17:00
"291",2022-01-04 00:32:00,579.46,2022-01-04 00:32:00
"292",2022-01-04 00:47:00,580.45,2022-01-04 00:47:00
"293",2022-01-04 01:02:00,581.35,2022-01-04 01:02:00
"294",2022-01-04 01:17:00,582.54,2022-01-04 01:17:00
"295",2022-01-04 01:32:00,583.51,2022-01-04 01:32:00
"296",2022-01-04 01:47:00,584.63,2022-01-04 01:47:00
"297",2022-01-04 02:02:00,585.8,2022-01-04 02:02:00
"298",2022-01-04 02:17:00,586.97,2022-01-04 02:17:00
"299",2022-01-04 02:32:00,588.02,2022-01-04 02:32:00
"300",2022-01-04 02:47:00,589.16,2022-01-04 02:47:00
"301",2022-01-04 03:02:00,590.32,2022-01-04 03:02:00
"302",2022-01-04 03:17:00,591.38,2022-01-04 03:17:00
"303",2022-01-04 03:32:00,592.45,2022-01-04 03:32:00
"304",2022-01-04 03:47:00,593.61,2022-01-04 03:47:00
"305",2022-01-04 04:02:00,594.53,2022-01-04 04:02:00
"306",2022-01-04 04:17:00,595.62,2022-01-04 04:17:00
"307",2022-01-04 04:32:00,596.65,2022-01-04 04:32:00
"308",2022-01-04 04:47:00,597.64,2022-01-04 04:47:00
"309",2022-01-04 05:02:00,598.49,2022-01-04 05:02:00
"310",2022-01-04 05:17:00,599.39,2022-01-04 05:17:00
"311",2022-01-04 05:32:00,600.29,2022-01-04 05:32:00
"312",2022-01-04 05:47:00,601.03,2022-01-04 05:47:00
"313",2022-01-04 06:02:00,601.68,2022-01-04 06:02:00
"314",2022-01-04 06:17:00,602.42,2022-01-04 06:17:00
"315",2022-01-04 06:32:00,602.85,2022-01-04 06:32:00
"316",2022-01-04 06:47:00,603.3,2022-01-04 06:47:00
"317",2022-01-04 07:02:00,603.68,2022-01-04 07:02:00
"318",2022-01-04 07:17:00,604.09,2022-01-04 07:17:00
"319",2022-01-04 07:32:00,604.59,2022-01-04 07:32:00
"320",2022-01-04 07:47:00,605.12,2022-01-04 07:47:00
"321",2022-01-04 08:02:00,605.64,2022-01-04 08:02:00
"322",2022-01-04 08:17:00,606.25,2022-01-04 08:17:00
"323",2022-01-04 08:32:00,606.93,2022-01-04 08:32:00
"324",2022-01-04 08:47:00,607.58,2022-01-04 08:47:00
"325",2022-01-04 09:02:00,608.14,2022-01-04 09:02:00
"326",2022-01-04 09:17:00,608.57,2022-01-04 09:17:00
"327",2022-01-04 09:32:00,608.94,2022-01-04 09:32:00
"328",2022-01-04 09:47:00,609.32,2022-01-04 09:47:00
"329",2022-01-04 10:02:00,609.54,2022-01-04 10:02:00
"330",2022-01-04 10:17:00,609.77,2022-01-04 10:17:00
"331",2022-01-04 10:32:00,609.89,2022-01-04 10:32:00
"332",2022-01-04 10:47:00,609.88,2022-01-04 10:47:00
"333",2022-01-04 11:02:00,610.01,2022-01-04 11:02:00
"334",2022-01-04 11:17:00,609.95,2022-01-04 11:17:00
"335",2022-01-04 11:32:00,610.01,2022-01-04 11:32:00
"336",2022-01-04 11:47:00,610.1,2022-01-04 11:47:00
"337",2022-01-04 12:02:00,610.19,2022-01-04 12:02:00
"338",2022-01-04 12:17:00,610.17,2022-01-04 12:17:00
"339",2022-01-04 12:32:00,610.11,2022-01-04 12:32:00
"340",2022-01-04 12:47:00,610.09,2022-01-04 12:47:00
"341",2022-01-04 13:02:00,610.06,2022-01-04 13:02:00
"342",2022-01-04 13:17:00,610.18,2022-01-04 13:17:00
"343",2022-01-04 13:32:00,610.22,2022-01-04 13:32:00
"344",2022-01-04 13:47:00,610.44,2022-01-04 13:47:00
"345",2022-01-04 14:02:00,610.65,2022-01-04 14:02:00
"346",2022-01-04 14:17:00,610.97,2022-01-04 14:17:00
"347",2022-01-04 14:32:00,611.38,2022-01-04 14:32:00
"348",2022-01-04 14:47:00,611.77,2022-01-04 14:47:00
"349",2022-01-04 15:02:00,612.22,2022-01-04 15:02:00
"350",2022-01-04 15:17:00,612.67,2022-01-04 15:17:00
"351",2022-01-04 15:32:00,613.1,2022-01-04 15:32:00
"352",2022-01-04 15:47:00,613.37,2022-01-04 15:47:00
"353",2022-01-04 16:02:00,613.81,2022-01-04 16:02:00
"354",2022-01-04 16:17:00,614.13,2022-01-04 16:17:00
"355",2022-01-04 16:32:00,614.46,2022-01-04 16:32:00
"356",2022-01-04 16:47:00,614.89,2022-01-04 16:47:00
"357",2022-01-04 17:02:00,615.13,2022-01-04 17:02:00
"358",2022-01-04 17:17:00,615.38,2022-01-04 17:17:00
"359",2022-01-04 17:32:00,615.71,2022-01-04 17:32:00
"360",2022-01-04 17:47:00,616.09,2022-01-04 17:47:00
"361",2022-01-04 18:02:00,616.24,2022-01-04 18:02:00
"362",2022-01-04 18:17:00,616.42,2022-01-04 18:17:00
"363",2022-01-04 18:32:00,616.58,2022-01-04 18:32:00
"364",2022-01-04 18:47:00,616.74,2022-01-04 18:47:00
"365",2022-01-04 19:02:00,616.85,2022-01-04 19:02:00
"366",2022-01-04 19:17:00,616.82,2022-01-04 19:17:00
"367",2022-01-04 19:32:00,616.97,2022-01-04 19:32:00
"368",2022-01-04 19:47:00,617.1,2022-01-04 19:47:00
"369",2022-01-04 20:02:00,617.24,2022-01-04 20:02:00
"370",2022-01-04 20:17:00,617.31,2022-01-04 20:17:00
"371",2022-01-04 20:32:00,617.52,2022-01-04 20:32:00
"372",2022-01-04 20:47:00,617.64,2022-01-04 20:47:00
"373",2022-01-04 21:02:00,617.81,2022-01-04 21:02:00
"374",2022-01-04 21:17:00,618.11,2022-01-04 21:17:00
"375",2022-01-04 21:32:00,618.42,2022-01-04 21:32:00
"376",2022-01-04 21:47:00,618.75,2022-01-04 21:47:00
"377",2022-01-04 22:02:00,619,2022-01-04 22:02:00
"378",2022-01-04 22:17:00,619.46,2022-01-04 22:17:00
"379",2022-01-04 22:32:00,619.95,2022-01-04 22:32:00
"380",2022-01-04 22:47:00,620.35,2022-01-04 22:47:00
"381",2022-01-04 23:02:00,620.91,2022-01-04 23:02:00
"382",2022-01-04 23:17:00,621.41,2022-01-04 23:17:00
"383",2022-01-04 23:32:00,621.84,2022-01-04 23:32:00
"384",2022-01-04 23:47:00,622.39,2022-01-04 23:47:00
"385",2022-01-05 00:02:00,622.9,2022-01-05 00:02:00
"386",2022-01-05 00:17:00,623.47,2022-01-05 00:17:00
"387",2022-01-05 00:32:00,623.95,2022-01-05 00:32:00
"388",2022-01-05 00:47:00,624.45,2022-01-05 00:47:00
"389",2022-01-05 01:02:00,624.95,2022-01-05 01:02:00
"390",2022-01-05 01:17:00,625.25,2022-01-05 01:17:00
"391",2022-01-05 01:32:00,625.61,2022-01-05 01:32:00
"392",2022-01-05 01:47:00,625.92,2022-01-05 01:47:00
"393",2022-01-05 02:02:00,626.22,2022-01-05 02:02:00
"394",2022-01-05 02:17:00,626.47,2022-01-05 02:17:00
"395",2022-01-05 02:32:00,626.71,2022-01-05 02:32:00
"396",2022-01-05 02:47:00,626.84,2022-01-05 02:47:00
"397",2022-01-05 03:02:00,626.93,2022-01-05 03:02:00
"398",2022-01-05 03:17:00,627.09,2022-01-05 03:17:00
"399",2022-01-05 03:32:00,627.15,2022-01-05 03:32:00
"400",2022-01-05 03:47:00,627.19,2022-01-05 03:47:00
"401",2022-01-05 04:02:00,627.18,2022-01-05 04:02:00
"402",2022-01-05 04:17:00,627.11,2022-01-05 04:17:00
"403",2022-01-05 04:32:00,627.12,2022-01-05 04:32:00
"404",2022-01-05 04:47:00,627.02,2022-01-05 04:47:00
"405",2022-01-05 05:02:00,626.91,2022-01-05 05:02:00
"406",2022-01-05 05:17:00,626.61,2022-01-05 05:17:00
"407",2022-01-05 05:32:00,626.26,2022-01-05 05:32:00
"408",2022-01-05 05:47:00,625.9,2022-01-05 05:47:00
"409",2022-01-05 06:02:00,625.47,2022-01-05 06:02:00
"410",2022-01-05 06:17:00,625.11,2022-01-05 06:17:00
"411",2022-01-05 06:32:00,624.65,2022-01-05 06:32:00
"412",2022-01-05 06:47:00,624.25,2022-01-05 06:47:00
"413",2022-01-05 07:02:00,623.82,2022-01-05 07:02:00
"414",2022-01-05 07:17:00,623.35,2022-01-05 07:17:00
"415",2022-01-05 07:32:00,622.92,2022-01-05 07:32:00
"416",2022-01-05 07:47:00,622.5,2022-01-05 07:47:00
"417",2022-01-05 08:02:00,622.1,2022-01-05 08:02:00
"418",2022-01-05 08:17:00,621.68,2022-01-05 08:17:00
"419",2022-01-05 08:32:00,621.37,2022-01-05 08:32:00
"420",2022-01-05 08:47:00,621.02,2022-01-05 08:47:00
"421",2022-01-05 09:02:00,620.65,2022-01-05 09:02:00
"422",2022-01-05 09:17:00,620.19,2022-01-05 09:17:00
