"","Timestamp","Sp Cond.SpecCond@Hungerford Brook","timestamp"
"31",2024-01-01 07:32:00,373.78,2024-01-01 07:32:00
"32",2024-01-01 07:47:00,373.98,2024-01-01 07:47:00
"33",2024-01-01 08:02:00,374.19,2024-01-01 08:02:00
"34",2024-01-01 08:17:00,374.41,2024-01-01 08:17:00
"35",2024-01-01 08:32:00,374.65,2024-01-01 08:32:00
"36",2024-01-01 08:47:00,374.83,2024-01-01 08:47:00
"37",2024-01-01 09:02:00,374.99,2024-01-01 09:02:00
"38",2024-01-01 09:17:00,375.21,2024-01-01 09:17:00
"39",2024-01-01 09:32:00,375.41,2024-01-01 09:32:00
"40",2024-01-01 09:47:00,375.66,2024-01-01 09:47:00
"41",2024-01-01 10:02:00,375.87,2024-01-01 10:02:00
"42",2024-01-01 10:17:00,376.02,2024-01-01 10:17:00
"43",2024-01-01 10:32:00,376.2,2024-01-01 10:32:00
"44",2024-01-01 10:47:00,376.42,2024-01-01 10:47:00
"45",2024-01-01 11:02:00,376.54,2024-01-01 11:02:00
"46",2024-01-01 11:17:00,376.76,2024-01-01 11:17:00
"47",2024-01-01 11:32:00,376.96,2024-01-01 11:32:00
"48",2024-01-01 11:47:00,377.08,2024-01-01 11:47:00
"49",2024-01-01 12:02:00,377.18,2024-01-01 12:02:00
"50",2024-01-01 12:17:00,377.34,2024-01-01 12:17:00
"51",2024-01-01 12:32:00,377.55,2024-01-01 12:32:00
"52",2024-01-01 12:47:00,377.6,2024-01-01 12:47:00
"53",2024-01-01 13:02:00,377.68,2024-01-01 13:02:00
"54",2024-01-01 13:17:00,377.76,2024-01-01 13:17:00
"55",2024-01-01 13:32:00,377.95,2024-01-01 13:32:00
"56",2024-01-01 13:47:00,378.17,2024-01-01 13:47:00
"57",2024-01-01 14:02:00,378.45,2024-01-01 14:02:00
"58",2024-01-01 14:17:00,378.76,2024-01-01 14:17:00
"59",2024-01-01 14:32:00,379.12,2024-01-01 14:32:00
"60",2024-01-01 14:47:00,379.53,2024-01-01 14:47:00
"61",2024-01-01 15:02:00,379.81,2024-01-01 15:02:00
"62",2024-01-01 15:17:00,380.15,2024-01-01 15:17:00
"63",2024-01-01 15:32:00,380.44,2024-01-01 15:32:00
"64",2024-01-01 15:47:00,380.69,2024-01-01 15:47:00
"65",2024-01-01 16:02:00,380.9,2024-01-01 16:02:00
"66",2024-01-01 16:17:00,381.13,2024-01-01 16:17:00
"67",2024-01-01 16:32:00,381.36,2024-01-01 16:32:00
"68",2024-01-01 16:47:00,381.54,2024-01-01 16:47:00
"69",2024-01-01 17:02:00,381.67,2024-01-01 17:02:00
"70",2024-01-01 17:17:00,381.81,2024-01-01 17:17:00
"71",2024-01-01 17:32:00,381.87,2024-01-01 17:32:00
"72",2024-01-01 17:47:00,381.94,2024-01-01 17:47:00
"73",2024-01-01 18:02:00,382,2024-01-01 18:02:00
"74",2024-01-01 18:17:00,382.01,2024-01-01 18:17:00
"75",2024-01-01 18:32:00,382.07,2024-01-01 18:32:00
"76",2024-01-01 18:47:00,382.14,2024-01-01 18:47:00
"77",2024-01-01 19:02:00,382.22,2024-01-01 19:02:00
"78",2024-01-01 19:17:00,382.28,2024-01-01 19:17:00
"79",2024-01-01 19:32:00,382.43,2024-01-01 19:32:00
"80",2024-01-01 19:47:00,382.67,2024-01-01 19:47:00
"81",2024-01-01 20:02:00,382.86,2024-01-01 20:02:00
"82",2024-01-01 20:17:00,382.99,2024-01-01 20:17:00
"83",2024-01-01 20:32:00,383.26,2024-01-01 20:32:00
"84",2024-01-01 20:47:00,383.38,2024-01-01 20:47:00
"85",2024-01-01 21:02:00,383.57,2024-01-01 21:02:00
"86",2024-01-01 21:17:00,383.83,2024-01-01 21:17:00
"87",2024-01-01 21:32:00,384.03,2024-01-01 21:32:00
"88",2024-01-01 21:47:00,384.15,2024-01-01 21:47:00
"89",2024-01-01 22:02:00,384.34,2024-01-01 22:02:00
"90",2024-01-01 22:17:00,384.61,2024-01-01 22:17:00
"91",2024-01-01 22:32:00,384.76,2024-01-01 22:32:00
"92",2024-01-01 22:47:00,384.95,2024-01-01 22:47:00
"93",2024-01-01 23:02:00,385.2,2024-01-01 23:02:00
"94",2024-01-01 23:17:00,385.43,2024-01-01 23:17:00
"95",2024-01-01 23:32:00,385.64,2024-01-01 23:32:00
"96",2024-01-01 23:47:00,385.78,2024-01-01 23:47:00
"97",2024-01-02 00:02:00,386,2024-01-02 00:02:00
"98",2024-01-02 00:17:00,386.11,2024-01-02 00:17:00
"99",2024-01-02 00:32:00,386.31,2024-01-02 00:32:00
"100",2024-01-02 00:47:00,386.5,2024-01-02 00:47:00
"101",2024-01-02 01:02:00,386.66,2024-01-02 01:02:00
"102",2024-01-02 01:17:00,386.85,2024-01-02 01:17:00
"103",2024-01-02 01:32:00,387.05,2024-01-02 01:32:00
"104",2024-01-02 01:47:00,387.2,2024-01-02 01:47:00
"105",2024-01-02 02:02:00,387.4,2024-01-02 02:02:00
"106",2024-01-02 02:17:00,387.62,2024-01-02 02:17:00
"107",2024-01-02 02:32:00,387.89,2024-01-02 02:32:00
"108",2024-01-02 02:47:00,388.13,2024-01-02 02:47:00
"109",2024-01-02 03:02:00,388.36,2024-01-02 03:02:00
"110",2024-01-02 03:17:00,388.62,2024-01-02 03:17:00
"111",2024-01-02 03:32:00,388.69,2024-01-02 03:32:00
"112",2024-01-02 03:47:00,388.9,2024-01-02 03:47:00
"113",2024-01-02 04:02:00,388.88,2024-01-02 04:02:00
"114",2024-01-02 04:17:00,389.04,2024-01-02 04:17:00
"115",2024-01-02 04:32:00,389.05,2024-01-02 04:32:00
"116",2024-01-02 04:47:00,388.96,2024-01-02 04:47:00
"117",2024-01-02 05:02:00,388.74,2024-01-02 05:02:00
"118",2024-01-02 05:17:00,388.47,2024-01-02 05:17:00
"119",2024-01-02 05:32:00,388.1,2024-01-02 05:32:00
"120",2024-01-02 05:47:00,387.83,2024-01-02 05:47:00
"121",2024-01-02 06:02:00,387.57,2024-01-02 06:02:00
"122",2024-01-02 06:17:00,387.23,2024-01-02 06:17:00
"123",2024-01-02 06:32:00,386.9,2024-01-02 06:32:00
"124",2024-01-02 06:47:00,386.63,2024-01-02 06:47:00
"125",2024-01-02 07:02:00,386.37,2024-01-02 07:02:00
"126",2024-01-02 07:17:00,386.19,2024-01-02 07:17:00
"127",2024-01-02 07:32:00,386.01,2024-01-02 07:32:00
"128",2024-01-02 07:47:00,385.84,2024-01-02 07:47:00
"129",2024-01-02 08:02:00,385.74,2024-01-02 08:02:00
"130",2024-01-02 08:17:00,385.68,2024-01-02 08:17:00
"131",2024-01-02 08:32:00,385.68,2024-01-02 08:32:00
"132",2024-01-02 08:47:00,385.71,2024-01-02 08:47:00
"133",2024-01-02 09:02:00,385.83,2024-01-02 09:02:00
"134",2024-01-02 09:17:00,386.03,2024-01-02 09:17:00
"135",2024-01-02 09:32:00,386.34,2024-01-02 09:32:00
"136",2024-01-02 09:47:00,386.79,2024-01-02 09:47:00
"137",2024-01-02 10:02:00,387.23,2024-01-02 10:02:00
"138",2024-01-02 10:17:00,387.64,2024-01-02 10:17:00
"139",2024-01-02 10:32:00,388.16,2024-01-02 10:32:00
"140",2024-01-02 10:47:00,388.74,2024-01-02 10:47:00
"141",2024-01-02 11:02:00,389.49,2024-01-02 11:02:00
"142",2024-01-02 11:17:00,390.02,2024-01-02 11:17:00
"143",2024-01-02 11:32:00,390.11,2024-01-02 11:32:00
"144",2024-01-02 11:47:00,390.22,2024-01-02 11:47:00
"145",2024-01-02 12:02:00,391.64,2024-01-02 12:02:00
"146",2024-01-02 12:17:00,394.77,2024-01-02 12:17:00
"147",2024-01-02 12:32:00,397.93,2024-01-02 12:32:00
"148",2024-01-02 12:47:00,399.65,2024-01-02 12:47:00
"149",2024-01-02 13:02:00,399.52,2024-01-02 13:02:00
"150",2024-01-02 13:17:00,398.18,2024-01-02 13:17:00
"151",2024-01-02 13:32:00,396.54,2024-01-02 13:32:00
"152",2024-01-02 13:47:00,395.22,2024-01-02 13:47:00
"153",2024-01-02 14:02:00,394.42,2024-01-02 14:02:00
"154",2024-01-02 14:17:00,393.7,2024-01-02 14:17:00
"155",2024-01-02 14:32:00,392.95,2024-01-02 14:32:00
"156",2024-01-02 14:47:00,392.49,2024-01-02 14:47:00
"157",2024-01-02 15:02:00,392.65,2024-01-02 15:02:00
"158",2024-01-02 15:17:00,393.41,2024-01-02 15:17:00
"159",2024-01-02 15:32:00,394.73,2024-01-02 15:32:00
"160",2024-01-02 15:47:00,396.26,2024-01-02 15:47:00
"161",2024-01-02 16:02:00,397.94,2024-01-02 16:02:00
"162",2024-01-02 16:17:00,399.97,2024-01-02 16:17:00
"163",2024-01-02 16:32:00,401.92,2024-01-02 16:32:00
"164",2024-01-02 16:47:00,404.01,2024-01-02 16:47:00
"165",2024-01-02 17:02:00,405.98,2024-01-02 17:02:00
"166",2024-01-02 17:17:00,407.64,2024-01-02 17:17:00
"167",2024-01-02 17:32:00,408.85,2024-01-02 17:32:00
"168",2024-01-02 17:47:00,409.41,2024-01-02 17:47:00
"169",2024-01-02 18:02:00,409.61,2024-01-02 18:02:00
"170",2024-01-02 18:17:00,409.5,2024-01-02 18:17:00
"171",2024-01-02 18:32:00,409.25,2024-01-02 18:32:00
"172",2024-01-02 18:47:00,408.95,2024-01-02 18:47:00
"173",2024-01-02 19:02:00,408.52,2024-01-02 19:02:00
"174",2024-01-02 19:17:00,408.09,2024-01-02 19:17:00
"175",2024-01-02 19:32:00,407.6,2024-01-02 19:32:00
"176",2024-01-02 19:47:00,407.06,2024-01-02 19:47:00
"177",2024-01-02 20:02:00,406.41,2024-01-02 20:02:00
"178",2024-01-02 20:17:00,405.8,2024-01-02 20:17:00
"179",2024-01-02 20:32:00,405.04,2024-01-02 20:32:00
"180",2024-01-02 20:47:00,404.31,2024-01-02 20:47:00
"181",2024-01-02 21:02:00,403.52,2024-01-02 21:02:00
"182",2024-01-02 21:17:00,402.75,2024-01-02 21:17:00
"183",2024-01-02 21:32:00,401.97,2024-01-02 21:32:00
"184",2024-01-02 21:47:00,401.26,2024-01-02 21:47:00
"185",2024-01-02 22:02:00,400.72,2024-01-02 22:02:00
"186",2024-01-02 22:17:00,400.24,2024-01-02 22:17:00
"187",2024-01-02 22:32:00,400.02,2024-01-02 22:32:00
"188",2024-01-02 22:47:00,399.81,2024-01-02 22:47:00
"189",2024-01-02 23:02:00,399.7,2024-01-02 23:02:00
"190",2024-01-02 23:17:00,399.6,2024-01-02 23:17:00
"191",2024-01-02 23:32:00,399.68,2024-01-02 23:32:00
"192",2024-01-02 23:47:00,399.73,2024-01-02 23:47:00
"193",2024-01-03 00:02:00,399.9,2024-01-03 00:02:00
"194",2024-01-03 00:17:00,400.11,2024-01-03 00:17:00
"195",2024-01-03 00:32:00,400.35,2024-01-03 00:32:00
"196",2024-01-03 00:47:00,400.72,2024-01-03 00:47:00
"197",2024-01-03 01:02:00,401.03,2024-01-03 01:02:00
"198",2024-01-03 01:17:00,401.42,2024-01-03 01:17:00
"199",2024-01-03 01:32:00,401.89,2024-01-03 01:32:00
"200",2024-01-03 01:47:00,402.42,2024-01-03 01:47:00
"201",2024-01-03 02:02:00,402.96,2024-01-03 02:02:00
"202",2024-01-03 02:17:00,403.58,2024-01-03 02:17:00
"203",2024-01-03 02:32:00,404.22,2024-01-03 02:32:00
"204",2024-01-03 02:47:00,404.83,2024-01-03 02:47:00
"205",2024-01-03 03:02:00,405.41,2024-01-03 03:02:00
"206",2024-01-03 03:17:00,405.85,2024-01-03 03:17:00
"207",2024-01-03 03:32:00,406.23,2024-01-03 03:32:00
"208",2024-01-03 03:47:00,406.45,2024-01-03 03:47:00
"209",2024-01-03 04:02:00,406.63,2024-01-03 04:02:00
"210",2024-01-03 04:17:00,406.64,2024-01-03 04:17:00
"211",2024-01-03 04:32:00,406.54,2024-01-03 04:32:00
"212",2024-01-03 04:47:00,406.42,2024-01-03 04:47:00
"213",2024-01-03 05:02:00,406.18,2024-01-03 05:02:00
"214",2024-01-03 05:17:00,405.81,2024-01-03 05:17:00
"215",2024-01-03 05:32:00,405.34,2024-01-03 05:32:00
"216",2024-01-03 05:47:00,404.85,2024-01-03 05:47:00
"217",2024-01-03 06:02:00,404.26,2024-01-03 06:02:00
"218",2024-01-03 06:17:00,403.72,2024-01-03 06:17:00
"219",2024-01-03 06:32:00,403.16,2024-01-03 06:32:00
"220",2024-01-03 06:47:00,402.69,2024-01-03 06:47:00
"221",2024-01-03 07:02:00,402.28,2024-01-03 07:02:00
"222",2024-01-03 07:17:00,401.76,2024-01-03 07:17:00
"223",2024-01-03 07:32:00,401.3,2024-01-03 07:32:00
"224",2024-01-03 07:47:00,400.85,2024-01-03 07:47:00
"225",2024-01-03 08:02:00,400.4,2024-01-03 08:02:00
"226",2024-01-03 08:17:00,399.92,2024-01-03 08:17:00
"227",2024-01-03 08:32:00,399.5,2024-01-03 08:32:00
"228",2024-01-03 08:47:00,399.2,2024-01-03 08:47:00
"229",2024-01-03 09:02:00,398.91,2024-01-03 09:02:00
"230",2024-01-03 09:17:00,398.72,2024-01-03 09:17:00
"231",2024-01-03 09:32:00,398.64,2024-01-03 09:32:00
"232",2024-01-03 09:47:00,398.53,2024-01-03 09:47:00
"233",2024-01-03 10:02:00,398.5,2024-01-03 10:02:00
"234",2024-01-03 10:17:00,398.35,2024-01-03 10:17:00
"235",2024-01-03 10:32:00,398.21,2024-01-03 10:32:00
"236",2024-01-03 10:47:00,398.04,2024-01-03 10:47:00
"237",2024-01-03 11:02:00,397.98,2024-01-03 11:02:00
"238",2024-01-03 11:17:00,397.86,2024-01-03 11:17:00
"239",2024-01-03 11:32:00,397.79,2024-01-03 11:32:00
"240",2024-01-03 11:47:00,397.67,2024-01-03 11:47:00
"241",2024-01-03 12:02:00,397.54,2024-01-03 12:02:00
"242",2024-01-03 12:17:00,397.38,2024-01-03 12:17:00
"243",2024-01-03 12:32:00,397.28,2024-01-03 12:32:00
"244",2024-01-03 12:47:00,397.23,2024-01-03 12:47:00
"245",2024-01-03 13:02:00,397.19,2024-01-03 13:02:00
"246",2024-01-03 13:17:00,397.09,2024-01-03 13:17:00
"247",2024-01-03 13:32:00,397.06,2024-01-03 13:32:00
"248",2024-01-03 13:47:00,397.01,2024-01-03 13:47:00
"249",2024-01-03 14:02:00,396.94,2024-01-03 14:02:00
"250",2024-01-03 14:17:00,396.82,2024-01-03 14:17:00
"251",2024-01-03 14:32:00,396.75,2024-01-03 14:32:00
"252",2024-01-03 14:47:00,396.65,2024-01-03 14:47:00
"253",2024-01-03 15:02:00,396.6,2024-01-03 15:02:00
"254",2024-01-03 15:17:00,396.54,2024-01-03 15:17:00
"255",2024-01-03 15:32:00,396.51,2024-01-03 15:32:00
"256",2024-01-03 15:47:00,396.45,2024-01-03 15:47:00
"257",2024-01-03 16:02:00,396.22,2024-01-03 16:02:00
"258",2024-01-03 16:17:00,396.1,2024-01-03 16:17:00
"259",2024-01-03 16:32:00,395.99,2024-01-03 16:32:00
"260",2024-01-03 16:47:00,395.92,2024-01-03 16:47:00
"261",2024-01-03 17:02:00,395.76,2024-01-03 17:02:00
"262",2024-01-03 17:17:00,395.59,2024-01-03 17:17:00
"263",2024-01-03 17:32:00,395.46,2024-01-03 17:32:00
"264",2024-01-03 17:47:00,395.33,2024-01-03 17:47:00
"265",2024-01-03 18:02:00,395.25,2024-01-03 18:02:00
"266",2024-01-03 18:17:00,395.2,2024-01-03 18:17:00
"267",2024-01-03 18:32:00,395.15,2024-01-03 18:32:00
"268",2024-01-03 18:47:00,395.11,2024-01-03 18:47:00
"269",2024-01-03 19:02:00,395.11,2024-01-03 19:02:00
"270",2024-01-03 19:17:00,394.95,2024-01-03 19:17:00
"271",2024-01-03 19:32:00,394.88,2024-01-03 19:32:00
"272",2024-01-03 19:47:00,394.78,2024-01-03 19:47:00
"273",2024-01-03 20:02:00,394.61,2024-01-03 20:02:00
"274",2024-01-03 20:17:00,394.4,2024-01-03 20:17:00
"275",2024-01-03 20:32:00,394.22,2024-01-03 20:32:00
"276",2024-01-03 20:47:00,394.13,2024-01-03 20:47:00
"277",2024-01-03 21:02:00,394.03,2024-01-03 21:02:00
"278",2024-01-03 21:17:00,393.85,2024-01-03 21:17:00
"279",2024-01-03 21:32:00,393.73,2024-01-03 21:32:00
"280",2024-01-03 21:47:00,393.6,2024-01-03 21:47:00
"281",2024-01-03 22:02:00,393.48,2024-01-03 22:02:00
"282",2024-01-03 22:17:00,393.37,2024-01-03 22:17:00
"283",2024-01-03 22:32:00,393.26,2024-01-03 22:32:00
"284",2024-01-03 22:47:00,393.05,2024-01-03 22:47:00
"285",2024-01-03 23:02:00,392.9,2024-01-03 23:02:00
"286",2024-01-03 23:17:00,392.77,2024-01-03 23:17:00
"287",2024-01-03 23:32:00,392.6,2024-01-03 23:32:00
"288",2024-01-03 23:47:00,392.42,2024-01-03 23:47:00
"289",2024-01-04 00:02:00,392.2,2024-01-04 00:02:00
"290",2024-01-04 00:17:00,392.08,2024-01-04 00:17:00
"291",2024-01-04 00:32:00,391.96,2024-01-04 00:32:00
"292",2024-01-04 00:47:00,391.72,2024-01-04 00:47:00
"293",2024-01-04 01:02:00,391.58,2024-01-04 01:02:00
"294",2024-01-04 01:17:00,391.36,2024-01-04 01:17:00
"295",2024-01-04 01:32:00,391.29,2024-01-04 01:32:00
"296",2024-01-04 01:47:00,391.13,2024-01-04 01:47:00
"297",2024-01-04 02:02:00,391.03,2024-01-04 02:02:00
"298",2024-01-04 02:17:00,390.87,2024-01-04 02:17:00
"299",2024-01-04 02:32:00,390.75,2024-01-04 02:32:00
"300",2024-01-04 02:47:00,390.65,2024-01-04 02:47:00
"301",2024-01-04 03:02:00,390.45,2024-01-04 03:02:00
"302",2024-01-04 03:17:00,390.29,2024-01-04 03:17:00
"303",2024-01-04 03:32:00,390.18,2024-01-04 03:32:00
"304",2024-01-04 03:47:00,390.11,2024-01-04 03:47:00
"305",2024-01-04 04:02:00,390.02,2024-01-04 04:02:00
"306",2024-01-04 04:17:00,389.95,2024-01-04 04:17:00
"307",2024-01-04 04:32:00,389.84,2024-01-04 04:32:00
"308",2024-01-04 04:47:00,389.68,2024-01-04 04:47:00
"309",2024-01-04 05:02:00,389.45,2024-01-04 05:02:00
"310",2024-01-04 05:17:00,389.12,2024-01-04 05:17:00
"311",2024-01-04 05:32:00,388.94,2024-01-04 05:32:00
"312",2024-01-04 05:47:00,388.83,2024-01-04 05:47:00
"313",2024-01-04 06:02:00,388.71,2024-01-04 06:02:00
"314",2024-01-04 06:17:00,388.65,2024-01-04 06:17:00
"315",2024-01-04 06:32:00,388.64,2024-01-04 06:32:00
"316",2024-01-04 06:47:00,388.55,2024-01-04 06:47:00
"317",2024-01-04 07:02:00,388.48,2024-01-04 07:02:00
"318",2024-01-04 07:17:00,388.46,2024-01-04 07:17:00
"319",2024-01-04 07:32:00,388.29,2024-01-04 07:32:00
"320",2024-01-04 07:47:00,388.16,2024-01-04 07:47:00
"321",2024-01-04 08:02:00,388.13,2024-01-04 08:02:00
"322",2024-01-04 08:17:00,388.07,2024-01-04 08:17:00
"323",2024-01-04 08:32:00,387.9,2024-01-04 08:32:00
"324",2024-01-04 08:47:00,387.71,2024-01-04 08:47:00
"325",2024-01-04 09:02:00,387.58,2024-01-04 09:02:00
"326",2024-01-04 09:17:00,387.45,2024-01-04 09:17:00
"327",2024-01-04 09:32:00,387.36,2024-01-04 09:32:00
"328",2024-01-04 09:47:00,387.22,2024-01-04 09:47:00
"329",2024-01-04 10:02:00,387.05,2024-01-04 10:02:00
"330",2024-01-04 10:17:00,386.97,2024-01-04 10:17:00
"331",2024-01-04 11:02:00,386.51,2024-01-04 11:02:00
"332",2024-01-04 11:17:00,386.39,2024-01-04 11:17:00
"333",2024-01-04 11:32:00,386.23,2024-01-04 11:32:00
"334",2024-01-04 11:47:00,386.13,2024-01-04 11:47:00
"335",2024-01-04 12:02:00,386.04,2024-01-04 12:02:00
"336",2024-01-04 12:17:00,385.95,2024-01-04 12:17:00
"337",2024-01-04 12:32:00,385.8,2024-01-04 12:32:00
"338",2024-01-04 12:47:00,385.74,2024-01-04 12:47:00
"339",2024-01-04 13:02:00,385.52,2024-01-04 13:02:00
"340",2024-01-04 13:17:00,385.44,2024-01-04 13:17:00
"341",2024-01-04 13:32:00,385.29,2024-01-04 13:32:00
"342",2024-01-04 13:47:00,384.95,2024-01-04 13:47:00
"343",2024-01-04 14:02:00,384.88,2024-01-04 14:02:00
"344",2024-01-04 14:17:00,384.76,2024-01-04 14:17:00
"345",2024-01-04 14:32:00,384.56,2024-01-04 14:32:00
"346",2024-01-04 14:47:00,384.48,2024-01-04 14:47:00
"347",2024-01-04 15:02:00,384.4,2024-01-04 15:02:00
"348",2024-01-04 15:17:00,384.25,2024-01-04 15:17:00
"349",2024-01-04 15:32:00,384.19,2024-01-04 15:32:00
"350",2024-01-04 15:47:00,384.07,2024-01-04 15:47:00
"351",2024-01-04 16:02:00,384.08,2024-01-04 16:02:00
"352",2024-01-04 16:17:00,384.07,2024-01-04 16:17:00
"353",2024-01-04 16:32:00,384.13,2024-01-04 16:32:00
"354",2024-01-04 16:47:00,384.12,2024-01-04 16:47:00
"355",2024-01-04 17:02:00,384.08,2024-01-04 17:02:00
"356",2024-01-04 17:17:00,384.13,2024-01-04 17:17:00
"357",2024-01-04 17:32:00,384.17,2024-01-04 17:32:00
"358",2024-01-04 17:47:00,384.25,2024-01-04 17:47:00
"359",2024-01-04 18:02:00,384.24,2024-01-04 18:02:00
"360",2024-01-04 18:17:00,384.3,2024-01-04 18:17:00
"361",2024-01-04 18:32:00,384.37,2024-01-04 18:32:00
"362",2024-01-04 18:47:00,384.31,2024-01-04 18:47:00
"363",2024-01-04 19:02:00,384.26,2024-01-04 19:02:00
"364",2024-01-04 19:17:00,384.23,2024-01-04 19:17:00
"365",2024-01-04 19:32:00,384.24,2024-01-04 19:32:00
"366",2024-01-04 19:47:00,384.31,2024-01-04 19:47:00
"367",2024-01-04 20:02:00,384.3,2024-01-04 20:02:00
"368",2024-01-04 20:17:00,384.34,2024-01-04 20:17:00
"369",2024-01-04 20:32:00,384.42,2024-01-04 20:32:00
"370",2024-01-04 20:47:00,384.54,2024-01-04 20:47:00
"371",2024-01-04 21:02:00,384.57,2024-01-04 21:02:00
"372",2024-01-04 21:17:00,384.73,2024-01-04 21:17:00
"373",2024-01-04 21:32:00,384.84,2024-01-04 21:32:00
"374",2024-01-04 21:47:00,384.99,2024-01-04 21:47:00
"375",2024-01-04 22:02:00,385.17,2024-01-04 22:02:00
"376",2024-01-04 22:17:00,385.31,2024-01-04 22:17:00
"377",2024-01-04 22:32:00,385.45,2024-01-04 22:32:00
"378",2024-01-04 22:47:00,385.61,2024-01-04 22:47:00
"379",2024-01-04 23:02:00,385.78,2024-01-04 23:02:00
"380",2024-01-04 23:17:00,385.93,2024-01-04 23:17:00
"381",2024-01-04 23:32:00,386.1,2024-01-04 23:32:00
"382",2024-01-04 23:47:00,386.25,2024-01-04 23:47:00
"383",2024-01-05 00:02:00,386.46,2024-01-05 00:02:00
"384",2024-01-05 00:17:00,386.57,2024-01-05 00:17:00
"385",2024-01-05 00:32:00,386.78,2024-01-05 00:32:00
"386",2024-01-05 00:47:00,386.92,2024-01-05 00:47:00
"387",2024-01-05 01:02:00,387.14,2024-01-05 01:02:00
"388",2024-01-05 01:17:00,387.32,2024-01-05 01:17:00
"389",2024-01-05 01:32:00,387.51,2024-01-05 01:32:00
"390",2024-01-05 01:47:00,387.72,2024-01-05 01:47:00
"391",2024-01-05 02:02:00,387.99,2024-01-05 02:02:00
"392",2024-01-05 02:17:00,388.27,2024-01-05 02:17:00
"393",2024-01-05 02:32:00,388.53,2024-01-05 02:32:00
"394",2024-01-05 02:47:00,388.72,2024-01-05 02:47:00
"395",2024-01-05 03:02:00,388.99,2024-01-05 03:02:00
"396",2024-01-05 03:17:00,389.32,2024-01-05 03:17:00
"397",2024-01-05 03:32:00,389.68,2024-01-05 03:32:00
"398",2024-01-05 03:47:00,390.05,2024-01-05 03:47:00
"399",2024-01-05 04:02:00,390.4,2024-01-05 04:02:00
"400",2024-01-05 04:17:00,390.7,2024-01-05 04:17:00
"401",2024-01-05 04:32:00,390.87,2024-01-05 04:32:00
"402",2024-01-05 04:47:00,390.84,2024-01-05 04:47:00
"403",2024-01-05 05:02:00,390.41,2024-01-05 05:02:00
"404",2024-01-05 05:17:00,389.37,2024-01-05 05:17:00
"405",2024-01-05 05:32:00,387.83,2024-01-05 05:32:00
"406",2024-01-05 05:47:00,386.09,2024-01-05 05:47:00
"407",2024-01-05 06:02:00,384.75,2024-01-05 06:02:00
"408",2024-01-05 06:17:00,384.11,2024-01-05 06:17:00
"409",2024-01-05 06:32:00,384.32,2024-01-05 06:32:00
"410",2024-01-05 06:47:00,384.93,2024-01-05 06:47:00
"411",2024-01-05 07:02:00,385.62,2024-01-05 07:02:00
"412",2024-01-05 07:17:00,386,2024-01-05 07:17:00
"413",2024-01-05 07:32:00,385.8,2024-01-05 07:32:00
"414",2024-01-05 07:47:00,385.34,2024-01-05 07:47:00
"415",2024-01-05 08:02:00,384.87,2024-01-05 08:02:00
"416",2024-01-05 08:17:00,384.68,2024-01-05 08:17:00
"417",2024-01-05 08:32:00,385.01,2024-01-05 08:32:00
"418",2024-01-05 08:47:00,385.84,2024-01-05 08:47:00
"419",2024-01-05 09:02:00,387.01,2024-01-05 09:02:00
"420",2024-01-05 09:17:00,388.43,2024-01-05 09:17:00
"421",2024-01-05 09:32:00,390.1,2024-01-05 09:32:00
"422",2024-01-05 09:47:00,391.77,2024-01-05 09:47:00
