"","q_quant","risingerp","fallingerp","hyst_index","flsh_index","run_id","storm_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh"
"1",0,0.426182328520822,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"2",0.01,0.378120480658409,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"3",0.02,0.328623495167311,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"4",0.03,0.306524875686737,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"5",0.04,0.264929023351039,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"6",0.05,0.215845209505739,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"7",0.06,0.205251551319181,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"8",0.07,0.192072094092276,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"9",0.08,0.168406925064746,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"10",0.09,0.146231454786102,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"11",0.1,0.13533115373486,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
"12",0.11,0.121707462581431,NA,NA,-0.131190372537348,"FC = 0.96, SFT = 0.06","storm_1","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06"
