"","datetime","base_flow","storm_flow","total_flow","smooth_st_flow","para_label","filter_para"
"422",2023-02-13 07:45:00,2.49481998691153,0.281298736088468,2.776118723,0.271944066418723,"filterPara_0.96","0.96"
"423",2023-02-13 08:00:00,2.49332446410289,0.282794258897106,2.776118723,0.282803549828304,"filterPara_0.96","0.96"
"424",2023-02-13 08:15:00,2.49164091776705,0.284477805232952,2.776118723,0.293155551065812,"filterPara_0.96","0.96"
"425",2023-02-13 08:30:00,2.48975493369815,0.319518082301846,2.809273016,0.303102816877149,"filterPara_0.96","0.96"
"426",2023-02-13 08:45:00,2.48765158016502,0.299493869834978,2.78714545,0.315432612623833,"filterPara_0.96","0.96"
"427",2023-02-13 09:00:00,2.4853156669276,0.312881210072405,2.798196877,0.330252622093601,"filterPara_0.96","0.96"
"428",2023-02-13 09:15:00,2.48273413450062,0.382290702499377,2.865024837,0.340206287854684,"filterPara_0.96","0.96"
"429",2023-02-13 09:30:00,2.47989872783811,0.340475151161892,2.820373879,0.344262182545415,"filterPara_0.96","0.96"
"430",2023-02-13 09:45:00,2.47680470532179,0.343569173678214,2.820373879,0.352198050285545,"filterPara_0.96","0.96"
"431",2023-02-13 10:00:00,2.47344815820736,0.324748718792641,2.798196877,0.370614070451585,"filterPara_0.96","0.96"
"432",2023-02-13 10:15:00,2.46982526103222,0.417673731967777,2.887498993,0.395185361453346,"filterPara_0.96","0.96"
"433",2023-02-13 10:30:00,2.46593229935008,0.421566693649919,2.887498993,0.418873912094832,"filterPara_0.96","0.96"
"434",2023-02-13 10:45:00,2.46176574699274,0.437007538007258,2.898773285,0.439659406859138,"filterPara_0.96","0.96"
"435",2023-02-13 11:00:00,2.45732233702246,0.475422827977542,2.932745165,0.455970125925146,"filterPara_0.96","0.96"
"436",2023-02-13 11:15:00,2.45259911128509,0.46879724671491,2.921396358,0.470691519555935,"filterPara_0.96","0.96"
"437",2023-02-13 11:30:00,2.44759345626206,0.462478945737941,2.910072402,0.488474469387883,"filterPara_0.96","0.96"
"438",2023-02-13 11:45:00,2.44230312321507,0.524637691784929,2.966940815,0.506178944714001,"filterPara_0.96","0.96"
"439",2023-02-13 12:00:00,2.43672626030787,0.530214554692129,2.966940815,0.518048801309672,"filterPara_0.96","0.96"
"440",2023-02-13 12:15:00,2.43086147053261,0.536079344467387,2.966940815,0.523710048030778,"filterPara_0.96","0.96"
"441",2023-02-13 12:30:00,2.4247078541337,0.508037310866304,2.932745165,0.522689054219976,"filterPara_0.96","0.96"
"442",2023-02-13 12:45:00,2.41826501794186,0.571597380058137,2.989862398,0.512716262179178,"filterPara_0.96","0.96"
"443",2023-02-13 13:00:00,2.4115330735281,0.453491763471901,2.865024837,0.497498066673865,"filterPara_0.96","0.96"
"444",2023-02-13 13:15:00,2.40457318387323,0.516823174126773,2.921396358,0.485328996314687,"filterPara_0.96","0.96"
"445",2023-02-13 13:30:00,2.39755286693409,0.422821012065913,2.820373879,0.482781942749114,"filterPara_0.96","0.96"
"446",2023-02-13 13:45:00,2.39058980833113,0.496909184668871,2.887498993,0.491973335441989,"filterPara_0.96","0.96"
