"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id"
"1","FC = 0.96, SFT = 0.06","2023-02-09 21:15:00","2023-02-13 00:45:00",886123.057146216,166.5,5322.06040328058,"0.96","0.06","storm_1"
"2","FC = 0.96, SFT = 0.06","2023-02-13 02:15:00","2023-02-13 22:30:00",34455.578173779,41,840.379955458023,"0.96","0.06","storm_2"
"3","FC = 0.96, SFT = 0.06","2023-02-14 00:30:00","2023-02-14 14:45:00",13953.3748373537,29,481.150856460473,"0.96","0.06","storm_3"
"4","FC = 0.96, SFT = 0.06","2023-02-14 19:15:00","2023-02-15 10:45:00",52597.9937030985,39,1348.66650520765,"0.96","0.06","storm_4"
"5","FC = 0.96, SFT = 0.06","2023-02-15 18:00:00","2023-02-16",54464.2078999041,12.5,4357.13663199233,"0.96","0.06","storm_5"
"6","FC = 0.96, SFT = 0.04","2023-02-09 20:30:00","2023-02-13 01:00:00",886481.12313891,168.5,5261.01556758997,"0.96","0.04","storm_1"
"7","FC = 0.96, SFT = 0.04","2023-02-13 02:00:00","2023-02-14 16:45:00",49777.9751114237,78,638.179168095175,"0.96","0.04","storm_2"
"8","FC = 0.96, SFT = 0.04","2023-02-14 19:00:00","2023-02-15 15:30:00",54641.4493202769,49,1115.13161878116,"0.96","0.04","storm_3"
"9","FC = 0.96, SFT = 0.04","2023-02-15 17:45:00","2023-02-16",54550.583440963,13,4196.19872622792,"0.96","0.04","storm_4"
"10","FC = 0.96, SFT = 0.02","2023-02-15 17:30:00","2023-02-16",54598.4834141225,13.5,4044.33210474982,"0.96","0.02","storm_1"
