"","q_quant","risingerp","fallingerp","hyst_index","flsh_index","run_id","storm_id","start","end","tot_q_m3","tot_constit_mgN","duration_hrs","water_yield_mm","constit_yield_mm","intensity_m3_hr","filter_para","sf_thresh"
"57",0.56,0.47310318803361,0.771295616094794,-0.298192428061184,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"58",0.57,0.603892574782805,0.787109568216092,-0.183216993433287,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"59",0.58,0.620451142583106,0.737945750466281,-0.117494607883176,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"60",0.59,0.617662862972034,0.677776890378552,-0.0601140274065179,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"61",0.6,0.614874583360963,0.640976117452671,-0.0261015340917077,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"62",0.61,0.612086303749892,0.691796658480903,-0.0797103547310111,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"63",0.62,0.576927158275223,0.742617199509135,-0.165690041233912,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"64",0.63,0.536304397216459,0.775068355265586,-0.238763958049127,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"65",0.64,0.506442155481496,0.787494714359687,-0.28105255887819,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"66",0.65,0.602442427682316,0.799921073453788,-0.197478645771472,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"67",0.66,0.604850817331488,0.786435974930649,-0.181585157599161,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"68",0.67,0.566299313136506,0.759375799205454,-0.193076486068948,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"69",0.68,0.558036436613791,0.732315623480259,-0.174279186866469,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"70",0.69,0.549773560091075,0.699016454730867,-0.149242894639792,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"71",0.7,0.54151068356836,0.66353800888605,-0.12202732531769,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"72",0.71,0.533247807045645,0.628059563041233,-0.0948117559955884,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"73",0.72,0.52498493052293,0.592581117196416,-0.0675961866734868,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"74",0.73,0.516722054000214,0.572544893164805,-0.0558228391645904,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"75",0.74,0.508459177477499,0.619092599318671,-0.110633421841172,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"76",0.75,0.500196300954784,0.665640305472537,-0.165444004517754,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"77",0.76,0.493322502342053,0.712188011626404,-0.218865509284351,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"78",0.77,0.53356468779991,0.75873571778027,-0.225171029980361,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"79",0.78,0.537276017537971,0.751175188363109,-0.213899170825138,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"80",0.79,0.488505161089245,0.665879866329568,-0.177374705240323,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"81",0.8,0.487660508957794,0.640636997061679,-0.152976488103885,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"82",0.81,0.50190081874717,0.633735625523198,-0.131834806776028,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"83",0.82,0.520392747822376,0.626834253984716,-0.10644150616234,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"84",0.83,0.538884676897583,0.619932882446235,-0.0810482055486524,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"85",0.84,0.557376605972789,0.613031510907754,-0.0556549049349652,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"86",0.85,0.575868535047996,0.624888836193025,-0.0490203011450299,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"87",0.86,0.594360464123202,0.645890030086268,-0.0515295659630658,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"88",0.87,0.612852393198408,0.637095785915087,-0.0242433927166789,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"89",0.88,0.621422749557732,0.625693230026886,-0.00427048046915401,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"90",0.89,0.568334003753519,0.614290674138685,-0.0459566703851664,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"91",0.9,0.515245257949305,0.601892349793528,-0.0866470918442231,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"92",0.91,0.462156512145092,0.587464819348914,-0.125308307203822,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"93",0.92,0.484391777373056,0.5730372889043,-0.0886455115312432,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"94",0.93,0.584770658763852,0.558609758459685,0.0261609003041673,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
"95",0.94,0.591454750941677,0.553631065253246,0.0378236856884303,-0.0359661130346842,"FC = 0.996, SFT = 0.12","storm_1","2021-12-02 21:15:00","2021-12-05 08:45:00",193320.622612972,16489872.0304215,59.75,11.5760851864055,0.987417486851588,3235.49159184891,0.996,"0.12"
