"","q_quant","risingerp","fallingerp","hyst_index","flsh_index","run_id","storm_id","start","end","tot_q_m3","tot_constit_mgN","duration_hrs","water_yield_mm","constit_yield_mm","intensity_m3_hr","filter_para","sf_thresh"
"39",0.38,0.424607928653122,0.638128704631297,-0.213520775978175,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"40",0.39,0.42615283045805,0.625215873724874,-0.199063043266825,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"41",0.4,0.427697732262978,0.597037133893193,-0.169339401630215,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"42",0.41,0.429242634067906,0.589102008854702,-0.159859374786795,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"43",0.42,0.430787535872835,0.58615756239114,-0.155370026518305,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"44",0.43,0.432332437677763,0.585541368410818,-0.153208930733055,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"45",0.44,0.431815233114384,0.571472644139484,-0.1396574110251,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"46",0.45,0.43097926857687,0.566655768495812,-0.135676499918942,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"47",0.46,0.430143304039356,0.568628509178614,-0.138485205139259,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"48",0.47,0.429307339501842,0.560949077415449,-0.131641737913607,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"49",0.48,0.431054514087848,0.560280877309936,-0.129226363222088,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"50",0.49,0.433210214778002,0.55684431610269,-0.123634101324688,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"51",0.5,0.435365915468156,0.557418203788709,-0.122052288320553,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"52",0.51,0.437521616158311,0.549874971639854,-0.112353355481544,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"53",0.52,0.439677316848465,0.543609870278002,-0.103932553429537,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"54",0.53,0.441833017538619,0.542289496610976,-0.100456479072357,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"55",0.54,0.443988718228773,0.541609159260905,-0.0976204410321319,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"56",0.55,0.446144418918927,0.536909881985922,-0.0907654630669943,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"57",0.56,0.448416156427025,0.532267859811328,-0.0838517033843035,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"58",0.57,0.451815799203655,0.528859022402942,-0.0770432231992872,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"59",0.58,0.455215441980285,0.51743351969244,-0.0622180777121553,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"60",0.59,0.458615084756915,0.512307731465439,-0.053692646708524,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"61",0.6,0.462014727533545,0.512076058082462,-0.0500613305489175,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"62",0.61,0.465414370310175,0.497143866620703,-0.0317294963105286,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"63",0.62,0.468814013086804,0.496789932464708,-0.0279759193779036,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"64",0.63,0.473479775290114,0.494621160839838,-0.0211413855497239,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"65",0.64,0.478386179258603,0.491257065419932,-0.012870886161329,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"66",0.65,0.483292583227093,0.489710587686421,-0.00641800445932794,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"67",0.66,0.488198987195582,0.488424353336791,-0.000225366141208549,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"68",0.67,0.493105391164071,0.48501138230734,0.00809400885673106,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"69",0.68,0.498011795132561,0.483872615014041,0.0141391801185202,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"70",0.69,0.506008415929299,0.486740595499606,0.0192678204296924,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"71",0.7,0.519037083020814,0.486800791886313,0.0322362911345009,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"72",0.71,0.532065750112329,0.485118652940677,0.0469470971716519,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"73",0.72,0.562506951022156,0.490207257512215,0.0722996935099408,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"74",0.73,0.572697110367887,0.495798601652404,0.0768985087154827,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"75",0.74,0.570296292884354,0.499631249226033,0.0706650436583213,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"76",0.75,0.567895475400821,0.513847251404224,0.0540482239965967,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"77",0.76,0.565494657917288,0.548450783910059,0.0170438740072295,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"78",0.77,0.563093840433756,0.55657659608397,0.00651724434978584,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"79",0.78,0.560693022950223,0.572138736987324,-0.0114457140371008,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"80",0.79,0.54083727995801,0.5868292529674,-0.0459919730093902,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"81",0.8,0.507484123237564,0.580695422956355,-0.0732112997187911,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"82",0.81,0.465335523307853,0.577816592853874,-0.112481069546021,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"83",0.82,0.411998706251392,0.549985705811681,-0.137986999560289,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"84",0.83,0.364893864099653,0.508979500334661,-0.144085636235008,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"85",0.84,0.332585750094785,0.473773034900465,-0.141187284805679,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"86",0.85,0.300277636089917,0.435412544285049,-0.135134908195132,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"87",0.86,0.258629313707267,0.391362878467703,-0.132733564760436,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"88",0.87,0.210449315205684,0.189479315537613,0.0209699996680704,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"89",0.88,0.1622693167041,0.196591554559318,-0.034322237855218,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"90",0.89,0.331762448138228,0.0523333179035959,0.279429130234632,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"91",0.9,0.407427489564495,0.0397207658293453,0.36770672373515,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"92",0.91,0.253059111618681,0.0392700351926109,0.213789076426071,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"93",0.92,0.643504518199468,0.0170217088691399,0.626482809330329,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"94",0.93,0.653421647261603,0.00237733220030576,0.651044315061297,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"95",0.94,0.64807155871302,0.0115426777855862,0.636528880927434,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
"96",0.95,0.642721470164438,0.0533185207783669,0.589402949386071,-0.668639931642118,"FC = 0.996, SFT = 0.1","storm_1","2021-12-02 18:00:00","2021-12-05 07:00:00",205550.724090134,1969789182.28637,68.75,4.27340382723771,40.9519580516917,2989.82871403831,0.996,"0.1"
