"","datetime","smooth_st_flow","total_flow","storm_id","q_cms","conc","rescaled_conc","time_step","norm_tot_q","norm_c","norm_ts","filter_para","sf_thresh","run_id"
"1",2023-02-10 04:00:00,3.92616788308122,4.551074749,"storm_1",4.551074749,2.831477966,5.04038852420834,1,0.316116544397173,0,0,"0.99","2.75","FC = 0.99, SFT = 2.75"
"2",2023-02-10 10:00:00,5.01771373128138,8.044071993,"storm_1",8.044071993,2.855690976,5.0882312574983,2,0.833240509162979,0.0139834201036254,0.25,"0.99","2.75","FC = 0.99, SFT = 2.75"
"3",2023-02-10 16:00:00,4.85930735825057,9.170475876,"storm_1",9.170475876,2.942838262,5.26042646829783,3,1,0.0643124420231965,0.5,"0.99","2.75","FC = 0.99, SFT = 2.75"
"4",2023-02-11 12:30:00,3.93763412396103,4.195211415,"storm_1",4.195211415,4.412933794,8.16520321634478,4,0.263432432347282,0.913317312397376,0.75,"0.99","2.75","FC = 0.99, SFT = 2.75"
"5",2023-02-15 14:00:00,3.06655201694357,2.415814553,"storm_1",2.415814553,4.563029319,8.46177849428794,5,0,1,1,"0.99","2.75","FC = 0.99, SFT = 2.75"
"6",2023-03-23 06:00:00,2.91928547452687,2.876249514,"storm_2",2.876249514,4.921698141,9.170475876,1,0.0264566224501928,1,0,"0.99","2.75","FC = 0.99, SFT = 2.75"
"7",2023-03-23 12:00:00,3.92346762996937,2.721355135,"storm_2",2.721355135,4.715489115,8.76302535940173,2,0,0.888363934396344,0.166666666666667,"0.99","2.75","FC = 0.99, SFT = 2.75"
"8",2023-03-23 18:00:00,4.84817074709498,7.263062316,"storm_2",7.263062316,3.597835902,6.55464298231525,3,0.775743012385532,0.283296300700208,0.333333333333333,"0.99","2.75","FC = 0.99, SFT = 2.75"
"9",2023-03-24 00:00:00,4.98944064588669,8.576009458,"storm_2",8.576009458,3.074543954,5.52066508774765,4,1,0,0.5,"0.99","2.75","FC = 0.99, SFT = 2.75"
"10",2023-03-24 06:00:00,4.50366240123354,5.092463705,"storm_2",5.092463705,3.175406542,5.71996050358478,5,0.404995485503748,0.054604314415037,0.666666666666667,"0.99","2.75","FC = 0.99, SFT = 2.75"
"11",2023-03-24 12:00:00,3.90209932432577,4.279127418,"storm_2",4.279127418,3.552598142,6.46525723117093,6,0.266074168867715,0.258805784251512,0.833333333333333,"0.99","2.75","FC = 0.99, SFT = 2.75"
"12",2023-03-24 15:45:00,3.3112569975879,4.084781582,"storm_2",4.084781582,3.755306838,6.86579141003933,7,0.232879068819449,0.368546864572059,1,"0.99","2.75","FC = 0.99, SFT = 2.75"
"13",2023-02-10 04:00:00,3.92449354214469,4.551074749,"storm_1",4.551074749,2.831477966,5.04038852420834,1,0.316116544397173,0,0,"0.98","2.75","FC = 0.98, SFT = 2.75"
"14",2023-02-10 10:00:00,5.01385794699572,8.044071993,"storm_1",8.044071993,2.855690976,5.0882312574983,2,0.833240509162979,0.0139834201036254,0.25,"0.98","2.75","FC = 0.98, SFT = 2.75"
"15",2023-02-10 16:00:00,4.85196050184927,9.170475876,"storm_1",9.170475876,2.942838262,5.26042646829783,3,1,0.0643124420231965,0.5,"0.98","2.75","FC = 0.98, SFT = 2.75"
"16",2023-02-11 12:30:00,3.92556022381034,4.195211415,"storm_1",4.195211415,4.412933794,8.16520321634478,4,0.263432432347282,0.913317312397376,0.75,"0.98","2.75","FC = 0.98, SFT = 2.75"
"17",2023-02-15 14:00:00,3.04879025717489,2.415814553,"storm_1",2.415814553,4.563029319,8.46177849428794,5,0,1,1,"0.98","2.75","FC = 0.98, SFT = 2.75"
"18",2023-03-23 06:00:00,2.85895380552696,2.876249514,"storm_2",2.876249514,4.921698141,9.170475876,1,0.0264566224501928,1,0,"0.98","2.75","FC = 0.98, SFT = 2.75"
"19",2023-03-23 12:00:00,3.85599667340147,2.721355135,"storm_2",2.721355135,4.715489115,8.76302535940173,2,0,0.888363934396344,0.166666666666667,"0.98","2.75","FC = 0.98, SFT = 2.75"
"20",2023-03-23 18:00:00,4.77403964919209,7.263062316,"storm_2",7.263062316,3.597835902,6.55464298231525,3,0.775743012385532,0.283296300700208,0.333333333333333,"0.98","2.75","FC = 0.98, SFT = 2.75"
"21",2023-03-24 00:00:00,4.90926779761351,8.576009458,"storm_2",8.576009458,3.074543954,5.52066508774765,4,1,0,0.5,"0.98","2.75","FC = 0.98, SFT = 2.75"
"22",2023-03-24 06:00:00,4.41810172073031,5.092463705,"storm_2",5.092463705,3.175406542,5.71996050358478,5,0.404995485503748,0.054604314415037,0.666666666666667,"0.98","2.75","FC = 0.98, SFT = 2.75"
"23",2023-03-24 12:00:00,3.81174552930983,4.279127418,"storm_2",4.279127418,3.552598142,6.46525723117093,6,0.266074168867715,0.258805784251512,0.833333333333333,"0.98","2.75","FC = 0.98, SFT = 2.75"
"24",2023-03-24 15:45:00,3.21660768718941,4.084781582,"storm_2",4.084781582,3.755306838,6.86579141003933,7,0.232879068819449,0.368546864572059,1,"0.98","2.75","FC = 0.98, SFT = 2.75"
"25",2023-02-10 04:00:00,3.92616788308122,4.551074749,"storm_1",4.551074749,2.831477966,5.04038852420834,1,0.316116544397173,0,0,"0.99","3","FC = 0.99, SFT = 3"
"26",2023-02-10 10:00:00,5.01771373128138,8.044071993,"storm_1",8.044071993,2.855690976,5.0882312574983,2,0.833240509162979,0.0139834201036254,0.25,"0.99","3","FC = 0.99, SFT = 3"
"27",2023-02-10 16:00:00,4.85930735825057,9.170475876,"storm_1",9.170475876,2.942838262,5.26042646829783,3,1,0.0643124420231965,0.5,"0.99","3","FC = 0.99, SFT = 3"
"28",2023-02-11 12:30:00,3.93763412396103,4.195211415,"storm_1",4.195211415,4.412933794,8.16520321634478,4,0.263432432347282,0.913317312397376,0.75,"0.99","3","FC = 0.99, SFT = 3"
"29",2023-02-15 14:00:00,3.06655201694357,2.415814553,"storm_1",2.415814553,4.563029319,8.46177849428794,5,0,1,1,"0.99","3","FC = 0.99, SFT = 3"
"30",2023-03-23 12:00:00,3.92346762996937,2.721355135,"storm_2",2.721355135,4.715489115,8.76302535940173,1,0,1,0,"0.99","3","FC = 0.99, SFT = 3"
"31",2023-03-23 18:00:00,4.84817074709498,7.263062316,"storm_2",7.263062316,3.597835902,6.55464298231525,2,0.775743012385532,0.318896670307436,0.2,"0.99","3","FC = 0.99, SFT = 3"
"32",2023-03-24 00:00:00,4.98944064588669,8.576009458,"storm_2",8.576009458,3.074543954,5.52066508774765,3,1,0,0.4,"0.99","3","FC = 0.99, SFT = 3"
"33",2023-03-24 06:00:00,4.50366240123354,5.092463705,"storm_2",5.092463705,3.175406542,5.71996050358478,4,0.404995485503748,0.0614661540173188,0.6,"0.99","3","FC = 0.99, SFT = 3"
"34",2023-03-24 12:00:00,3.90209932432577,4.279127418,"storm_2",4.279127418,3.552598142,6.46525723117093,5,0.266074168867715,0.291328558297872,0.8,"0.99","3","FC = 0.99, SFT = 3"
"35",2023-03-24 15:45:00,3.3112569975879,4.084781582,"storm_2",4.084781582,3.755306838,6.86579141003933,6,0.232879068819449,0.414860228226725,1,"0.99","3","FC = 0.99, SFT = 3"
"36",2023-02-10 04:00:00,3.92449354214469,4.551074749,"storm_1",4.551074749,2.831477966,5.04038852420834,1,0.316116544397173,0,0,"0.98","3","FC = 0.98, SFT = 3"
"37",2023-02-10 10:00:00,5.01385794699572,8.044071993,"storm_1",8.044071993,2.855690976,5.0882312574983,2,0.833240509162979,0.0139834201036254,0.25,"0.98","3","FC = 0.98, SFT = 3"
"38",2023-02-10 16:00:00,4.85196050184927,9.170475876,"storm_1",9.170475876,2.942838262,5.26042646829783,3,1,0.0643124420231965,0.5,"0.98","3","FC = 0.98, SFT = 3"
"39",2023-02-11 12:30:00,3.92556022381034,4.195211415,"storm_1",4.195211415,4.412933794,8.16520321634478,4,0.263432432347282,0.913317312397376,0.75,"0.98","3","FC = 0.98, SFT = 3"
"40",2023-02-15 14:00:00,3.04879025717489,2.415814553,"storm_1",2.415814553,4.563029319,8.46177849428794,5,0,1,1,"0.98","3","FC = 0.98, SFT = 3"
"41",2023-03-23 12:00:00,3.85599667340147,2.721355135,"storm_2",2.721355135,4.715489115,8.76302535940173,1,0,1,0,"0.98","3","FC = 0.98, SFT = 3"
"42",2023-03-23 18:00:00,4.77403964919209,7.263062316,"storm_2",7.263062316,3.597835902,6.55464298231525,2,0.775743012385532,0.318896670307436,0.2,"0.98","3","FC = 0.98, SFT = 3"
"43",2023-03-24 00:00:00,4.90926779761351,8.576009458,"storm_2",8.576009458,3.074543954,5.52066508774765,3,1,0,0.4,"0.98","3","FC = 0.98, SFT = 3"
"44",2023-03-24 06:00:00,4.41810172073031,5.092463705,"storm_2",5.092463705,3.175406542,5.71996050358478,4,0.404995485503748,0.0614661540173188,0.6,"0.98","3","FC = 0.98, SFT = 3"
"45",2023-03-24 12:00:00,3.81174552930983,4.279127418,"storm_2",4.279127418,3.552598142,6.46525723117093,5,0.266074168867715,0.291328558297872,0.8,"0.98","3","FC = 0.98, SFT = 3"
"46",2023-03-24 15:45:00,3.21660768718941,4.084781582,"storm_2",4.084781582,3.755306838,6.86579141003933,6,0.232879068819449,0.414860228226725,1,"0.98","3","FC = 0.98, SFT = 3"
