"","run_id","start","end","tot_q_m3","duration_hrs","intensity_m3_hr","filter_para","sf_thresh","storm_id"
"1","FC = 0.99, SFT = 0.003","2020-04-08 01:00:00","2020-04-08 11:00:00",395.628337148947,10.5,37.6788892522807,"0.99","0.003","storm_1"
"2","FC = 0.99, SFT = 0.003","2020-04-09 10:30:00","2020-04-09 14:30:00",72.7088482824309,4.5,16.1575218405402,"0.99","0.003","storm_2"
"3","FC = 0.99, SFT = 0.003","2020-04-13 01:00:00","2020-04-15 22:00:00",1982.85402561599,69.5,28.5302737498704,"0.99","0.003","storm_3"
"4","FC = 0.99, SFT = 0.003","2020-04-17 22:00:00","2020-04-18 14:00:00",550.295748421179,16.5,33.3512574800714,"0.99","0.003","storm_4"
"5","FC = 0.99, SFT = 0.003","2020-04-24 07:30:00","2020-04-24 12:00:00",80.3213284478829,5,16.0642656895766,"0.99","0.003","storm_5"
"6","FC = 0.99, SFT = 0.003","2020-04-26 08:30:00","2020-04-28 23:30:00",1620.91684540496,63.5,25.5262495339364,"0.99","0.003","storm_6"
"7","FC = 0.99, SFT = 0.003","2020-04-30 10:00:00","2020-05-04 14:30:00",19234.2431252689,101,190.438050745237,"0.99","0.003","storm_7"
"8","FC = 0.99, SFT = 0.003","2020-05-06 15:30:00","2020-05-06 21:00:00",99.4201351286855,6,16.5700225214476,"0.99","0.003","storm_8"
"9","FC = 0.99, SFT = 0.003","2020-05-08 15:30:00","2020-05-09 03:00:00",265.41003274244,12,22.1175027285367,"0.99","0.003","storm_9"
"10","FC = 0.99, SFT = 0.003","2020-05-29 20:00:00","2020-05-31 01:00:00",957.33814902634,29.5,32.4521406449607,"0.99","0.003","storm_10"
"11","FC = 0.99, SFT = 0.003","2020-06-03 09:30:00","2020-06-03 14:30:00",142.901988647188,5.5,25.9821797540341,"0.99","0.003","storm_11"
"12","FC = 0.99, SFT = 0.003","2020-06-04 18:00:00","2020-06-07 12:00:00",4367.21359147285,66.5,65.6723848341781,"0.99","0.003","storm_12"
"13","FC = 0.99, SFT = 0.003","2020-06-07 17:00:00","2020-06-07 22:00:00",79.7189313465189,5.5,14.4943511539125,"0.99","0.003","storm_13"
"14","FC = 0.99, SFT = 0.003","2020-06-10 18:30:00","2020-06-10 23:30:00",169.955236771473,5.5,30.9009521402678,"0.99","0.003","storm_14"
