"","datetime","smooth_st_flow","total_flow","storm_id","q_cms","conc","rescaled_conc","time_step","norm_tot_q","norm_c","norm_ts","filter_para","sf_thresh","run_id"
"14",2020-04-13 12:00:00,0.0254968244598345,0.0287,"storm_2",0.0287,4.856,0.0110739927488127,6,0.56786703601108,0.039934652387003,0.263157894736842,"0.99","0.01","FC = 0.99, SFT = 0.01"
"15",2020-04-13 12:30:00,0.0224123053245456,0.0236,"storm_2",0.0236,5.802,0.0291360567839453,7,0.426592797783933,0.211653657651116,0.315789473684211,"0.99","0.01","FC = 0.99, SFT = 0.01"
"16",2020-04-13 13:00:00,0.0206365461542121,0.0203,"storm_2",0.0203,6.66,0.0455179288158096,8,0.335180055401662,0.367398801960428,0.368421052631579,"0.99","0.01","FC = 0.99, SFT = 0.01"
"17",2020-04-13 13:30:00,0.020991982599198,0.0196,"storm_2",0.0196,7.158,0.0550262881070316,9,0.315789473684211,0.457796333272826,0.421052631578947,"0.99","0.01","FC = 0.99, SFT = 0.01"
"18",2020-04-13 14:00:00,0.0227430438497164,0.0234,"storm_2",0.0234,7.416,0.0599523055711587,10,0.421052631578947,0.504628789253948,0.473684210526316,"0.99","0.01","FC = 0.99, SFT = 0.01"
"19",2020-04-13 14:30:00,0.0239138831842253,0.0322,"storm_2",0.0322,6.88,0.04971840882398,11,0.664819944598338,0.407333454347431,0.526315789473684,"0.99","0.01","FC = 0.99, SFT = 0.01"
"20",2020-04-13 15:00:00,0.023302408127052,0.0294,"storm_2",0.0294,6.255,0.0377852269825869,12,0.587257617728532,0.2938827373389,0.578947368421053,"0.99","0.01","FC = 0.99, SFT = 0.01"
"21",2020-04-13 15:30:00,0.0213378393827424,0.0249,"storm_2",0.0249,6.487,0.042214824082112,13,0.462603878116343,0.335995643492467,0.631578947368421,"0.99","0.01","FC = 0.99, SFT = 0.01"
"22",2020-04-13 16:00:00,0.0189070173095972,0.0215,"storm_2",0.0215,7.015,0.0522959761017209,14,0.368421052631579,0.431838809221274,0.684210526315789,"0.99","0.01","FC = 0.99, SFT = 0.01"
"23",2020-04-13 16:30:00,0.016614980917315,0.0189,"storm_2",0.0189,7.893,0.0690597099525098,15,0.296398891966759,0.591214376474859,0.736842105263158,"0.99","0.01","FC = 0.99, SFT = 0.01"
"24",2020-04-13 17:00:00,0.0147060228887064,0.0171,"storm_2",0.0171,8.407,0.0788735586988715,16,0.246537396121884,0.684516246142676,0.789473684210526,"0.99","0.01","FC = 0.99, SFT = 0.01"
"25",2020-04-13 17:30:00,0.0131954842005784,0.0158,"storm_2",0.0158,8.934,0.0889356176275341,17,0.210526315789474,0.780177890724269,0.842105263157895,"0.99","0.01","FC = 0.99, SFT = 0.01"
"26",2020-04-13 18:00:00,0.0120098419319659,0.0148,"storm_2",0.0148,9.445,0.098692187101057,18,0.182825484764543,0.872935196950445,0.894736842105263,"0.99","0.01","FC = 0.99, SFT = 0.01"
"27",2020-04-13 18:30:00,0.0110702537661192,0.014,"storm_2",0.014,9.737,0.104267369657356,19,0.160664819944598,0.925939371936831,0.947368421052632,"0.99","0.01","FC = 0.99, SFT = 0.01"
"28",2020-04-13 19:00:00,0.0103223511156726,0.0133,"storm_2",0.0133,10.145,0.112057350763417,20,0.141274238227147,1,1,"0.99","0.01","FC = 0.99, SFT = 0.01"
"29",2020-04-17 23:00:00,0.010037811659904,0.0144,"storm_3",0.0144,10.352,0.116009620589287,1,0,1,0,"0.99","0.01","FC = 0.99, SFT = 0.01"
"30",2020-04-17 23:30:00,0.0140958401321183,0.0175,"storm_3",0.0175,9.108,0.0922578154521779,2,0.155778894472362,0.683943089430894,0.1,"0.99","0.01","FC = 0.99, SFT = 0.01"
"31",2020-04-18 00:00:00,0.0186147531082113,0.023,"storm_3",0.023,8.199,0.0749021957820559,3,0.432160804020101,0.452997967479675,0.2,"0.99","0.01","FC = 0.99, SFT = 0.01"
"32",2020-04-18 00:30:00,0.0222727809602017,0.0304,"storm_3",0.0304,7.512,0.0617852423019966,4,0.804020100502513,0.278455284552845,0.3,"0.99","0.01","FC = 0.99, SFT = 0.01"
"33",2020-04-18 01:00:00,0.023706400543168,0.0343,"storm_3",0.0343,6.528,0.0429976408109074,5,1,0.0284552845528453,0.4,"0.99","0.01","FC = 0.99, SFT = 0.01"
"34",2020-04-18 01:30:00,0.0227448298892277,0.0311,"storm_3",0.0311,6.416,0.0408592146249298,6,0.839195979899498,0,0.5,"0.99","0.01","FC = 0.99, SFT = 0.01"
"35",2020-04-18 02:00:00,0.020334138292703,0.0259,"storm_3",0.0259,6.667,0.0456515804524332,7,0.577889447236181,0.0637703252032519,0.6,"0.99","0.01","FC = 0.99, SFT = 0.01"
"36",2020-04-18 02:30:00,0.017516591265972,0.0223,"storm_3",0.0223,7.148,0.0548353571975693,8,0.396984924623116,0.185975609756097,0.7,"0.99","0.01","FC = 0.99, SFT = 0.01"
"37",2020-04-18 03:00:00,0.0148989502101159,0.0194,"storm_3",0.0194,7.823,0.0677231935862738,9,0.251256281407035,0.357469512195122,0.8,"0.99","0.01","FC = 0.99, SFT = 0.01"
"38",2020-04-18 03:30:00,0.0127131765809293,0.0173,"storm_3",0.0173,8.319,0.0771933666956033,10,0.14572864321608,0.483485772357724,0.9,"0.99","0.01","FC = 0.99, SFT = 0.01"
"39",2020-04-18 04:00:00,0.0109837386436045,0.0157,"storm_3",0.0157,8.837,0.0870835878057499,11,0.0653266331658291,0.615091463414634,1,"0.99","0.01","FC = 0.99, SFT = 0.01"
"40",2020-04-26 09:30:00,0.0110994913087593,0.0178,"storm_4",0.0178,7.275,0.0572601797477404,1,0.976744186046512,1,0,"0.99","0.01","FC = 0.99, SFT = 0.01"
"41",2020-04-26 10:00:00,0.0120756737710205,0.0179,"storm_4",0.0179,5.815,0.0293842669662462,2,1,0.260759493670886,0.333333333333333,"0.99","0.01","FC = 0.99, SFT = 0.01"
"42",2020-04-26 10:30:00,0.011677520767735,0.0155,"storm_4",0.0155,5.3,0.0195513251289384,3,0.441860465116279,0,0.666666666666667,"0.99","0.01","FC = 0.99, SFT = 0.01"
"43",2020-04-26 11:00:00,0.010572338907225,0.0136,"storm_4",0.0136,5.663,0.0264821171424195,4,0,0.183797468354431,1,"0.99","0.01","FC = 0.99, SFT = 0.01"
"44",2020-04-26 14:00:00,0.0100506557037463,0.0109,"storm_5",0.0109,7.204,0.0559045702905581,1,0,0.603033666296707,0,"0.99","0.01","FC = 0.99, SFT = 0.01"
"45",2020-04-26 14:30:00,0.0126715351268355,0.0163,"storm_5",0.0163,6.865,0.0494320124597866,2,0.469565217391304,0.477617462079172,0.0588235294117647,"0.99","0.01","FC = 0.99, SFT = 0.01"
"46",2020-04-26 15:00:00,0.0150743419026864,0.0186,"storm_5",0.0186,6.16,0.0359713833426952,3,0.669565217391304,0.216796152423234,0.117647058823529,"0.99","0.01","FC = 0.99, SFT = 0.01"
"47",2020-04-26 15:30:00,0.0166753644661822,0.0212,"storm_5",0.0212,5.643,0.0261002553234949,4,0.895652173913044,0.025527192008879,0.176470588235294,"0.99","0.01","FC = 0.99, SFT = 0.01"
"48",2020-04-26 16:00:00,0.017174417971829,0.0224,"storm_5",0.0224,5.618,0.0256229280498392,5,1,0.0162782093969665,0.235294117647059,"0.99","0.01","FC = 0.99, SFT = 0.01"
"49",2020-04-26 16:30:00,0.0169044397895729,0.0203,"storm_5",0.0203,5.574,0.0247828320482051,6,0.817391304347826,0,0.294117647058824,"0.99","0.01","FC = 0.99, SFT = 0.01"
"50",2020-04-26 17:00:00,0.0165872024262173,0.0185,"storm_5",0.0185,5.822,0.0295179186028698,7,0.660869565217391,0.091749907510174,0.352941176470588,"0.99","0.01","FC = 0.99, SFT = 0.01"
"51",2020-04-26 17:30:00,0.0165683889146636,0.0184,"storm_5",0.0184,6.146,0.035704080069448,8,0.652173913043478,0.211616722160562,0.411764705882353,"0.99","0.01","FC = 0.99, SFT = 0.01"
"52",2020-04-26 18:00:00,0.0165410933686192,0.0204,"storm_5",0.0204,6.197,0.0366778277077057,9,0.826086956521739,0.230484646688864,0.470588235294118,"0.99","0.01","FC = 0.99, SFT = 0.01"
"53",2020-04-26 18:30:00,0.0161016705936286,0.0204,"storm_5",0.0204,6.28,0.0382625542562427,10,0.826086956521739,0.261191268960415,0.529411764705882,"0.99","0.01","FC = 0.99, SFT = 0.01"
"54",2020-04-26 19:00:00,0.0153132026575329,0.0185,"storm_5",0.0185,6.334,0.039293581167339,11,0.660869565217391,0.281169071402146,0.588235294117647,"0.99","0.01","FC = 0.99, SFT = 0.01"
"55",2020-04-26 19:30:00,0.0145137863765094,0.017,"storm_5",0.017,6.553,0.0434749680845631,12,0.530434782608696,0.362190159082501,0.647058823529412,"0.99","0.01","FC = 0.99, SFT = 0.01"
"56",2020-04-26 20:00:00,0.0138747195895105,0.0165,"storm_5",0.0165,6.944,0.0509403666445386,13,0.486956521739131,0.506844247132816,0.705882352941177,"0.99","0.01","FC = 0.99, SFT = 0.01"
"57",2020-04-26 20:30:00,0.0133015218408515,0.0166,"storm_5",0.0166,7.261,0.0569928764744932,14,0.495652173913044,0.624121346651869,0.764705882352941,"0.99","0.01","FC = 0.99, SFT = 0.01"
"58",2020-04-26 21:00:00,0.012654821883044,0.0161,"storm_5",0.0161,7.414,0.0599141193892662,15,0.452173913043478,0.680725120236774,0.823529411764706,"0.99","0.01","FC = 0.99, SFT = 0.01"
"59",2020-04-26 21:30:00,0.0119252494259697,0.0151,"storm_5",0.0151,7.574,0.0629690139406628,16,0.365217391304348,0.739918608953015,0.882352941176471,"0.99","0.01","FC = 0.99, SFT = 0.01"
"60",2020-04-26 22:00:00,0.011188215895308,0.0143,"storm_5",0.0143,7.914,0.0694606648623806,17,0.295652173913043,0.865704772475028,0.941176470588235,"0.99","0.01","FC = 0.99, SFT = 0.01"
"61",2020-04-26 22:30:00,0.0105076895970539,0.0135,"storm_5",0.0135,8.277,0.0763914568758617,18,0.226086956521739,1,1,"0.99","0.01","FC = 0.99, SFT = 0.01"
"62",2020-04-30 11:00:00,0.0169060984438135,0.0128,"storm_6",0.0128,11.609,0.140009635908696,1,0,0.546301124934813,0,"0.99","0.01","FC = 0.99, SFT = 0.01"
"63",2020-04-30 11:30:00,0.0357986060055242,0.0238,"storm_6",0.0238,10.17,0.112534678037073,2,0.0304624757684852,0.439097072189525,0.00757575757575758,"0.99","0.01","FC = 0.99, SFT = 0.01"
"64",2020-04-30 12:00:00,0.064690284018527,0.0561,"storm_6",0.0561,7.518,0.061899800847674,3,0.119911381888673,0.241525739402518,0.0151515151515152,"0.99","0.01","FC = 0.99, SFT = 0.01"
"65",2020-04-30 12:30:00,0.100562209995776,0.101,"storm_6",0.101,5.302,0.0195895113108308,4,0.244253669343672,0.0764359681144304,0.0227272727272727,"0.99","0.01","FC = 0.99, SFT = 0.01"
"66",2020-04-30 13:00:00,0.137635638991826,0.1472,"storm_6",0.1472,4.276,0,5,0.37219606757131,0,0.0303030303030303,"0.99","0.01","FC = 0.99, SFT = 0.01"
"67",2020-04-30 13:30:00,0.170348659582716,0.1908,"storm_6",0.1908,4.363,0.00166109891232192,6,0.492938244253669,0.00648141250093128,0.0378787878787879,"0.99","0.01","FC = 0.99, SFT = 0.01"
"68",2020-04-30 14:00:00,0.199086947228576,0.2165,"storm_6",0.2165,4.514,0.00454415564520248,7,0.564109664912766,0.0177307606347315,0.0454545454545455,"0.99","0.01","FC = 0.99, SFT = 0.01"
"69",2020-04-30 14:30:00,0.231668592956912,0.2182,"storm_6",0.2182,4.746,0.00897375274472758,8,0.568817502076987,0.0350145273038814,0.053030303030303,"0.99","0.01","FC = 0.99, SFT = 0.01"
"70",2020-04-30 15:00:00,0.271254537243402,0.2456,"storm_6",0.2456,4.69,0.00790453965173876,9,0.644696759900305,0.0308425836251211,0.0606060606060606,"0.99","0.01","FC = 0.99, SFT = 0.01"
"71",2020-04-30 15:30:00,0.307697119056862,0.3546,"storm_6",0.3546,4.54,0.00504057600980443,10,0.946552201606203,0.0196677344855845,0.0681818181818182,"0.99","0.01","FC = 0.99, SFT = 0.01"
"72",2020-04-30 16:00:00,0.330328015576217,0.3624,"storm_6",0.3624,4.286,0.000190930909462285,11,0.968152866242038,0.000744989942635758,0.0757575757575758,"0.99","0.01","FC = 0.99, SFT = 0.01"
"73",2020-04-30 16:30:00,0.336057353667106,0.3554,"storm_6",0.3554,4.793,0.00987112801920033,12,0.948767654389366,0.0385159800342696,0.0833333333333333,"0.99","0.01","FC = 0.99, SFT = 0.01"
"74",2020-04-30 17:00:00,0.323959510189569,0.3739,"storm_6",0.3739,4.781,0.00964201092784558,13,1,0.0376219921031066,0.0909090909090909,"0.99","0.01","FC = 0.99, SFT = 0.01"
"75",2020-04-30 17:30:00,0.299100977924527,0.3092,"storm_6",0.3092,5.618,0.0256229280498392,14,0.820825256161728,0.099977650301721,0.0984848484848485,"0.99","0.01","FC = 0.99, SFT = 0.01"
"76",2020-04-30 18:00:00,0.270823334589235,0.2693,"storm_6",0.2693,6.375,0.0400763978961344,15,0.710329548601495,0.156373388959249,0.106060606060606,"0.99","0.01","FC = 0.99, SFT = 0.01"
"77",2020-04-30 18:30:00,0.244443404071836,0.2501,"storm_6",0.2501,7.247,0.056725573201246,16,0.657158681805594,0.221336511957089,0.113636363636364,"0.99","0.01","FC = 0.99, SFT = 0.01"
"78",2020-04-30 19:00:00,0.222372419612909,0.2212,"storm_6",0.2212,8.45,0.0796945616095593,17,0.577125450013847,0.310958802056172,0.121212121212121,"0.99","0.01","FC = 0.99, SFT = 0.01"
"79",2020-04-30 19:30:00,0.205576188868866,0.2049,"storm_6",0.2049,9.824,0.105928468569678,18,0.531985599556909,0.413320420174328,0.128787878787879,"0.99","0.01","FC = 0.99, SFT = 0.01"
"80",2020-04-30 20:00:00,0.193128175267857,0.1993,"storm_6",0.1993,11.096,0.130214880253281,19,0.516477430074772,0.508083140877598,0.136363636363636,"0.99","0.01","FC = 0.99, SFT = 0.01"
"81",2020-04-30 20:30:00,0.183877448595641,0.1898,"storm_6",0.1898,12.296,0.153126589388756,20,0.490168928274716,0.597481933993891,0.143939393939394,"0.99","0.01","FC = 0.99, SFT = 0.01"
"82",2020-04-30 21:00:00,0.177201978814301,0.182,"storm_6",0.182,13.322,0.172716100699586,21,0.468568263638881,0.673917902108321,0.151515151515152,"0.99","0.01","FC = 0.99, SFT = 0.01"
"83",2020-04-30 21:30:00,0.1720242971603,0.1813,"storm_6",0.1813,14.397,0.193241173466782,22,0.466629742453614,0.754004320941667,0.159090909090909,"0.99","0.01","FC = 0.99, SFT = 0.01"
"84",2020-04-30 22:00:00,0.167208868136003,0.179,"storm_6",0.179,14.965,0.20408604912424,23,0.460260315702022,0.796319749683379,0.166666666666667,"0.99","0.01","FC = 0.99, SFT = 0.01"
"85",2020-04-30 22:30:00,0.162753138372021,0.1715,"storm_6",0.1715,15.371,0.211837844048409,24,0.439490445859873,0.826566341354392,0.174242424242424,"0.99","0.01","FC = 0.99, SFT = 0.01"
"86",2020-04-30 23:00:00,0.159272529241239,0.1674,"storm_6",0.1674,15.863,0.221231644793954,25,0.428136250346164,0.863219846532072,0.181818181818182,"0.99","0.01","FC = 0.99, SFT = 0.01"
"87",2020-04-30 23:30:00,0.156564342343776,0.165,"storm_6",0.165,16.251,0.228639764081091,26,0.421489891996677,0.89212545630634,0.189393939393939,"0.99","0.01","FC = 0.99, SFT = 0.01"
"88",2020-05-01 00:00:00,0.153538071898678,0.1688,"storm_6",0.1688,16.368,0.230873655721799,27,0.432013292716699,0.900841838635178,0.196969696969697,"0.99","0.01","FC = 0.99, SFT = 0.01"
"89",2020-05-01 00:30:00,0.149693896205089,0.1614,"storm_6",0.1614,16.312,0.229804442628811,28,0.411520354472445,0.896669894956418,0.204545454545455,"0.99","0.01","FC = 0.99, SFT = 0.01"
"90",2020-05-01 01:00:00,0.145581744964608,0.1566,"storm_6",0.1566,16.561,0.234558622274422,29,0.39822763777347,0.915220144528049,0.212121212121212,"0.99","0.01","FC = 0.99, SFT = 0.01"
"91",2020-05-01 01:30:00,0.141667342814783,0.1522,"storm_6",0.1522,16.861,0.24028654955829,30,0.386042647466076,0.937569842807122,0.21969696969697,"0.99","0.01","FC = 0.99, SFT = 0.01"
"92",2020-05-01 02:00:00,0.137952374492623,0.1501,"storm_6",0.1501,16.941,0.241813996833989,31,0.380227083910274,0.943529762348208,0.227272727272727,"0.99","0.01","FC = 0.99, SFT = 0.01"
"93",2020-05-01 02:30:00,0.134203737619572,0.1466,"storm_6",0.1466,17.055,0.243990609201859,32,0.370534477983938,0.952022647694256,0.234848484848485,"0.99","0.01","FC = 0.99, SFT = 0.01"
"94",2020-05-01 03:00:00,0.130311552371788,0.1432,"storm_6",0.1432,17.09,0.244658867384977,33,0.361118803655497,0.954630112493481,0.242424242424242,"0.99","0.01","FC = 0.99, SFT = 0.01"
"95",2020-05-01 03:30:00,0.126350484887538,0.1388,"storm_6",0.1388,17.201,0.246778200480008,34,0.348933813348103,0.962899500856738,0.25,"0.99","0.01","FC = 0.99, SFT = 0.01"
"96",2020-05-01 04:00:00,0.122489035339345,0.1351,"storm_6",0.1351,17.353,0.249680350303835,35,0.338687344225976,0.974223347984802,0.257575757575758,"0.99","0.01","FC = 0.99, SFT = 0.01"
"97",2020-05-01 04:30:00,0.118874653652788,0.1314,"storm_6",0.1314,17.37,0.250004932849921,36,0.328440875103849,0.975489830887283,0.265151515151515,"0.99","0.01","FC = 0.99, SFT = 0.01"
"98",2020-05-01 05:00:00,0.115666244075252,0.1285,"storm_6",0.1285,17.459,0.251704217944135,37,0.320409858764885,0.982120241376741,0.272727272727273,"0.99","0.01","FC = 0.99, SFT = 0.01"
"99",2020-05-01 05:30:00,0.113031576869432,0.1253,"storm_6",0.1253,17.575,0.253919016493898,38,0.311548047632235,0.990762124711316,0.28030303030303,"0.99","0.01","FC = 0.99, SFT = 0.01"
"100",2020-05-01 06:00:00,0.110980372586728,0.1238,"storm_6",0.1238,17.699,0.25628655977123,39,0.307394073663805,1,0.287878787878788,"0.99","0.01","FC = 0.99, SFT = 0.01"
"101",2020-05-01 06:30:00,0.109354743697194,0.1233,"storm_6",0.1233,17.519,0.252849803400909,40,0.306009415674328,0.986590181032556,0.295454545454545,"0.99","0.01","FC = 0.99, SFT = 0.01"
"102",2020-05-01 07:00:00,0.108146394130367,0.1216,"storm_6",0.1216,17.44,0.251341449216157,41,0.301301578510108,0.980704760485733,0.303030303030303,"0.99","0.01","FC = 0.99, SFT = 0.01"
"103",2020-05-01 07:30:00,0.10740034058163,0.1205,"storm_6",0.1205,17.438,0.251303263034264,42,0.298255330933259,0.980555762497206,0.310606060606061,"0.99","0.01","FC = 0.99, SFT = 0.01"
"104",2020-05-01 08:00:00,0.106684894958369,0.1214,"storm_6",0.1214,17.235,0.24742736557218,43,0.300747715314317,0.9654324666617,0.318181818181818,"0.99","0.01","FC = 0.99, SFT = 0.01"
"105",2020-05-01 08:30:00,0.105134801030361,0.1223,"storm_6",0.1223,16.987,0.242692279017515,44,0.303240099695375,0.946956716084333,0.325757575757576,"0.99","0.01","FC = 0.99, SFT = 0.01"
"106",2020-05-01 09:00:00,0.102289386389012,0.1199,"storm_6",0.1199,16.704,0.237288934279732,45,0.296593741345888,0.92587350070774,0.333333333333333,"0.99","0.01","FC = 0.99, SFT = 0.01"
"107",2020-05-01 09:30:00,0.0985688970609314,0.1135,"storm_6",0.1135,16.61,0.235494183730787,46,0.278870119080587,0.918870595246964,0.340909090909091,"0.99","0.01","FC = 0.99, SFT = 0.01"
"108",2020-05-01 10:00:00,0.0946580882472572,0.1092,"storm_6",0.1092,16.752,0.238205402645151,47,0.266962060371088,0.929449452432392,0.348484848484849,"0.99","0.01","FC = 0.99, SFT = 0.01"
"109",2020-05-01 10:30:00,0.090848171297654,0.1059,"storm_6",0.1059,16.828,0.239656477557065,48,0.257823317640543,0.935111375996424,0.356060606060606,"0.99","0.01","FC = 0.99, SFT = 0.01"
"110",2020-05-01 11:00:00,0.0871235205467731,0.1026,"storm_6",0.1026,16.94,0.241794903743042,49,0.248684574909997,0.943455263353945,0.363636363636364,"0.99","0.01","FC = 0.99, SFT = 0.01"
"111",2020-05-01 11:30:00,0.0834375763191519,0.0991,"storm_6",0.0991,16.9,0.241031180105193,50,0.238991968983661,0.940475303583401,0.371212121212121,"0.99","0.01","FC = 0.99, SFT = 0.01"
"112",2020-05-01 12:00:00,0.0798831374217826,0.0955,"storm_6",0.0955,16.92,0.241413041924118,51,0.229022431459429,0.941965283468673,0.378787878787879,"0.99","0.01","FC = 0.99, SFT = 0.01"
"113",2020-05-01 12:30:00,0.0766343672804957,0.0915,"storm_6",0.0915,16.768,0.238510892100291,52,0.217945167543617,0.930641436340609,0.386363636363636,"0.99","0.01","FC = 0.99, SFT = 0.01"
"114",2020-05-01 13:00:00,0.0737219238897756,0.0895,"storm_6",0.0895,16.952,0.242024020834397,53,0.21240653558571,0.944349251285108,0.393939393939394,"0.99","0.01","FC = 0.99, SFT = 0.01"
"115",2020-05-01 13:30:00,0.0710253406168181,0.087,"storm_6",0.087,16.921,0.241432135015064,54,0.205483245638327,0.942039782462937,0.401515151515151,"0.99","0.01","FC = 0.99, SFT = 0.01"
"116",2020-05-01 14:00:00,0.0684266935062278,0.0846,"storm_6",0.0846,16.845,0.239981060103151,55,0.19883688728884,0.936377858898905,0.409090909090909,"0.99","0.01","FC = 0.99, SFT = 0.01"
"117",2020-05-01 14:30:00,0.0658450948233467,0.0824,"storm_6",0.0824,16.821,0.239522825920441,56,0.192744392135143,0.934589883036579,0.416666666666667,"0.99","0.01","FC = 0.99, SFT = 0.01"
"118",2020-05-01 15:00:00,0.0633127916827119,0.0797,"storm_6",0.0797,16.723,0.237651703007711,57,0.185267238991969,0.927288981598748,0.424242424242424,"0.99","0.01","FC = 0.99, SFT = 0.01"
"119",2020-05-01 15:30:00,0.0609444479222645,0.077,"storm_6",0.077,16.778,0.238701823009753,58,0.177790085848795,0.931386426283245,0.431818181818182,"0.99","0.01","FC = 0.99, SFT = 0.01"
"120",2020-05-01 16:00:00,0.058777490953193,0.0752,"storm_6",0.0752,16.724,0.237670796098657,59,0.17280531708668,0.927363480593012,0.439393939393939,"0.99","0.01","FC = 0.99, SFT = 0.01"
"121",2020-05-01 16:30:00,0.0567641437830158,0.0735,"storm_6",0.0735,16.763,0.23841542664556,60,0.168097479922459,0.930268941369292,0.446969696969697,"0.99","0.01","FC = 0.99, SFT = 0.01"
"122",2020-05-01 17:00:00,0.0548789169212481,0.0715,"storm_6",0.0715,16.69,0.237021631006485,61,0.162558847964553,0.92483051478805,0.454545454545455,"0.99","0.01","FC = 0.99, SFT = 0.01"
"123",2020-05-01 17:30:00,0.0531114121519548,0.0699,"storm_6",0.0699,16.607,0.235436904457948,62,0.158127942398228,0.918647098264173,0.462121212121212,"0.99","0.01","FC = 0.99, SFT = 0.01"
"124",2020-05-01 18:00:00,0.0514326151932563,0.0684,"storm_6",0.0684,16.652,0.236296093550529,63,0.153973968429798,0.921999553006034,0.46969696969697,"0.99","0.01","FC = 0.99, SFT = 0.01"
"125",2020-05-01 18:30:00,0.0498245496792863,0.0668,"storm_6",0.0668,16.598,0.235265066639432,64,0.149543062863473,0.917976607315801,0.477272727272727,"0.99","0.01","FC = 0.99, SFT = 0.01"
"126",2020-05-01 19:00:00,0.0482947553403452,0.0654,"storm_6",0.0654,16.599,0.235284159730378,65,0.145666020492938,0.918051106310065,0.484848484848485,"0.99","0.01","FC = 0.99, SFT = 0.01"
"127",2020-05-01 19:30:00,0.046854523094774,0.0638,"storm_6",0.0638,16.55,0.234348598274013,66,0.141235114926613,0.914400655591149,0.492424242424242,"0.99","0.01","FC = 0.99, SFT = 0.01"
"128",2020-05-01 20:00:00,0.0454722008259597,0.0628,"storm_6",0.0628,16.513,0.233642153909003,67,0.13846579894766,0.911644192803397,0.5,"0.99","0.01","FC = 0.99, SFT = 0.01"
"129",2020-05-01 20:30:00,0.0440674781591054,0.0614,"storm_6",0.0614,16.466,0.23274477863453,68,0.134588756577125,0.908142740073009,0.507575757575758,"0.99","0.01","FC = 0.99, SFT = 0.01"
"130",2020-05-01 21:00:00,0.0425639487328342,0.0603,"storm_6",0.0603,16.389,0.23127461063167,69,0.131542509000277,0.902406317514713,0.515151515151515,"0.99","0.01","FC = 0.99, SFT = 0.01"
"131",2020-05-01 21:30:00,0.0409425439762902,0.0584,"storm_6",0.0584,16.385,0.231198238267885,70,0.126280808640266,0.902108321537659,0.522727272727273,"0.99","0.01","FC = 0.99, SFT = 0.01"
"132",2020-05-01 22:00:00,0.0392758654558899,0.0569,"storm_6",0.0569,16.316,0.229880814992596,71,0.122126834671836,0.896967890933472,0.53030303030303,"0.99","0.01","FC = 0.99, SFT = 0.01"
